"state","name","category","total_liabilities","bonds_outstanding","compensated_absences","leases","loans_outstanding","net_pension_liability","net_opeb_liability"
"CA","Elsinore Valley Municipal Water District","Special District",217998687,78843587,4421210,0,15214744,27124893,0
"IL","Vienna","General Purpose",1512200,1310000,0,49750,100000,440432,0
"IL","Cypress","General Purpose",58221,58000,0,0,0,0,0
"IL","Mount Olive","General Purpose",707672,0,0,0,0,0,0
"OR","Hoodland Rural Fire Protection District","Special District",0,0,0,13466,0,2704780,153774
"CA","Tri-City Healthcare District","Special District",168283103,0,0,2562208,89014293,0,0
"OR","Jefferson Rural Fire Protection District","Special District",761951,0,27482,120000,0,599836,0
"IL","Palmyra","General Purpose",726782,0,0,0,726000,0,0
"OR","La Pine Rural Fire Protection District","Special District",5340910,0,251993,0,0,4769443,139577
"CA","Sonoma County Transportation Authority","Special District",54085613,42844787,233111,0,0,881829,1043299
"CO","Aurora Housing Authority","Special District",29888779,0,314056,0,0,3353321,394585
"CA","Reclamation District 900","Special District",288364,0,16676,0,0,0,194107
"OR","Lorane Rural Fire Protection District","Special District",0,0,0,0,0,0,0
"IL","Livingston","General Purpose",165174,0,0,0,0,0,0
"IL","Highland","General Purpose",53653329,18590527,1208463,0,8475000,10286410,1805953
"IL","Mounds","General Purpose",578930,234000,0,100764,0,0,0
"IL","Pulaski","General Purpose",485372,195000,0,0,27629,0,0
"CO","Security Sanitation District","Special District",31541521,0,274632,0,28045765,0,0
"CT","Wallingford Housing Authority","Special District",6314038,0,250880,0,0,861170,0
"OR","Winston-Dillard Rural Fire Protection District 5","Special District",1965458,0,30448,0,0,1976058,0
"CT","East Hartford Housing Authority","Special District",14356527,0,310613,5964221,922802,2234211,4451551
"CT","Oronoque Village Tax District","Special District",312525,0,0,0,271929,0,0
"CO","Kremmling Memorial Hospital District","Special District",42545227,21979871,0,158832,8327014,0,0
"OR","Stayton Rural Fire Protection District","Special District",0,0,0,0,0,0,0
"OR","Turner Rural Fire Protection District","Special District",630000,0,0,0,0,757625,0
"WY","Lincoln County School District No.2","School District",33909371,0,2900992,0,0,30153526,0
"CO","Pueblo West Metropolitan District","Special District",14600588,2375000,157368,324157,0,0,0
"CT","Milford Transit District","Special District",179957,0,70468,0,0,0,0
"OR","North Sherman County Rural Fire Protection District","Special District",39560,0,0,0,38417,0,0
"CT","Southeast Area Transit District","Special District",825718,0,37498,0,0,0,0
"LA","Springhill City Marshal","Special District",1821,0,0,0,0,0,0
"CT","Putnam Housing Authority","Special District",1159912,0,37830,0,0,912598,0
"CT","Dayville Fire District","Special District",1086885,0,0,0,0,898863,0
"FL","Alachua County Housing Authority","Special District",1256709,0,250778,0,0,0,0
"IL","Joliet Township High School District 204","School District",162781659,82430305,4783468,840759,0,6715455,54640742
"MI","St Clair Shores City Tax Increment Finance Authority","Special District",311844,0,0,0,0,0,0
"FL","Panama City Housing Authority","Special District",429784,0,67669,0,0,0,0
"CA","Blake Elementary School District","School District",173839,0,0,0,0,160262,0
"OR","South Lane County Fire & Rescue","Special District",6733084,975697,404946,0,0,4771461,161990
"FL","Flagler County Housing Authority","Special District",630397,0,32690,0,0,458883,0
"FL","Suwannee River Water Management District","Special District",15280827,0,425052,0,0,5829976,352377
"CT","Housing Authority of the City of West Haven D_B_A Savin Rock Communities","Special District",17279796,8010000,295447,0,0,3178963,1395616
"CA","Riverdale Joint Unified School District","School District",24348107,1276297,82194,0,0,18053974,3264008
"FL","Palatka Housing Authority","Special District",1477497,0,73816,1171243,0,0,0
"NE","Nebraska City Electric Gas Water and Sanitation","Special District",5914087,3409855,0,0,0,0,0
"FL","Tallahassee Housing Authority","Special District",3996905,0,152590,596637,0,2114245,0
"CA","Black Oak Mine Unified School District","School District",19482583,5751202,29617,0,0,13260822,0
"FL","Pinellas Suncoast Transit Authority","Special District",58225358,0,2900949,0,0,41793466,2668569
"NE","Sanitary and Improvement District No. 5","Special District",6780943,6350000,0,0,375402,0,0
"KY","Purchase District Health Department","Special District",54348,0,0,0,0,20128950,3168205
"MI","Baraga County Memorial Hospital","Special District",33803190,22413945,0,0,1984500,4767272,0
"GA","Etowah Area Consolidated Housing Authority","Special District",267128,0,60180,0,0,0,0
"GA","Effingham County Hospital Authority","Special District",44809189,25412415,0,1168323,0,0,0
"MO","Sparta R-III School District","School District",0,4059000,0,5562421,3303810,0,0
"GA","College Park Housing Authority","Special District",545725,0,155055,0,0,0,0
"NE","Sanitary and Improvement District No. l","Special District",3721757,3645000,0,0,0,0,0
"IL","Greenville Fire Protection District","Special District",7414,0,0,0,0,0,0
"IL","Clayton-Camp Point Water Commission","Special District",516587,190000,0,0,4485690,112707,0
"IL","Mill Creek Public Water District","Special District",2366537,2110000,0,0,0,0,0
"IL","Palos Fire Protection District","Special District",409339,0,0,339339,0,9943897,2589783
"IL","Bureau County Housing Authority","Special District",1119745,0,28282,0,913659,0,0
"IL","Boone County Conservation District","Special District",1015786,663000,145422,0,0,197364,0
"IL","Neponset Fire Protection District","Special District",0,0,0,0,0,0,0
"IL","Princeton Rural Fire Protection District","Special District",0,0,0,0,0,0,0
"OR","Jackson County Rural Fire Protection District 3","Special District",20831915,0,1226723,0,0,13404213,1465477
"IL","North Morgan Water Cooperative","Special District",7247646,0,0,0,0,0,0
"IL","Chicago Housing Authority","Special District",805780866,333196534,3019502,154780036,53288470,0,0
"IL","Flossmoor Public Library District","Special District",475738,0,35622,0,0,285008,75401
"IL","Arlington Heights Park District","Special District",36719295,14809410,537352,0,0,6232476,1044161
"IL","Grande Prairie Public Library District","Special District",746678,0,55058,0,0,289562,0
"IL","Harvey Park District","Special District",768367,400000,0,0,0,0,0
"IL","La Grange Highlands Sanitary District","Special District",1599764,0,14292,0,0,275177,0
"IL","Glenview Park District","Special District",51881352,40091434,105378,0,1265000,2707516,401542
"IL","Norwood Park Fire Protection District","Special District",42211741,0,586869,0,0,30386674,10328157
"IL","Northlake Public Library District","Special District",3841998,3364615,67065,0,0,344621,0
"IL","Posen Park District","Special District",1984,0,0,0,0,0,0
"IL","Prospect Heights Public Library District","Special District",183335,0,104434,0,0,1552,0
"IL","Thorn Creek Basin Sanitary District","Special District",9285974,0,181636,0,6577522,682350,1292662
"IL","Winnetka-Northfield Public Library District","Special District",479987,0,29175,0,0,50084,171798
"IL","River Forest Park District","Special District",412326,0,40844,0,0,249328,40838
"IL","Matteson Area Public Library District","Special District",644362,0,82057,0,0,478692,0
"IL","Wilmette Public Library District","Special District",2632,0,0,0,0,320275,0
"IL","River Grove Public Library District","Special District",324900,0,10485,0,0,290908,0
"IL","Maywood Public Library District","Special District",429466,0,48664,0,0,357607,0
"IL","Milford Fire Protection District","Special District",33101,0,0,0,0,0,0
"CA","Rockford Elementary School District","School District",3796545,0,0,0,0,3519841,0
"IL","Salt Creek Sanitary District","Special District",14619921,0,75298,0,14078998,0,61494
"IL","Helen M. Plum Memorial Public Library District","Special District",1142680,0,160041,0,0,784865,0
"IL","Dupage Housing Authority","Special District",9255288,0,204793,0,0,0,0
"OK","Northeastern Tribal Health System","Special District",6287675,0,253717,0,0,0,0
"IL","Worth Park District","Special District",111972,51585,11915,0,0,0,13509
"IL","Sandwich Community Fire Protection District","Special District",125000,0,0,0,0,0,0
"IL","Kewanee Fire Protection District","Special District",385,0,0,0,0,0,0
"IL","Henry County Soil and Water Conservation District","Special District",8376,0,0,0,0,0,0
"IL","Kankakee Valley Airport Authority","Special District",2537073,1850000,6236,0,0,0,0
"LA","District Attorney of the 22nd Judicial District","Special District",1708894,0,339551,11769,0,1231893,0
"IL","Little Rock-Fox Fire Protection District","Special District",89961,0,0,0,77419,0,0
"IL","Ela Area Public Library District","Special District",0,0,0,46803,0,1170968,0
"IL","Lakes Region Sanitary District","Special District",3362631,345000,3362,0,2725900,129566,0
"IL","Oswego Fire Protection District","Special District",3604230,0,0,0,3599115,5413028,0
"IL","Golden Prairie Public Library District","Special District",232358,0,0,0,0,0,0
"VA","Greensville Schools","School District",29494666,0,0,451008,0,21052026,3961815
"IL","Greater Round Lake Fire Protection District","Special District",4458753,4422493,0,0,0,0,0
"IL","Fox River Grove Fire Protection District","Special District",18565,0,0,0,0,0,0
"IL","Mc Lean County Public Building Commission","Special District",44775862,43256598,0,0,0,0,0
"IL","Octavia Fire Protection District","Special District",0,0,0,0,0,0,0
"IL","Crystal Lake Park District","Special District",8810967,4964764,188689,0,0,2039539,680434
"IL","Johnsburg Public Library District","Special District",154990,0,20008,0,0,121547,0
"IL","Marengo Rescue Squad District","Special District",111364,0,0,0,0,0,0
"IL","Wonder Lake Fire Protection District","Special District",364392,0,0,0,0,0,0
"IL","Menard County Housing Authority","Special District",1359587,0,17570,0,1193581,0,0
"IL","Meadowbrook Fire Protection District","Special District",-15,0,0,0,0,0,0
"IL","Fort Russell Fire Protection District","Special District",0,0,0,0,0,0,0
"IL","Camden Littleton Water Commission","Special District",16046,0,0,0,0,0,0
"IL","Madison County Mass Transit District","Special District",2860027,0,0,0,0,0,0
"IL","Tri-Township Public Library District","Special District",176870,0,22450,0,0,133123,0
"IL","Tri-Township Water District","Special District",6377840,6249988,0,0,0,0,0
"IL","Oregon Park District","Special District",53716,0,0,35827,0,183973,365362
"AK","Hoonah","General Purpose",3582903,840646,0,0,0,1879139,0
"IL","South Sangamon Water Commission","Special District",31484218,30261529,0,0,0,0,0
"AL","Huntsville","General Purpose",1335234757,43465000,23930976,0,0,211600490,66108743
"IL","Whiteside County Housing Authority","Special District",2145034,0,62979,1849865,0,0,0
"IN","Fort Wayne Housing Authority","Special District",5897679,0,0,0,0,0,0
"IL","Eureka Public Library District","Special District",0,0,0,0,0,187499,0
"IL","Illinois Prairie Public Library District","Special District",22944,0,0,0,0,0,0
"IL","Rockford Mass Transit District","Special District",14743398,0,0,0,2347470,4420968,2559867
"IL","Frankfort Fire Protection District","Special District",27807957,0,575890,0,0,15803195,6500376
"IN","St. Joseph County Housing Authority","Special District",86542,0,0,0,0,0,0
"IL","North Park Public Water Service District","Special District",4641775,3318460,0,0,631799,49171,179527
"IL","Plainfield Public Library District","Special District",1430748,0,144386,0,0,1115766,40078
"AL","Arab","General Purpose",23570463,5655000,255334,0,0,6796342,9110346
"MI","Arcada Township","General Purpose",25262,0,0,0,0,0,0
"IN","Housing Authority of the City of Warsaw","Special District",124561,0,8600,0,46347,0,0
"IN","Knox County Housing Authority","Special District",194134,0,817,0,0,114355,0
"IN","Union City-Housing Authority","Special District",122359,0,1163,0,0,15706,0
"IN","Fremont Housing Authority","Special District",25342,0,0,0,0,0,0
"IA","Benton County Solid Waste Disposal Commission","Special District",0,0,0,0,0,154875,0
"IA","Butler County Solid Waste Commission","Special District",0,0,8400,0,0,143182,0
"IA","Cherokee Aviation Authority","Special District",0,0,0,0,0,0,0
"IA","Southwest Regional Water District","Special District",7640380,0,0,0,7323216,0,0
"IA","Lake Panorama Rural Improvement Zone","Special District",0,0,0,0,0,0,0
"IA","Hamilton County Solid Waste Commission","Special District",0,0,29200,0,0,117540,0
"AL","Wetumpka","General Purpose",18501121,0,314263,0,0,2201919,622237
"AL","Enterprise","General Purpose",131004440,100130696,895775,0,0,8747944,17896336
"AZ","Pinal County","General Purpose",510538000,238574000,13248000,447000,0,220564000,625000
"AR","Crawford County","General Purpose",1948162,3870000,306884,0,0,9608499,0
"AL","Autauga County","General Purpose",15713834,0,784924,0,0,4182589,0
"AL","Bessemer","General Purpose",224360386,92271036,9070211,269652,0,63690989,38390525
"FL","Panama City Beach","General Purpose",190945941,0,1979654,1468956,4962470,26905671,2239015
"AL","Jacksonville","General Purpose",21814579,20633733,550808,0,0,7553702,0
"AZ","Superior","General Purpose",1660117,0,92585,27414,0,1122261,4793
"AZ","Prescott Valley","General Purpose",94170992,66223785,1618430,0,5173406,12582968,0
"AL","Gadsden","General Purpose",138476429,0,3269213,915544,450000,53020434,14688837
"AR","Gravette","General Purpose",0,5120000,0,0,0,2320614,0
"AR","Pea Ridge","General Purpose",177334,1295260,0,102938,0,1579423,0
"AL","Gulf Shores","General Purpose",126892438,109030340,1912310,0,0,8339965,0
"FL","Chattahoochee","General Purpose",8703674,0,109214,0,0,2982380,0
"AK","Valdez","General Purpose",67843905,29777889,2229198,0,492485,19269640,39059
"AL","Lanett","General Purpose",21066749,0,2081743,9888,0,2011743,0
"AL","Calhoun County","General Purpose",32105145,0,2865125,3643581,0,9651919,9084870
"AR","Sebastian County","General Purpose",0,0,0,0,0,0,0
"AK","North Pole","General Purpose",17998246,920306,259270,0,813004,5695396,0
"AZ","Bisbee","General Purpose",41720083,7381000,200375,311872,0,32083751,79365
"AK","Seward","General Purpose",54453196,29527142,594282,0,0,8920386,16914
"AZ","Holbrook","General Purpose",11010266,0,228845,0,0,10223067,10136
"AR","Little River County","General Purpose",0,8690000,0,0,0,4045273,0
"CA","Antioch","General Purpose",172775605,3331934,3962201,45733,5614463,115209356,23809819
"AR","Jackson County","General Purpose",0,5815000,0,539035,0,4209118,0
"AR","Polk County","General Purpose",0,0,225242,0,0,4835324,0
"AZ","Youngtown","General Purpose",4844434,1645000,81174,0,0,2142185,5329
"AZ","Guadalupe","General Purpose",5146942,35180,106674,463294,835516,2286857,18744
"AZ","Graham County","General Purpose",53309638,26413694,1257824,432632,0,24620740,0
"AK","Haines Borough","General Purpose",18592952,8896236,242063,0,756814,4713228,121715
"CA","Oakland","General Purpose",3808291000,898898000,57728000,43743000,4250000,1717434000,598569000
