state,nces_original_name,gov_unit_original_name,name,ncesid,censusid,student,acfrs_original_name
TX,PLEASANT GROVE ISD,pleasant grv ind sch dist 912,pleasant grove,4835130,44501901300000,2218.00000, pleasant grove independent school district 
TX,POINT ISABEL ISD,port isabel ind sch dist 909,point isabel,4835250,44503101200000,2175.00000, point isabel independent school district 
TX,PORT NECHES-GROVES ISD,port neches ind sch dist 908,port neches groves,4835430,44512300800000,5181.00000, port neches-groves independent school district 
TX,POTTSBORO ISD,pottsboro rural ind sch district 913,pottsboro,4835580,44509101500000,1446.00000, pottsboro independent school district 
TX,PRAIRIE VALLEY ISD,prairie valley ind school dist 909,prairie valley,4835730,44516950100000,150.00000,NA
TX,PRAIRILAND ISD,prairieland ind sch district 912,prairiland,4835740,44513900100000,1134.00000, prairiland independent school district 
TX,PROSPER ISD,prosper indep sch district 912,prosper,4836000,44504302000000,16857.00000, prosper independent school district 
TX,QUANAH ISD,quanah ind sch district 903,quanah,4836180,44509900200000,524.00000,NA
TX,RICE CISD,rice cons ind sch district 903,rice,4836970,44504500300000,1341.00000,NA
TX,RICHLAND SPRINGS ISD,richland sprgs ind sch dst 902,richland springs,4837080,44520600200000,118.00000, richland springs independent school district 
TX,RIO GRANDE CITY CISD,rio grande city ind sch dist 901,rio grande city,4837140,44521400100000,10194.00000,NA
TX,RIVER ROAD ISD,river rd ind sch dist 902,river road,4837260,44518800500000,1326.00000, river road independent school district 
TX,ROSCOE COLLEGIATE ISD,roscoe ind sch dist 901,roscoe collegiate,4837860,44517700400000,642.00000, roscoe collegiate independent school district 
TX,ROUND TOP-CARMINE ISD,roundtop carmine ind sch district 908,round top carmine,4838100,44507500800000,266.00000, round top-carmine independent school district 
TX,RULE ISD,rule ind sch dist 903,rule,4838280,44510400600000,132.00000,NA
TX,S AND S CISD,s s consol ind sch dist 914,s and s,4838400,44509101800000,932.00000, s and s consolidated independent school district 
TX,SAN FELIPE-DEL RIO CISD,san felipe-del rio cons ind schl dist 901,san felipe del rio,4838900,44523300200000,10331.00000, san felipe del rio consolidated independent school district 
TX,SANDS CISD,sands ind sch dist,sands,4839120,44505800100000,266.00000,NA
TX,SANFORD-FRITCH ISD,sanford ind sch dist 903,sanford fritch,4839150,44511700500000,687.00000, sanford-fritch independent school district 
TX,SCHERTZ-CIBOLO-U CITY ISD,schertz-cibolo-unvrsl cty ind school dist 902,schertz cibolo u city,4839480,44509401300000,15972.00000, schertz-cibolo-u city independent school district 
