state,acfrs_original_name,nces_original_name,gov_unit_original_name,name,ncesid,censusid,county_nces,city_nces,student
AK, Aleutians East Borough School District ,Aleutians East Borough School District,aleutians east borough school district,aleutians east borough,0200007,02102402430100,Aleutians East Borough,Sand Point,234.00000
AK, Anchorage School District ,Anchorage School District,anchorage school district,anchorage,0200180,02200200130100,Anchorage Municipality,Anchorage,46143.00000
AK, Bristol Bay Borough School District ,Bristol Bay Borough School District,bristol bay borough school district,bristol bay borough,0200030,02100400130100,Bristol Bay Borough,Naknek,113.00000
AK, Denali Borough School District ,Denali Borough School District,denali borough school district,denali borough,0200770,02102602630100,Denali Borough,Healy,993.00000
AK, Kashunamiut School District ,Kashunamiut School District,kashunamiut school district,kashunamiut,0200005,02000000031300,Kusilvak Census Area,Chevak,313.00000
AK, Kenai Peninsula Borough School District ,Kenai Peninsula Borough School District,kenai peninsula borough school district,kenai peninsula borough,0200390,02100900430100,Kenai Peninsula Borough,Soldotna,8774.00000
AK, Ketchikan Gateway Borough School District ,Ketchikan Gateway Borough School District,ketchikan-gateway borough school district,ketchikan gateway borough,0200150,02101000530100,Ketchikan Gateway Borough,Ketchikan,2291.00000
AK, Kodiak Island Borough School District ,Kodiak Island Borough School District,kodiak island borough school district,kodiak island borough,0200480,02101200630100,Kodiak Island Borough,Kodiak,2308.00000
AK, Matanuska Susitna Borough School District ,Matanuska-Susitna Borough School District,matanuska susitna borough school district,matanuska susitna borough,0200510,02101300730100,Matanuska-Susitna Borough,Palmer,19502.00000
AK, Southwest Region Schools ,Southwest Region School District,southwest region schools,southwest region schools,0200710,02000000030400,Dillingham Census Area,Dillingham,636.00000
AL, Alabaster City Board of Education ,Alabaster City,alabaster city school district,alabaster city,0100190,01505900300000,Shelby County,Alabaster,6293.00000
AL, Albertville City Board of Education ,Albertville City,albertville city school district,albertville city,0100005,01504840100000,Marshall County,Albertville,5824.00000
AL, Alexander City Board of Education ,Alexander City,alexander city school district,alexander city,0100030,01506200200000,Tallapoosa County,Alexander City,3036.00000
AL, Andalusia City Board of Education ,Andalusia City,andalusia city school district,andalusia city,0100060,01502000100000,Covington County,Andalusia,1839.00000
AL, Anniston City Board of Education ,Anniston City,anniston city school district,anniston city,0100090,01500800200000,Calhoun County,Anniston,1887.00000
AL, Arab City Board of Education ,Arab City,arab city school district,arab city,0100100,01504880100000,Marshall County,Arab,2696.00000
AL, Athens City Board of Education ,Athens City,athens city school district,athens city,0100120,01504200100000,Limestone County,Athens,4505.00000
AL, Attalla City Board of Education ,Attalla City,attalla city school district,attalla city,0100180,01502800100000,Etowah County,Attalla,1490.00000
AL, Auburn City Board of Education ,Auburn City,auburn city school district,auburn city,0100210,01504170100000,Lee County,Auburn,8930.00000
AL, Bessemer City Board of Education ,Bessemer City,bessemer city school district,bessemer city,0100330,01503700100000,Jefferson County,Bessemer,3524.00000
AL, Birmingham City Board of Education ,Birmingham City,birmingham city school district,birmingham city,0100390,01503700200000,Jefferson County,Birmingham,22726.00000
AL, Boaz City Board of Education ,Boaz City,boaz city school district,boaz city,0100012,01504810100000,Marshall County,Boaz,2440.00000
AL, Brewton City Board of Education ,Brewton City,brewton city school district,brewton city,0100450,01502700200000,Escambia County,Brewton,1163.00000
AL, Cullman City Board of Education ,Cullman City,cullman city school district,cullman city,0100990,01502200100000,Cullman County,Cullman,3157.00000
AL, Daleville City Board of Education ,Daleville City,daleville city school district,daleville city,0101080,01502370100000,Dale County,Daleville,1142.00000
AL, Decatur City Board of Education ,Decatur City,decatur city school district,decatur city,0101170,01505200100000,Morgan County,Decatur,8842.00000
AL, Demopolis City Board of Education ,Demopolis City,demopolis city school district,demopolis city,0101200,01504600100000,Marengo County,Demopolis,2236.00000
AL, Dothan City Board of Education ,Dothan City,dothan city school district,dothan city,0101230,01503500100000,Houston County,DOTHAN,8701.00000
AL, Elba City Board of Education ,Elba City,elba city school district,elba city,0101260,01501600200000,Coffee County,Elba,624.00000
AL, Enterprise City Board of Education ,Enterprise City,enterprise city school district,enterprise city,0101320,01501600300000,Coffee County,Enterprise,6839.00000
AL, Eufaula City Board of Education ,Eufaula City,eufaula city school district,eufaula city,0101410,01500300200000,Barbour County,Eufaula,5700.00000
AL, Fairfield City Board of Education ,Fairfield City,fairfield city school district,fairfield city,0101440,01503700300000,Jefferson County,Fairfield,1639.00000
AL, Florence City Board of Education ,Florence City,florence city school district,florence city,0101530,01503900100000,Lauderdale County,Florence,4484.00000
AL, Fort Payne City Board of Education ,Fort Payne City,fort payne city school district,fort payne city,0101560,01502500200000,DeKalb County,Fort Payne,3385.00000
AL, Gadsden City Board of Education ,Gadsden City,gadsden city school district,gadsden city,0101620,01502800300000,Etowah County,Gadsden,5098.00000
AL, Geneva City Board of Education ,Geneva City,geneva city school district,geneva city,0101640,01503180100000,Geneva County,Geneva,1268.00000
AL, Guntersville City Board of Education ,Guntersville City,guntersville city school district,guntersville city,0101690,01504880200000,Marshall County,Guntersville,1853.00000
AL, Haleyville City Board of Education ,Haleyville City,haleyville city school district,haleyville city,0101720,01506780100000,Winston County,Haleyville,1614.00000
AL, Hartselle City Board of Education ,Hartselle City,hartselle city school district,hartselle city,0101730,01505290100000,Morgan County,Hartselle,3519.00000
AL, Homewood City Board of Education ,Homewood City,homewood city school district,homewood city,0101760,01503780100000,Jefferson County,Homewood,4217.00000
AL, Hoover City Board of Education ,Hoover City,hoover city school district,hoover city,0100007,01503740100000,Jefferson County,Birmingham,14061.00000
AL, Huntsville City Board of Education ,Huntsville City,huntsville city school district,huntsville city,0101800,01504500100000,Madison County,Huntsville,23882.00000
AL, Jacksonville City Board of Education ,Jacksonville City,jacksonville city school district,jacksonville city,0101860,01500800400000,Calhoun County,Jacksonville,1639.00000
AL, Jasper City Board of Education ,Jasper City,jasper city school district,jasper city,0101890,01506400200000,Walker County,Jasper,2734.00000
AL, Lanett City Board of Education ,Lanett City,lanett city school district,lanett city,0101980,01500900200000,Chambers County,Lanett,953.00000
AL, Linden City Board of Education ,Linden City,linden city school district,linden city,0102130,01504670100000,Marengo County,Linden,486.00000
AL, Lowndes County School District ,Lowndes County,lowndes county school district,lowndes,0102160,01504300100000,Lowndes County,Hayneville,1281.00000
AL, Madison City Board of Education ,Madison City,madison city school district,madison city,0100008,01504530100000,Madison County,Madison,11695.00000
AL, Midfield City Board of Education ,Midfield City,midfield city school district,midfield city,0102350,01503780200000,Jefferson County,Midfield,1025.00000
AL, Muscle Shoals City Board of Education ,Muscle Shoals City,muscle shoals city school district,muscle shoals city,0102520,01501750100000,Colbert County,Muscle Shoals,2828.00000
AL, Oneonta City Board of Education ,Oneonta City,oneonta city school district,oneonta city,0102550,01500500200000,Blount County,Oneonta,1488.00000
AL, Opp City Board of Education ,Opp City,opp city school district,opp city,0102610,01502000400000,Covington County,Opp,1308.00000
AL, Oxford City Board of Education ,Oxford City,oxford city school district,oxford city,0102635,01500880100000,Calhoun County,Oxford,4265.00000
AL, Ozark City Board of Education ,Ozark City,ozark city school district,ozark city,0102640,01502300200000,Dale County,Ozark,2089.00000
AL, Pell City Board of Education ,Pell City,pell city school district,pell city,0102650,01505860100000,St. Clair County,Pell City,4148.00000
AL, Phenix City Board of Education ,Phenix City,phenix city school district,phenix city,0102700,01505700100000,Russell County,Phenix City,7449.00000
AL, Piedmont City Board of Education ,Piedmont City,piedmont city school district,piedmont city,0102760,01500800500000,Calhoun County,Piedmont,1116.00000
AL, Pike Road Board of Education ,Pike Road City,pike road school district,pike road,0100195,01505100200000,Montgomery County,Pike Road,2228.00000
AL, Roanoke City Board of Education ,Roanoke City,roanoke city school district,roanoke city,0102850,01505600200000,Randolph County,Roanoke,1501.00000
AL, Satsuma City Board of Education ,Satsuma City,satsuma city school district,satsuma city,0100189,01504910300000,Mobile County,Satsuma,1592.00000
AL, Scottsboro City Board of Education ,Scottsboro City,scottsboro city school district,scottsboro city,0102940,01503600200000,Jackson County,Scottsboro,2463.00000
AL, Selma City Board of Education ,Selma City,selma city school district,selma city,0102970,01502400200000,Dallas County,Selma,2852.00000
AL, Sheffield City Board of Education ,Sheffield City,sheffield city school district,sheffield city,0103000,01501700200000,Colbert County,Sheffield,1037.00000
AL, Sylacauga City Board of Education ,Sylacauga City,sylacauga city school district,sylacauga city,0103120,01506100100000,Talladega County,Sylacauga,2113.00000
AL, Talladega City Board of Education ,Talladega City,talladega city school district,talladega city,0103150,01506100200000,Talladega County,Talladega,1889.00000
AL, Tallassee City Board of Education ,Tallassee City,tallassee city school district,tallassee city,0103240,01502600200000,Elmore County,Tallassee,1678.00000
AL, Tarrant City Board of Education ,Tarrant City,tarrant city school district,tarrant city,0103270,01503700500000,Jefferson County,Tarrant,1285.00000
AL, Troy City Board of Education ,Troy City,troy city school district,troy city,0103330,01505500200000,Pike County,Troy,1776.00000
AL, Trussville City Board of Education ,Trussville City,trussville city school district,trussville city,0100013,01503710200000,Jefferson County,Trussville,4823.00000
AL, Tuscaloosa City Board of Education ,Tuscaloosa City,tuscaloosa city school district,tuscaloosa city,0103360,01506300100000,Tuscaloosa County,Tuscaloosa,10910.00000
AL, Tuscumbia City Board of Education ,Tuscumbia City,tuscumbia city school district,tuscumbia city,0103420,01501700300000,Colbert County,Tuscumbia,1477.00000
AL, Winfield City Board of Education ,Winfield City,winfield city school district,winfield city,0103540,01504700200000,Marion County,Winfield,1272.00000
AR, Alma School District 30 ,ALMA SCHOOL DISTRICT,alma sch dist 30,alma 30,0502250,04501700100000,Crawford County,ALMA,3297.00000
AR, Alma School District No. 30 ,ALMA SCHOOL DISTRICT,alma sch dist 30,alma 30,0502250,04501700100000,Crawford County,ALMA,3297.00000
AR, Alpena School District No.5 ,ALPENA SCHOOL DISTRICT,alpena sch dist 5,alpena 5,0502280,04500500100000,Boone County,ALPENA,514.00000
AR, Ashdown School District No. 31 ,ASHDOWN SCHOOL DISTRICT,ashdown sch dist 31,ashdown 31,0502580,04504100100000,Little River County,ASHDOWN,1406.00000
AR, Augusta School District No. 10 ,AUGUSTA SCHOOL DISTRICT,augusta sch dist 10,augusta 10,0502670,04507400100000,Woodruff County,AUGUSTA,358.00000
AR, Bald Knob School District ,BALD KNOB SCHOOL DISTRICT,bald knob sch dist,bald knob,0502700,04507300100000,White County,BALD KNOB,1212.00000
AR, Bauxite School District No. 14 ,BAUXITE SCHOOL DISTRICT,bauxite sch dist 14,bauxite 14,0502790,04506300100000,Saline County,BAUXITE,1680.00000
AR, Beebe School District ,BEEBE SCHOOL DISTRICT,beebe sch dist,beebe,0502880,04507300200000,White County,BEEBE,3356.00000
AR, Benton School District No.8 ,BENTON SCHOOL DISTRICT,benton sch dist 8,benton 8,0502960,04506300200000,Saline County,BENTON,5648.00000
AR, Bentonville School District 6 ,BENTONVILLE SCHOOL DISTRICT,bentonville sch dist 6,bentonville 6,0503060,04500400200000,Benton County,BENTONVILLE,17848.00000
AR, Bergman School District No.3 ,BERGMAN SCHOOL DISTRICT,bergman sch dist 3,bergman 3,0503090,04500500200000,Boone County,BERGMAN,1176.00000
AR, Bradford School District ,BRADFORD SCHOOL DISTRICT,bradford sch dist,bradford,0503480,04507300300000,White County,BRADFORD,494.00000
AR, Bryant School District No. 25 ,BRYANT SCHOOL DISTRICT,bryant sch dist 25,bryant 25,0503690,04506300300000,Saline County,BRYANT,9459.00000
AR, Cabot School District No.4 ,CABOT SCHOOL DISTRICT,cabot school district 4,cabot 4,0503750,04504300100000,Lonoke County,CABOT,10851.00000
AR, Caddo Hills School District No. 28 ,CADDO HILLS SCHOOL DISTRICT,caddo hills sch dist 28,caddo hills 28,0503770,04504900300000,Montgomery County,NORMAN,586.00000
AR, Cedar Ridge School District ,CEDAR RIDGE SCHOOL DISTRICT,cedar ridge sch dist,cedar ridge,0500070,04503200500000,Independence County,NEWARK,699.00000
AR, Cedarville School District No. 44 ,CEDARVILLE SCHOOL DISTRICT,cedarville sch dist 44,cedarville 44,0504080,04501700200000,Crawford County,CEDARVILLE,765.00000
AR, Clarendon School District No.6 ,CLARENDON SCHOOL DISTRICT,clarendon sch dist 6,clarendon 6,0504350,04504800200000,Monroe County,CLARENDON,434.00000
AR, Clarksville School District No. 17 ,CLARKSVILLE SCHOOL DISTRICT,clarksville sch dist 17,clarksville 17,0504380,04503600100000,Johnson County,CLARKSVILLE,2539.00000
AR, Clinton School District No.1 ,CLINTON SCHOOL DISTRICT,clinton sch dist 1,clinton 1,0504410,04507100200000,Van Buren County,CLINTON,1346.00000
AR, Corning School District No.8 ,CORNING SCHOOL DISTRICT,corning sch dist 8,corning 8,0500009,04501100100000,Clay County,CORNING,895.00000
AR, Cossatot River School District ,COSSATOT RIVER SCHOOL DISTRICT,cossatot river school district,cossatot river,0500405,04505710100000,Polk County,WICKES,967.00000
AR, Cotter School District No. 60 ,COTTER SCHOOL DISTRICT,cotter sch dist 60,cotter 60,0504680,04500300300000,Baxter County,COTTER,801.00000
AR, County Line School District ,COUNTY LINE SCHOOL DISTRICT,county line sch dist,county line,0504740,04502400300000,Franklin County,BRANCH,512.00000
AR, Dardanelle School District ,DARDANELLE SCHOOL DISTRICT,dardanelle sch dist,dardanelle,0504930,04507500400000,Yell County,DARDANELLE,2098.00000
AR, Decatur School District No. 17 ,DECATUR SCHOOL DISTRICT,decatur sch dist 17,decatur 17,0504980,04500400300000,Benton County,DECATUR,572.00000
AR, Dewitt School District No.1 ,DEWITT SCHOOL DISTRICT,dewitt sch dist 1,dewitt 1,0500001,04500100200000,Arkansas County,DEWITT,1225.00000
AR, Dollarway School District No.2 ,DOLLARWAY SCHOOL DISTRICT,dollarway sch dist 2,dollarway 2,0505410,04503500200000,Jefferson County,PINE BLUFF,1020.00000
AR, Dover School District No. 17 ,DOVER SCHOOL DISTRICT,dover sch dist 17,dover 17,0505430,04505800200000,Pope County,DOVER,1344.00000
AR, Drew Central School District No.5 ,DREW CENTRAL SCHOOL DISTRICT,drew central sch dist 5,drew central 5,0505470,04502200200000,Drew County,MONTICELLO,1141.00000
AR, East End School District No.1 ,EAST END SCHOOL DISTRICT,east end sch dist 1,east end 1,0505580,04505300100000,Perry County,BIGELOW,660.00000
AR, El Dorado School District No. 15 ,EL DORADO SCHOOL DISTRICT,el dorado sch dist 15,el dorado 15,0505680,04507000100000,Union County,EL DORADO,4220.00000
AR, Elkins School District No. 10 ,ELKINS SCHOOL DISTRICT,elkins sch dist 10,elkins 10,0505760,04507200100000,Washington County,ELKINS,1290.00000
AR, Farmington School District 6 ,FARMINGTON SCHOOL DISTRICT,farmington sch dist 6,farmington 6,0506090,04507200200000,Washington County,FARMINGTON,2556.00000
AR, Fayetteville School District 1 ,FAYETTEVILLE SCHOOL DISTRICT,fayetteville sch dist 1,fayetteville 1,0506120,04507200300000,Washington County,FAYETTEVILLE,10628.00000
AR, Fordyce School District No. 39 ,FORDYCE SCHOOL DISTRICT,fordyce sch dist 39,fordyce 39,0506210,04502000300000,Dallas County,FORDYCE,778.00000
AR, Forrest City School District No.7 ,FORREST CITY SCHOOL DISTRICT,forrest city sch dist 7,forrest 7,0506270,04506200100000,St. Francis County,FORREST CITY,2495.00000
AR, Fouke School District No. 15 ,FOUKE SCHOOL DISTRICT,fouke sch dist 15,fouke 15,0506360,04504600300000,Miller County,FOUKE,1169.00000
AR, Fountain Lake School District 18 ,FOUNTAIN LAKE SCHOOL DISTRICT,fountain lake school district 18,fountain lake 18,0506420,04502600200000,Garland County,HOT SPRINGS,1407.00000
AR, Gentry School District No. 19 ,GENTRY SCHOOL DISTRICT,gentry sch dist 19,gentry 19,0506540,04500400400000,Benton County,GENTRY,1466.00000
AR, Gosnell School District No.6 ,GOSNELL SCHOOL DISTRICT,gosnell sch dist 6,gosnell 6,0500029,04504700800000,Mississippi County,GOSNELL,1215.00000
AR, Gravette School District No. 20 ,GRAVETTE SCHOOL DISTRICT,gravette sch dist 20,gravette 20,0506840,04500400500000,Benton County,GRAVETTE,1956.00000
AR, Greenland School District No. 95 ,GREENLAND SCHOOL DISTRICT,greenland sch dist 95,greenland 95,0506930,04507200400000,Washington County,GREENLAND,753.00000
AR, Hampton School District No.1 ,HAMPTON SCHOOL DISTRICT,hampton sch dist 1,hampton 1,0507230,04500700200000,Calhoun County,HAMPTON,559.00000
AR, Harmony Grove School District No.1 ,HARMONY GROVE SCHOOL DISTRICT,harmony grove sch dist 1,harmony grove 1,0507290,04505200500000,Ouachita County,CAMDEN,982.00000
AR, Harmony Grove School District No.1 ,HARMONY GROVE SCHOOL DISTRICT,harmony grove sch dist 1,harmony grove 1,0507320,04506300500000,Saline County,BENTON,1223.00000
AR, Harrisburg School District No.6 ,HARRISBURG SCHOOL DISTRICT,harrisburg sch dist 6,harrisburg 6,0507350,04505600200000,Poinsett County,HARRISBURG,1129.00000
AR, Harrison School District No.1 ,HARRISON SCHOOL DISTRICT,harrison sch dist 1,harrison 1,0507380,04500500400000,Boone County,HARRISON,2727.00000
AR, Heber Springs School District No.1 ,HEBER SPRINGS SCHOOL DISTRICT,heber springs sch dist 1,heber springs 1,0507560,04501200300000,Cleburne County,HEBER SPRINGS,1536.00000
AR, Hector School District No. 59 ,HECTOR SCHOOL DISTRICT,hector sch dist 59,hector 59,0507620,04505800300000,Pope County,HECTOR,609.00000
AR, Helena-West Helena School District No. 2 ,HELENA/ W.HELENA SCHOOL DIST.,helena-west helena school district 2,helena west helena 2,0507680,04505400300000,Phillips County,HELENA,1228.00000
AR, Hermitage School District No. 12 ,HERMITAGE SCHOOL DISTRICT,hermitage sch dist 12,hermitage 12,0507710,04500600200000,Bradley County,HERMITAGE,468.00000
AR, Horatio School District No. 55 ,HORATIO SCHOOL DISTRICT,horatio sch dist 55,horatio 55,0507860,04506700300000,Sevier County,HORATIO,834.00000
AR, Hot Springs School District No.6 ,HOT SPRINGS SCHOOL DISTRICT,hot springs sch dist 6,hot springs 6,0507890,04502600400000,Garland County,HOT SPRINGS,3708.00000
AR, Hoxie School District No. 46 ,HOXIE SCHOOL DISTRICT,hoxie public school district 46,hoxie 46,0507990,04503800400000,Lawrence County,HOXIE,859.00000
AR, Huntsville School District No.1 ,HUNTSVILLE SCHOOL DISTRICT,huntsville sch dist 1,huntsville 1,0508130,04504400100000,Madison County,HUNTSVILLE,2304.00000
AR, Jacksonville-North Pulaski School District ,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,jacksonville north pulaski school district,jacksonville north pulaski,0500419,04506040200000,Pulaski County,JACKSONVILLE,4314.00000
AR, Junction City School District No. 75 ,JUNCTION CITY SCHOOL DISTRICT,junction city sch dist 75,junction 75,0508340,04507000300000,Union County,JUNCTION CITY,683.00000
AR, Kirby School District No. 32 ,KIRBY SCHOOL DISTRICT,kirby sch dist 32,kirby 32,0508490,04505500300000,Pike County,KIRBY,404.00000
AR, Lafayette County School District ,LAFAYETTE COUNTY SCHOOL DISTRICT,lafayette county school district,lafayette,0500065,04503700300000,Lafayette County,LEWISVILLE,545.00000
AR, Lake Hamilton School District No.5 ,LAKE HAMILTON SCHOOL DISTRICT,lake hamilton sch dist 5,lake hamilton 5,0508610,04502600500000,Garland County,PEARCY,4467.00000
AR, Lamar School District No. 39 ,LAMAR SCHOOL DISTRICT,lamar sch dist 39,lamar 39,0508700,04503600400000,Johnson County,LAMAR,1396.00000
AR, Lawrence County School District ,LAWRENCE COUNTY SCHOOL DISTRICT,lawrence county school district,lawrence,0500082,04503800800000,Lawrence County,WALNUT RIDGE,1002.00000
AR, Lead Hill School District ,LEAD HILL SCHOOL DISTRICT,lead hill school district,lead hill,0503420,04500500300000,Boone County,LEAD HILL,361.00000
AR, Magazine School District ,MAGAZINE SCHOOL DISTRICT,magazine sch dist,magazine,0509150,04504200300000,Logan County,MAGAZINE,590.00000
AR, Magnet Cove School District ,MAGNET COVE SCHOOL DIST.,magnet cove sch dist,magnet cove,0509190,04503000300000,Hot Spring County,MALVERN,753.00000
AR, Malvern School District ,MALVERN SCHOOL DISTRICT,malvern sch dist,malvern,0509240,04503000400000,Hot Spring County,MALVERN,2009.00000
AR, Mammoth Spring School District ,MAMMOTH SPRING SCHOOL DISTRICT,mammoth spring sch dist,mammoth spring,0509270,04502500200000,Fulton County,MAMMOTH SPRING,520.00000
AR, Manila School District No. 15 ,MANILA SCHOOL DISTRICT,manila sch dist 15,manila 15,0500046,04504701200000,Mississippi County,MANILA,1111.00000
AR, Marked Tree School District No. 28 ,MARKED TREE SCHOOL DISTRICT,marked tree sch dist 28,marked tree 28,0509420,04505600400000,Poinsett County,MARKED TREE,508.00000
AR, Marvell School District No. 22 ,MARVELL SCHOOL DISTRICT,marvell sch dist 22,marvell 22,0509510,04505400400000,Phillips County,MARVELL,364.00000
AR, Maynard School District ,MAYNARD SCHOOL DISTRICT,maynard sch dist,maynard,0509570,04506100200000,Randolph County,MAYNARD,546.00000
AR, Mccrory School District No.12 ,MCCRORY SCHOOL DISTRICT,mccrory sch dist 12,mccrory 12,0509600,04507400300000,Woodruff County,MCCRORY,620.00000
AR, Mountain Home School District No.9 ,MOUNTAIN HOME SCHOOL DISTRICT,mountain home sch dist 9,mountain home 9,0500043,04500300400000,Baxter County,MOUNTAIN HOME,3992.00000
AR, Mountain Pine School District No. 46 ,MOUNTAIN PINE SCHOOL DISTRICT,mountain pine sch dist 46,mountain pine 46,0510170,04502600700000,Garland County,MOUNTAIN PINE,604.00000
AR, Mountainburg School District No. 16 ,MOUNTAINBURG SCHOOL DISTRICT,mountainburg sch dist 16,mountainburg 16,0510260,04501700300000,Crawford County,MOUNTAINBURG,659.00000
AR, Nettleton School District ,NETTLETON SCHOOL DISTRICT,nettleton sch dist,nettleton,0510440,04501601100000,Craighead County,JONESBORO,3717.00000
AR, Newport School District ,NEWPORT SCHOOL DISTRICT,newport sch dist,newport,0500023,04503400300000,Jackson County,NEWPORT,1245.00000
AR, Osceola School District No.1 ,OSCEOLA SCHOOL DISTRICT,osceola sch dist 1,osceola 1,0510950,04504701400000,Mississippi County,OSCEOLA,1147.00000
AR, Ouachita School District ,OUACHITA SCHOOL DISTRICT,ouachita sch dist,ouachita,0510980,04503000500000,Hot Spring County,DONALDSON,549.00000
AR, Palestine-Wheatley School District ,PALESTINE-WHEATLEY SCH. DIST.,palestine-wheatley sch dist,palestine wheatley,0500051,04506200300000,St. Francis County,PALESTINE,828.00000
AR, Pangburn School District ,PANGBURN SCHOOL DISTRICT,pangburn sch dist,pangburn,0511070,04507300900000,White County,PANGBURN,804.00000
AR, Paris School District No.7 ,PARIS SCHOOL DISTRICT,paris sch dist 7,paris 7,0511130,04504200400000,Logan County,PARIS,1072.00000
AR, Parkers Chapel School District ,PARKERS CHAPEL SCHOOL DIST.,parkers chapel sch dist,parkers chapel,0511220,04507000700000,Union County,EL DORADO,881.00000
AR, Pea Ridge School District No. 109 ,PEA RIDGE SCHOOL DISTRICT,pea ridge sch dist 109,pea ridge 109,0503030,04500400100000,Benton County,PEA RIDGE,2271.00000
AR, Perryville School District No.7 ,PERRYVILLE SCHOOL DISTRICT,perryville sch dist 7,perryville 7,0511340,04505300300000,Perry County,PERRYVILLE,913.00000
AR, Piggott School District No. 52 ,PIGGOTT SCHOOL DISTRICT,piggott sch dist 52,piggott 52,0511370,04501100400000,Clay County,PIGGOTT,881.00000
AR, Pine Bluff School District No.3 ,PINE BLUFF SCHOOL DISTRICT,pine bluff sch dist 3,pine bluff 3,0500026,04503500600000,Jefferson County,PINE BLUFF,3059.00000
AR, Pottsville School District No. 61 ,POTTSVILLE SCHOOL DISTRICT,pottsville sch dist 61,pottsville 61,0511700,04505800400000,Pope County,POTTSVILLE,1762.00000
AR, Prescott School District No. 14 ,PRESCOTT SCHOOL DISTRICT,prescott sch dist 14,prescott 14,0511820,04505000600000,Nevada County,PRESCOTT,916.00000
AR, Quitman School District No.21 ,QUITMAN SCHOOL DISTRICT,quitman sch dist 21,quitman 21,0511880,04501200400000,Cleburne County,QUITMAN,746.00000
AR, Riverview School District ,RIVERVIEW SCHOOL DISTRICT,riverview school district,riverview,0508400,04507300600000,White County,SEARCY,1232.00000
AR, Russellville School District No. 14 ,RUSSELLVILLE SCHOOL DISTRICT,russellville sch dist 14,russellville 14,0512060,04505800500000,Pope County,RUSSELLVILLE,5439.00000
AR, South Pike County School District ,SOUTH PIKE COUNTY SCHOOL DISTRICT,south pike county school district,south pike,0510320,04505500400000,Pike County,DELIGHT,711.00000
AR, Spring Hill School District ,SPRING HILL SCHOOL DISTRICT,spring hill sch dist,spring hill,0512630,04502900700000,Hempstead County,HOPE,589.00000
AR, Springdale School District No. 50 ,SPRINGDALE SCHOOL DISTRICT,springdale sch dist 50,springdale 50,0512660,04507200700000,Washington County,SPRINGDALE,23470.00000
AR, Star City School District No. 11 ,STAR CITY SCHOOL DISTRICT,star city sch dist 11,star 11,0500028,04504000400000,Lincoln County,STAR CITY,1509.00000
AR, Strong - Huttig School District ,STRONG-HUTTIG SCHOOL DISTRICT,strong-huttig school district,strong huttig,0512930,04507000900000,Union County,STRONG,304.00000
AR, Stuttgart School District No. 22 ,STUTTGART SCHOOL DISTRICT,stuttgart sch dist 22,stuttgart 22,0512960,04500100500000,Arkansas County,STUTTGART,1600.00000
AR, Trumann School District No. 21 ,TRUMANN SCHOOL DISTRICT,trumann sch dist 21,trumann 21,0500047,04505600600000,Poinsett County,TRUMANN,1543.00000
AR, Two Rivers School District No. 10 ,TWO RIVERS SCHOOL DISTRICT,two rivers sch dist 10,two rivers 10,0500079,04507500700000,Yell County,PLAINVIEW,872.00000
AR, Van Buren School District 42 ,VAN BUREN SCHOOL DISTRICT,van buren sch dist 42,van buren 42,0513410,04501700500000,Crawford County,VAN BUREN,5737.00000
AR, Warren School District No.1 ,WARREN SCHOOL DISTRICT,warren sch dist 1,warren 1,0500006,04500600300000,Bradley County,WARREN,1564.00000
AR, Watson Chapel School District No. 24 ,WATSON CHAPEL SCHOOL DISTRICT,watson chapel sch dist 24,watson chapel 24,0513930,04503501000000,Jefferson County,PINE BLUFF,2233.00000
AR, West Fork School District No. 141 ,WEST FORK SCHOOL DISTRICT,west fork sch dist 141,west fork 141,0514010,04507200900000,Washington County,WEST FORK,1044.00000
AR, White Hall School District No. 27 ,WHITE HALL SCHOOL DISTRICT,white hall sch dist 27,white hall 27,0514140,04503501100000,Jefferson County,WHITE HALL,2970.00000
AR, Wynne School District No.9 ,WYNNE SCHOOL DISTRICT,wynne sch dist 9,wynne 9,0514430,04501900600000,Cross County,WYNNE,2635.00000
AZ, Alhambra Elementary School District No. 68 ,Alhambra Elementary District (4280),alhambra elem school district 68,alhambra 68,0400600,03500700200000,Maricopa County,PHOENIX,12307.00000
AZ, Altar Valley Elementary School District No. 51 ,Altar Valley Elementary District (4418),altar valley school district 51,altar valley 51,0404770,03501001700000,Pima County,Tucson,610.00000
AZ, Amphitheater Unified School District No. 10 ,Amphitheater Unified District (4406),amphitheater school district 10,amphitheater 10,0400680,03501000200000,Pima County,TUCSON,13410.00000
AZ, Apache Junction Unified School District No. 43 ,Apache Junction Unified District (4443),apache junction unified school district 43,apache junction 43,0400790,03501100100000,Pinal County,Apache Junction,3237.00000
AZ, Avondale Elementary School District No. 44 ,Avondale Elementary District (4272),avondale school district 44,avondale 44,0400960,03500700400000,Maricopa County,AVONDALE,5790.00000
AZ, Balsz Elementary School District No. 31 ,Balsz Elementary District (4268),balsz school district 31,balsz 31,0401050,03500700500000,Maricopa County,PHOENIX,2289.00000
AZ, Bisbee Unified School District No.2 ,Bisbee Unified District (4169),bisbee unified school district 2,bisbee 2,0401180,03500200500000,Cochise County,BISBEE,696.00000
AZ, Blue Ridge Unified School District No. 32 ,Blue Ridge Unified School District No. 32 (4397),blue ridge unified school district 32,blue ridge 32,0406580,03500900700000,Navajo County,LAKESIDE,1906.00000
