state,acfrs_original_name,nces_original_name,gov_unit_original_name,name,ncesid,censusid,county_nces,city_nces,student
OH, Lake Local School District ,Lake Local,lake local sch dist,lake,3905069,36508700800000,Wood County,Millbury,1649.00000
OH, Lakeview Local School District ,Lakeview Local,lakeview local sch dist,lakeview,3905018,36507800600000,Trumbull County,Cortland,1646.00000
OH, Lakewood City School District ,Lakewood City,lakewood city sch dist,lakewood,3904419,36501801700000,Cuyahoga County,Lakewood,4814.00000
OH, Lakewood City School District ,Lakewood Local,lakewood local sch dist,lakewood,3904799,36504550100000,Licking County,Hebron,1818.00000
OH, Lakewood Local School District ,Lakewood City,lakewood city sch dist,lakewood,3904419,36501801700000,Cuyahoga County,Lakewood,4814.00000
OH, Lakewood Local School District ,Lakewood Local,lakewood local sch dist,lakewood,3904799,36504550100000,Licking County,Hebron,1818.00000
OH, Lakota Local School District ,Lakota Local,lakota local sch dist,lakota,3904611,36500950100000,Butler County,Liberty Township,16475.00000
OH, Lakota Local School District ,Lakota Local,lakota local sch dist,lakota,3904956,36507200600000,Sandusky County,Kansas,1036.00000
OH, Lancaster City School District ,Lancaster City,lancaster city sch dist,lancaster,3904420,36502300700000,Fairfield County,Lancaster,6474.00000
OH, Lebanon City School District ,Lebanon City,lebanon city sch dist,lebanon,3904421,36508300600000,Warren County,Lebanon,5526.00000
OH, Leetonia Exempted Village School District ,LEETONIA EXEMPTED VILLAGE SCHOOL DISTRICT,leetonia ex vlg sch dist,leetonia,3910007,36501500800000,Columbiana County,Leetonia,587.00000
OH, Lexington Local School District ,Lexington Local,lexington local sch dist,lexington,3904943,36507000300000,Richland County,Lexington,2452.00000
OH, Liberty Benton Local School District ,Liberty-Benton Local,liberty benton local school dist,liberty benton,3904744,36503200500000,Hancock County,Findlay,1553.00000
OH, Liberty Center Local School District ,Liberty Center Local,liberty center local school dist,liberty center,3904758,36503500600000,Henry County,Liberty Center,1024.00000
OH, Liberty Local School District ,Liberty Local,liberty local sch dist,liberty,3905019,36507801700000,Trumbull County,Youngstown,1275.00000
OH, Liberty Union-Thurston Local School District ,Liberty Union-Thurston Local,liberty union-thurston local sch dist,liberty union thurston,3904688,36502300800000,Fairfield County,Baltimore,1225.00000
OH, Licking Valley Local School District ,Licking Valley Local,licking valley local sch dist,licking valley,3904801,36504501200000,Licking County,Newark,1971.00000
OH, Lima City School District ,Lima City,lima city sch dist,lima,3904422,36500201000000,Allen County,Lima,3616.00000
OH, Lisbon Exempted Village School District ,Lisbon Exempted Village,lisbon ex vlg sch dist,lisbon,3904545,36501500900000,Columbiana County,Lisbon,848.00000
OH, Little Miami Local School District ,Little Miami Local,little miami local sch dist,little miami,3905044,36508300700000,Warren County,Maineville,4946.00000
OH, Lockland Local School District ,Lockland Local,lockland city sch dist,lockland,3904423,36503101200000,Hamilton County,Cincinnati,543.00000
OH, Logan Elm Local School District ,Logan Elm Local,logan elm local sch dist,logan elm,3904908,36506550100000,Pickaway County,Circleville,1784.00000
OH, Logan-Hocking Local School District ,Logan-Hocking Local,logan hocking sch dist,logan hocking,3904424,36503700200000,Hocking County,Logan,3699.00000
OH, London City School District ,London City,london city sch dist,london,3904425,36504900500000,Madison County,London,2165.00000
OH, Lorain City School District ,Lorain City,lorain city sch dist,lorain,3904426,36504701100000,Lorain County,Lorain,6084.00000
OH, Lorain County Joint Vocational School District ,Lorain City,lorain city sch dist,lorain,3904426,36504701100000,Lorain County,Lorain,6084.00000
OH, Lordstown Local School District ,Lordstown Local,lordstown local sch dist,lordstown,3905020,36507801800000,Trumbull County,Warren,447.00000
OH, Loudonville Perrysville Exempted Village School District ,Loudonville-Perrysville Exempted Village,loudonville-perrysville ex vlg school dist,loudonville perrysville,3904546,36500300400000,Ashland County,Loudonville,1022.00000
OH, Loveland City School District ,Loveland City,loveland city sch dist,loveland,3904427,36503101300000,Hamilton County,Loveland,4583.00000
OH, Lynchburg-Clay Local School District ,Lynchburg-Clay Local,lynchburg-clay local sch dist,lynchburg clay,3904763,36503600800000,Highland County,Lynchburg,1143.00000
OH, Mad River Local School District ,Mad River Local,mad river local sch dist,mad river,3904870,36505701000000,Montgomery County,Dayton,3887.00000
OH, Madeira City School District ,Madeira City,madeira city sch dist,madeira,3904428,36503101400000,Hamilton County,Cincinnati,1636.00000
OH, Madison Local School District ,Madison Local,madison local sch dist,madison,3904612,36500900400000,Butler County,Middletown,1467.00000
OH, Madison Local School District ,Madison Local,madison local sch dist,madison,3904788,36504300300000,Lake County,Madison,3000.00000
OH, Madison Local School District ,Madison Local,madison local sch dist,madison,3904945,36507000500000,Richland County,Mansfield,2964.00000
OH, Madison-Plains Local School District ,Madison-Plains Local,madison-plains local school dist,madison plains,3904827,36504900200000,Madison County,London,1163.00000
OH, Manchester Local School District ,Manchester Local,manchester local school district,manchester,3900537,36500110100000,Adams County,Manchester,812.00000
OH, Manchester Local School District ,Manchester Local,manchester local sch dist,manchester,3905000,36507700800000,Summit County,Akron,1279.00000
OH, Mansfield City School District ,Mansfield City,mansfield city sch dist,mansfield,3904429,36507000600000,Richland County,Mansfield,3322.00000
OH, Mapleton Local School District ,Mapleton Local,mapleton local sch dist,mapleton,3904583,36500350200000,Ashland County,Ashland,876.00000
OH, Maplewood Local School District ,Maplewood Local,maplewood local school district,maplewood,3905021,36507850200000,Trumbull County,Cortland,647.00000
OH, Margaretta Local School District ,Margaretta Local,margaretta local sch dist,margaretta,3904680,36502200400000,Erie County,Castalia,1144.00000
OH, Mariemont City School District ,Mariemont City,mariemont city sch dist,mariemont,3904431,36503101500000,Hamilton County,Cincinnati,1640.00000
OH, Marietta City School District ,Marietta City,marietta city sch dist,marietta,3910019,36508401200000,Washington County,Marietta,2441.00000
OH, Marion City School District ,Marion City,marion city sch dist,marion,3904433,36505100600000,Marion County,Marion,4504.00000
OH, Marion City School District ,Marion Local,marion local sch dist,marion,3910031,36505400900000,Mercer County,Maria Stein,880.00000
OH, Marlington Local School District ,Marlington Local,marlington local sch dist,marlington,3904988,36507602600000,Stark County,Alliance,2095.00000
OH, Massillon City School District ,Massillon City,massillon city sch dist,massillon,3904435,36507601300000,Stark County,Massillon,3985.00000
OH, Mathews Local School District ,Mathews Local,mathews local sch dist,mathews,3905015,36507800800000,Trumbull County,Cortland,611.00000
OH, Maumee City School District ,Maumee City,maumee city sch dist,maumee,3904436,36504800500000,Lucas County,Maumee,2140.00000
OH, Mayfield City School District ,Mayfield City,mayfield city sch dist,mayfield,3904437,36501801900000,Cuyahoga County,Mayfield Heights,4524.00000
OH, Maysville Local School District ,Maysville Local,maysville local sch dist,maysville,3904885,36506000700000,Muskingum County,Zanesville,2016.00000
OH, Medina City School District ,Medina City SD,medina city sch dist,medina,3904438,36505200900000,Medina County,Medina,6621.00000
OH, Medina County Joint Vocational School District ,Medina City SD,medina city sch dist,medina,3904438,36505200900000,Medina County,Medina,6621.00000
OH, Meigs Local School District ,Meigs Local,meigs local sch dist,meigs,3904852,36505300900000,Meigs County,Pomeroy,1647.00000
OH, Mentor Exempted Village School District ,Mentor Exempted Village,mentor ex vlg sch dist,mentor,3904549,36504300400000,Lake County,Mentor,7738.00000
OH, Miami Trace Local School District ,Miami Trace Local,miami trace local sch dist,miami trace,3910010,36502400100000,Fayette County,Washington Court House,2646.00000
OH, Miamisburg City School District ,Miamisburg City,miamisburg city sch dist,miamisburg,3904439,36505701200000,Montgomery County,Miamisburg,5242.00000
OH, Midview Local School District ,Midview Local,midview local sch dist,midview,3904817,36504701200000,Lorain County,Grafton,2815.00000
OH, Milford Exempted Village School District ,Milford Exempted Village,milford ex vlg sch dist,milford,3904550,36501301100000,Clermont County,Milford,6668.00000
OH, Millcreek-West Unity Local School District ,Millcreek-West Unity Local,millcreek west unity sch dist,millcreek west unity,3905063,36508600700000,Williams County,West Unity,491.00000
OH, Minerva Local School District ,Minerva Local,minerva local sch dist,minerva,3904989,36507601400000,Stark County,Minerva,1857.00000
OH, Minford Local School District ,Minford Local,minford local sch dist,minford,3904962,36507300500000,Scioto County,Minford,1300.00000
OH, Mogadore Local School District ,Mogadore Local,mogadore local sch dist,mogadore,3905003,36507701100000,Portage County,Mogadore,843.00000
OH, Mohawk Local School District ,Mohawk Local,mohawk local sch dist,mohawk,3905074,36508801000000,Wyandot County,Sycamore,929.00000
OH, Monroe Local School District ,Monroe Local,monroe local school district,monroe,3900094,36500930000000,Butler County,Monroe,2874.00000
OH, Monroeville Local School District ,Monroeville Local,monroeville local sch dist,monroeville,3904771,36503900600000,Huron County,Monroeville,580.00000
OH, Montpelier Exempted Village School District ,Montpelier Exempted Village,montpelier ex vlg sch dist,montpelier,3904552,36508600800000,Williams County,Montpelier,869.00000
OH, Morgan Local School District ,Morgan Local,morgan local sch dist,morgan,3904877,36505800200000,Morgan County,Mc Connelsville,1753.00000
OH, Mount Gilead Exempted Village School District ,Mount Gilead Exempted Village,mount gilead ex vlg school dist,mount gilead,3904553,36505900700000,Morrow County,Mount Gilead,1096.00000
OH, Mount Vernon City School District ,Mount Vernon City,mount vernon city sch dist,mount vernon,3910012,36504200900000,Knox County,Mount Vernon,3744.00000
OH, National Trail Local School District ,National Trail Local,national trail local school district,national trail,3904927,36506870100000,Preble County,New Paris,982.00000
OH, Nelsonville-York City School District ,Nelsonville-York City,nelsonville-york city sch dist,nelsonville york,3904444,36500500800000,Athens County,Nelsonville,1162.00000
OH, New Boston Local School District ,New Boston Local,new boston local sch dist,new boston,3904446,36507300600000,Scioto County,New Boston,420.00000
OH, New Knoxville Local School District ,New Knoxville Local,new knoxville local sch dist,new knoxville,3904596,36500600800000,Auglaize County,New Knoxville,382.00000
OH, New Lebanon Local School District ,New Lebanon Local School District,new lebanon sch dist,new lebanon,3904871,36505700800000,Montgomery County,New Lebanon,1112.00000
OH, New Lexington Local School District ,New Lexington School District,new lexington city sch dist,new lexington,3904447,36506401200000,Perry County,New Lexington,1682.00000
OH, New London Local School District ,New London Local,new london local sch dist,new london,3904772,36503900800000,Huron County,New London,871.00000
OH, New Miami Local School District ,New Miami Local,new miami local sch dist,new miami,3904613,36500900700000,Butler County,Hamilton,680.00000
OH, New Philadelphia City School District ,New Philadelphia City,new philadelphia city sch dist,new philadelphia,3904448,36507901000000,Tuscarawas County,New Philadelphia,3119.00000
OH, New Riegel Local School District ,New Riegel Local,new riegel local sch dist,new riegel,3904971,36507400900000,Seneca County,New Riegel,462.00000
OH, Newark City School District ,Newark City,newark city sch dist,newark,3904445,36504501600000,Licking County,Newark,6481.00000
OH, Newton Falls Exempted Village School District ,Newton Falls Exempted Village,newton falls ex vlg sch dist,newton falls,3904556,36507802300000,Trumbull County,Newton Falls,938.00000
OH, Niles City School District ,Niles City,niles city sch dist,niles,3904449,36507802500000,Trumbull County,Niles,2178.00000
OH, Noble Local School District ,Noble Local,noble local sch dist,noble,3904890,36506150200000,Noble County,Sarahsville,891.00000
OH, North Baltimore Local School District ,North Baltimore Local,north baltimore local sch dist,north baltimore,3905070,36508701200000,Wood County,North Baltimore,613.00000
OH, North Central Local School District ,North Central Local,north central local school dist,north central,3905064,36508650100000,Williams County,Pioneer,611.00000
OH, North Fork Local School District ,North Fork Local,north fork local sch dist,north fork,3904802,36504502100000,Licking County,Utica,1535.00000
OH, North Royalton City School District ,North Royalton City,north royalton city sch dist,north royalton,3904454,36501802100000,Cuyahoga County,North Royalton,4080.00000
OH, North Union Local School District ,North Union Local School District,north union local school dist,north union,3905033,36508070100000,Union County,Richwood,1476.00000
OH, Northeastern Local School District ,Northeastern Local,northeastern local sch dist,northeastern,3904672,36502050100000,Defiance County,Defiance,1065.00000
OH, Northeastern Local School District ,Northeastern Local,northeastern local sch dist,northeastern,3904625,36501200300000,Clark County,Springfield,3097.00000
OH, Northern Local School District ,Northern Local,northern local sch dist,northern,3904905,36506401900000,Perry County,Thornville,2210.00000
OH, Northmor Local School District ,Northmor Local,northmor local sch dist,northmor,3904881,36505900500000,Morrow County,Galion,1045.00000
OH, Northridge Local School District ,Northridge Local,northridge local sch dist,northridge,3904873,36505701300000,Montgomery County,Dayton,1601.00000
OH, Northridge Local School District ,Northridge Local,northridge local sch dist,northridge,3904803,36504550200000,Licking County,Johnstown,1150.00000
OH, Northwest Local School District ,Northwest Local,northwest local sch dist,northwest,3904736,36503100500000,Hamilton County,Cincinnati,8904.00000
OH, Northwest Local School District ,Northwest Local,northwest local sch dist,northwest,3904990,36507601700000,Stark County,Canal Fulton,1789.00000
OH, Northwest Local School District ,Northwest Local,northwest local sch dist,northwest,3904963,36507300700000,Scioto County,Mc Dermott,1352.00000
OH, Northwestern Local School District ,Northwestern Local,northwestern local sch dist,northwestern,3910033,36508500600000,Wayne County,West Salem,1351.00000
OH, Northwestern Local School District ,Northwestern Local,northwestern local school dist,northwestern,3904626,36501200400000,Clark County,Springfield,1681.00000
OH, Northwood Local School District ,Northwood Local Schools,northwood local sch dist,northwood,3905071,36508701700000,Wood County,Northwood,906.00000
OH, Norton City School District ,Norton City,norton city sch dist,norton,3904455,36507701400000,Summit County,Norton,2524.00000
OH, Norwalk City School District ,Norwalk City,norwalk city sch dist,norwalk,3904456,36503900900000,Huron County,Norwalk,2749.00000
OH, Norwayne Local School District ,Norwayne Local,norwayne local school district,norwayne,3905056,36508500500000,Wayne County,Creston,1436.00000
OH, Norwood City School District ,Norwood City,norwood city sch dist,norwood,3904457,36503102100000,Hamilton County,Norwood,1815.00000
OH, Oak Hill Union Local School District ,Oak Hill Union Local,oak hill union local sch dist,oak hill union,3904776,36504001100000,Jackson County,Oak Hill,1166.00000
OH, Oakwood City School District ,Oakwood City,oakwood city sch dist,oakwood,3904458,36505701400000,Montgomery County,Dayton,2110.00000
OH, Oberlin City School District ,Oberlin City Schools,oberlin city sch dist,oberlin,3904459,36504701300000,Lorain County,Oberlin,966.00000
OH, Old Fort Local School District ,Old Fort Local,old fort local sch dist,old fort,3910021,36507401000000,Seneca County,Tiffin,633.00000
OH, Olentangy Local School District ,Olentangy Local,olentangy local sch dist,olentangy,3904676,36502100400000,Delaware County,Lewis Center,22124.00000
OH, Ontario Local School District ,Ontario Local,ontario local sch dist,ontario,3904947,36507001100000,Richland County,Ontario,1987.00000
OH, Orange City School District ,Orange City,orange city sch dist,orange,3910016,36501802300000,Cuyahoga County,Cleveland,2049.00000
OH, Oregon City School District ,Oregon City,oregon city sch dist,oregon,3904460,36504800600000,Lucas County,Oregon,3522.00000
OH, Osnaburg Local School District ,Osnaburg Local,osnaburg local sch dist,osnaburg,3904991,36507601800000,Stark County,East Canton,911.00000
OH, Otsego Local School District ,Otsego Local,otsego local sch dist,otsego,3905072,36508750200000,Wood County,Bowling Green,1647.00000
OH, Ottoville Local School District ,Ottoville Local,ottoville local sch dist,ottoville,3904938,36506901100000,Putnam County,Ottoville,469.00000
OH, Paint Valley Local School District ,Paint Valley Local,paint valley local sch dist,paint valley,3904951,36507101000000,Ross County,Bainbridge,838.00000
OH, Pandora-Gilboa Local School District ,Pandora-Gilboa Local,pandora gilboa local sch dist,pandora gilboa,3904939,36506901200000,Putnam County,Pandora,521.00000
OH, Parkway Local School District ,Parkway Local,parkway local sch dist,parkway,3904857,36505401200000,Mercer County,Rockford,1057.00000
OH, Parma City School District ,Parma City,parma city sch dist,parma,3904463,36501802400000,Cuyahoga County,Parma,9711.00000
OH, Patrick Henry Local School District ,Patrick Henry Local,patrick henry local sch dist,patrick henry,3904759,36503500200000,Henry County,Hamler,856.00000
OH, Paulding Exempted Village School District ,Paulding Exempted Village,paulding ex vlg sch dist,paulding,3904557,36506300700000,Paulding County,Paulding,1369.00000
OH, Perkins Local School District ,Perkins Local,perkins local sch dist,perkins,3904681,36502200600000,Erie County,Sandusky,1858.00000
OH, Perry Local School District ,Perry Local,perry local sch dist,perry,3904992,36507602000000,Stark County,Massillon,4557.00000
OH, Perry Local School District ,Perry Local,perry local sch dist,perry,3904790,36504300700000,Lake County,Perry,1581.00000
OH, Perry Local School District ,Perry Local,perry local sch dist,perry,3904578,36500201100000,Allen County,Lima,712.00000
OH, Perrysburg Exempted Village School District ,Perrysburg Exempted Village,perrysburg ex vlg sch dist,perrysburg,3904558,36508701400000,Wood County,Perrysburg,5445.00000
OH, Pickerington Local School District ,Pickerington Local,pickerington local sch dist,pickerington,3904689,36502300900000,Fairfield County,Pickerington,10739.00000
OH, Pike-Delta-York Local School District ,Pike-Delta-York Local,pike delta york local school dist,pike delta york,3904708,36502600300000,Fulton County,Delta,1193.00000
OH, Piqua City School District ,Piqua City,piqua city sch dist,piqua,3904464,36505500700000,Miami County,Piqua,3261.00000
OH, Plain Local School District ,New Albany-Plain Local,plain local sch dist,plain,3904699,36502501000000,Franklin County,New Albany,5085.00000
OH, Plain Local School District ,Plain Local,plain local sch dist,plain,3904993,36507602100000,Stark County,Canton,6245.00000
OH, Pleasant Local School District ,Pleasant Local,pleasant local sch dist,pleasant,3904842,36505101200000,Marion County,Marion,1314.00000
OH, Poland Local School District ,Poland Local,poland local sch dist,poland,3904834,36505001200000,Mahoning County,Poland,1774.00000
OH, Port Clinton City School District ,Port Clinton City,port clinton city sch dist,port clinton,3904465,36506201100000,Ottawa County,Port Clinton,1643.00000
OH, Portsmouth City School District ,Portsmouth City,portsmouth city sch dist,portsmouth,3910027,36507300800000,Scioto County,Portsmouth,1663.00000
OH, Preble Shawnee Local School District ,Preble Shawnee Local,preble-shawnee local sch dist,preble shawnee,3904928,36506800100000,Preble County,Camden,1397.00000
OH, Princeton City School District ,Princeton City,princeton city sch dist,princeton,3904467,36503102300000,Hamilton County,Cincinnati,6089.00000
OH, Ravenna City School District ,Ravenna City,ravenna city sch dist,ravenna,3904468,36506701100000,Portage County,Ravenna,2228.00000
OH, Revere Local School District ,Revere Local,revere local sch dist,revere,3905005,36507700300000,Summit County,Bath,2770.00000
OH, Reynoldsburg City School District ,Reynoldsburg City,reynoldsburg city sch dist,reynoldsburg,3904700,36502501100000,Franklin County,Reynoldsburg,7438.00000
OH, Ridgedale Local School District ,Ridgedale Local,ridgedale local sch dist,ridgedale,3904843,36505100900000,Marion County,Morral,625.00000
OH, Ridgewood Local School District ,Ridgewood Local,ridgewood local sch dist,ridgewood,3904647,36501601100000,Coshocton County,West Lafayette,1297.00000
OH, Rittman Exempted Village School District ,Rittman Exempted Village,rittman ex vlg sch dist,rittman,3910028,36508500800000,Wayne County,Rittman,968.00000
OH, River Valley Local School District ,River Valley Local,river valley sch dist,river valley,3904844,36505150200000,Marion County,Caledonia,1947.00000
OH, River View Local School District ,River View Local,river view local sch dist,river view,3904648,36501680100000,Coshocton County,Warsaw,1909.00000
OH, Riverdale Local School District ,Riverdale Local,riverdale local school district,riverdale,3904751,36503350100000,Hancock County,Mt Blanchard,1071.00000
OH, Riverside Local School District ,Riverside Local,riverside local school district,riverside,3910014,36504300600000,Lake County,Painesville,4270.00000
OH, Riverside Local School District ,Riverside Local,riverside local sch dist,riverside,3904809,36504650400000,Logan County,De Graff,643.00000
OH, Rock Hill Local School District ,Rock Hill Local,rock hill local sch dist,rock hill,3904794,36504400800000,Lawrence County,Ironton,1436.00000
OH, Rocky River City School District ,Rocky River City,rocky river city sch dist,rocky river,3904470,36501802600000,Cuyahoga County,Rocky River,2723.00000
OH, Rolling Hills Local School District ,Rolling Hills Local,rolling hills local school district,rolling hills,3904730,36503050100000,Guernsey County,Byesville,1524.00000
OH, Rootstown Local School District ,Rootstown Local,rootstown local sch dist,rootstown,3904921,36506701300000,Portage County,Rootstown,1092.00000
OH, Ross Local School District ,Ross Local,ross local sch dist,ross,3904614,36500900900000,Butler County,Hamilton,2786.00000
OH, Rossford Exempted Village School District ,Rossford Exempted Village,rossford ex vlg sch dist,rossford,3904560,36508701800000,Wood County,Rossford,1599.00000
OH, Russia Local School District ,Russia Local,russia local sch dist,russia,3904981,36507500700000,Shelby County,Russia,416.00000
OH, Salem City School District ,Salem City,salem city sch dist,salem,3910006,36501501100000,Columbiana County,Salem,1994.00000
OH, Sandusky City School District ,Sandusky City,sandusky city sch dist,sandusky,3904474,36502200700000,Erie County,Sandusky,3224.00000
OH, Sandy Valley Local School District ,Sandy Valley Local,sandy valley local sch dist,sandy valley,3904994,36507602200000,Tuscarawas County,Magnolia,1325.00000
OH, Scioto Valley Local School District ,Scioto Valley Local,scioto valley local school dist,scioto valley,3904913,36506600500000,Pike County,Piketon,1179.00000
OH, Sebring Local School District ,Sebring Local,sebring local sch dist,sebring,3904835,36505050100000,Mahoning County,Sebring,382.00000
OH, Seneca East Local School District ,Seneca East Local,seneca east local sch dist,seneca east,3904968,36507400100000,Seneca County,Attica,860.00000
OH, Shadyside Local School District ,Shadyside Local,shadyside city sch dist,shadyside,3904600,36500701200000,Belmont County,Shadyside,764.00000
OH, Shawnee Local School District ,Shawnee Local,shawnee local sch dist,shawnee,3904579,36500201200000,Allen County,Lima,2363.00000
OH, Sheffield-Sheffield Lake City School District ,Sheffield-Sheffield Lake City,sheffield-sheffield lake city sch dist,sheffield sheffield lake,3904476,36504701600000,Lorain County,Sheffield Village,1647.00000
OH, Shelby City School District ,Shelby City,shelby city sch dist,shelby,3910009,36507000900000,Richland County,Shelby,1944.00000
OH, Solon City School District ,Solon City,solon city sch dist,solon,3904660,36501802800000,Cuyahoga County,Solon,4643.00000
OH, South Central Local School District ,South Central Local,south central local school dist,south central,3904773,36503901100000,Huron County,Greenwich,747.00000
OH, South Euclid-Lyndhurst City School District ,South Euclid-Lyndhurst City,south euclid-lyndhurst city sch dist,south euclid lyndhurst,3904479,36501802900000,Cuyahoga County,Lyndhurst,3367.00000
OH, South Point Local School District ,South Point Local,south point local school dist,south point,3904795,36504400900000,Lawrence County,South Point,1441.00000
OH, South Range Local School District ,South Range Local,south range local school district,south range,3904836,36505001100000,Mahoning County,Canfield,1202.00000
OH, Southeast Local School District ,Southeast Local,southeast sch dist,southeast,3904922,36506701400000,Portage County,Ravenna,1459.00000
OH, Southeast Local School District ,Southeast Local,southeast local sch dist,southeast,3905058,36508501000000,Wayne County,Apple Creek,1331.00000
OH, Southeastern Local School District ,Southeastern Local,southeastern local school district,southeastern,3904952,36507101100000,Ross County,Chillicothe,982.00000
OH, Southeastern Local School District ,Southeastern Local,southeastern local sch dist,southeastern,3904627,36501200500000,Clark County,South Charleston,744.00000
OH, Southern Local School District ,Southern Local,southern local sch dist,southern,3904644,36501501200000,Columbiana County,Salineville,814.00000
OH, Southern Local School District ,Southern Local,southern local sch dist,southern,3904906,36506400300000,Perry County,Corning,649.00000
OH, Southern Local School District ,Southern Local,southern local sch dist,southern,3904853,36505300800000,Meigs County,Racine,727.00000
OH, Southington Local School District ,Southington Local,southington local school dist,southington,3905023,36507802600000,Trumbull County,Southington,495.00000
OH, Southwest Licking Local School District ,Southwest Licking Local,southwest licking sch dist,southwest licking,3904804,36504501900000,Licking County,Pataskala,4423.00000
OH, Southwest Local School District ,Southwest Local,southwest local sch dist,southwest,3904738,36503102600000,Hamilton County,Harrison,4003.00000
OH, Springboro Community City School District ,Springboro Community City,springboro community city sch dist,springboro community,3905042,36508300300000,Warren County,Springboro,6325.00000
OH, Springfield City School District ,Clark-Shawnee Local,springfield local school dist,springfield,3904628,36501200700000,Clark County,Springfield,1761.00000
OH, Springfield City School District ,Springfield City School District,springfield city sch dist,springfield,3904481,36501200600000,Clark County,Springfield,7732.00000
OH, Springfield City School District ,Springfield Local,springfield local sch dist,springfield,3904822,36504801000000,Lucas County,Holland,3586.00000
OH, Springfield City School District ,Springfield Local,springfield local sch dist,springfield,3904837,36505001300000,Mahoning County,New Middletown,943.00000
OH, Springfield City School District ,Springfield Local,springfield local sch dist,springfield,3905006,36507701600000,Summit County,Akron,2202.00000
OH, Springfield Local School District ,Clark-Shawnee Local,springfield local school dist,springfield,3904628,36501200700000,Clark County,Springfield,1761.00000
OH, Springfield Local School District ,Springfield City School District,springfield city sch dist,springfield,3904481,36501200600000,Clark County,Springfield,7732.00000
OH, Springfield Local School District ,Springfield Local,springfield local sch dist,springfield,3904822,36504801000000,Lucas County,Holland,3586.00000
OH, Springfield Local School District ,Springfield Local,springfield local sch dist,springfield,3904837,36505001300000,Mahoning County,New Middletown,943.00000
OH, Springfield Local School District ,Springfield Local,springfield local sch dist,springfield,3905006,36507701600000,Summit County,Akron,2202.00000
OH, St. Clairsville-Richland City School District ,St Clairsville-Richland City,st clairsville richland city sch dist,st clairsville richland,3904599,36500701100000,Belmont County,Saint Clairsville,1737.00000
OH, St. Marys City School District ,St Marys City,st marys city sch dist,st marys,3904472,36500601000000,Auglaize County,Saint Marys,2018.00000
OH, Strasburg-Franklin Local School District ,Strasburg-Franklin Local,strasburg franklin sch dist,strasburg franklin,3905029,36507901500000,Tuscarawas County,Strasburg,540.00000
OH, Streetsboro City School District ,Streetsboro City,streetsboro city sch dist,streetsboro,3904923,36506701500000,Portage County,Streetsboro,2144.00000
OH, Strongsville City School District ,Strongsville City,strongsville city sch dist,strongsville,3904484,36501803000000,Cuyahoga County,Strongsville,5581.00000
OH, Struthers City School District ,Struthers City,struthers city sch dist,struthers,3904485,36505001400000,Mahoning County,Struthers,1725.00000
OH, Stryker Local School District ,Stryker Local,stryker local sch dist,stryker,3905065,36508601100000,Williams County,Stryker,406.00000
OH, Swanton Local School District ,Swanton Local,swanton local sch dist,swanton,3904709,36502650100000,Fulton County,Swanton,1152.00000
OH, Switzerland of Ohio Local School District ,Switzerland of Ohio Local,switzerland of ohio local sch dist,switzerland of ohio,3904865,36505600700000,Monroe County,Woodsfield,2029.00000
OH, Sycamore Community City School District ,Sycamore Community City,sycamore community sch dist,sycamore community,3904486,36503102700000,Hamilton County,Blue Ash,5567.00000
OH, Sylvania City School District ,Sylvania Schools,sylvania city sch dist,sylvania,3904487,36504801200000,Lucas County,Sylvania,7780.00000
OH, Talawanda City School District ,Talawanda City,talawanda school district,talawanda,3904615,36500901100000,Butler County,Oxford,2962.00000
OH, Tallmadge City School District ,Tallmadge City,tallmadge city sch dist,tallmadge,3904488,36507701800000,Summit County,Tallmadge,2467.00000
OH, Teays Valley Local School District ,Teays Valley Local,teays valley local school dist,teays valley,3904909,36506550200000,Pickaway County,Ashville,4124.00000
OH, Three Rivers Local School District ,Three Rivers Local,three rivers local school dist,three rivers,3904739,36503150100000,Hamilton County,Cleves,2233.00000
OH, Tiffin City School District ,TIFFIN CITY SCHOOLS,tiffin city sch dist,tiffin,3904489,36507401400000,Seneca County,Tiffin,2673.00000
OH, Tipp City Exempted Village School District ,Tipp City Exempted Village,tipp city ex vlg sch dist,tipp city,3904561,36505500900000,Miami County,Tipp City,2537.00000
OH, Toronto City School District ,Toronto City,toronto city sch dist,toronto,3904491,36504101500000,Jefferson County,Toronto,894.00000
OH, Tri-Valley Local School District ,Tri-Valley Local,tri valley local school dist,tri valley,3904887,36506070100000,Muskingum County,Dresden,3001.00000
OH, Tri-Village Local School District ,Tri-Village Local,tri-village local sch dist,tri village,3904668,36501900900000,Darke County,New Madison,832.00000
OH, Triad Local School District ,Triad Local,triad local sch dist,triad,3904620,36501100600000,Champaign County,North Lewisburg,832.00000
OH, Trimble Local School District ,Trimble Local,trimble local sch dist,trimble,3904592,36500501200000,Athens County,Glouster,752.00000
OH, Triway Local School District ,Triway Local,triway local sch dist,triway,3905059,36508550100000,Wayne County,Wooster,1552.00000
OH, Troy City School District ,Troy City,troy city sch dist,troy,3904492,36505501000000,Miami County,Troy,4183.00000
OH, Tuslaw Local School District ,Tuslaw Local,tuslaw local sch dist,tuslaw,3904995,36507602400000,Stark County,Massillon,1282.00000
OH, Twinsburg City School District ,Twinsburg City,twinsburg city sch dist,twinsburg,3905007,36507701900000,Summit County,Twinsburg,4191.00000
OH, Union Local School District ,Union Local,union local sch dist,union,3904601,36500701400000,Belmont County,Belmont,1453.00000
