"","id","county","state.name","population","state.abb"
"164","0500000US18059","Hancock County","Indiana",79840,"IN"
"165","0500000US53007","Chelan County","Washington",79074,"WA"
"166","0500000US53027","Grays Harbor County","Washington",75636,"WA"
"167","0500000US54081","Raleigh County","West Virginia",74591,"WV"
"168","0500000US55141","Wood County","Wisconsin",74207,"WI"
"169","0500000US08014","Broomfield County","Colorado",74112,"CO"
"170","0500000US15007","Kauai County","Hawaii",73298,"HI"
"171","0500000US28075","Lauderdale County","Mississippi",72984,"MS"
"172","0500000US35031","McKinley County","New Mexico",72902,"NM"
"173","0500000US40125","Pottawatomie County","Oklahoma",72454,"OK"
"174","0500000US18109","Morgan County","Indiana",71780,"IN"
"175","0500000US01049","DeKalb County","Alabama",71608,"AL"
"176","0500000US25011","Franklin County","Massachusetts",71029,"MA"
"177","0500000US18011","Boone County","Indiana",70812,"IN"
"178","0500000US21145","McCracken County","Kentucky",67875,"KY"
"179","0500000US05069","Jefferson County","Arkansas",67260,"AR"
"180","0500000US28067","Jones County","Mississippi",67246,"MS"
"181","0500000US17199","Williamson County","Illinois",67153,"IL"
"182","0500000US23003","Aroostook County","Maine",67105,"ME"
"183","0500000US18177","Wayne County","Indiana",66553,"IN"
"184","0500000US40101","Muskogee County","Oklahoma",66339,"OK"
"185","0500000US04001","Apache County","Arizona",66021,"AZ"
"186","0500000US54033","Harrison County","West Virginia",65921,"WV"
"187","0500000US48427","Starr County","Texas",65920,"TX"
"188","0500000US53045","Mason County","Washington",65726,"WA"
"189","0500000US01127","Walker County","Alabama",65342,"AL"
"190","0500000US27027","Clay County","Minnesota",65318,"MN"
"191","0500000US46083","Lincoln County","South Dakota",65161,"SD"
"192","0500000US35005","Chaves County","New Mexico",65157,"NM"
"193","0500000US21199","Pulaski County","Kentucky",65034,"KY"
"194","0500000US34033","Salem County","New Jersey",64837,"NJ"
"195","0500000US42025","Carbon County","Pennsylvania",64749,"PA"
"196","0500000US42037","Columbia County","Pennsylvania",64727,"PA"
"197","0500000US28073","Lamar County","Mississippi",64222,"MS"
"198","0500000US18173","Warrick County","Indiana",63898,"IN"
"199","0500000US33001","Belknap County","New Hampshire",63705,"NH"
"200","0500000US05115","Pope County","Arkansas",63381,"AR"
"201","0500000US40047","Garfield County","Oklahoma",62846,"OK"
"202","0500000US21125","Laurel County","Kentucky",62613,"KY"
"203","0500000US36021","Columbia County","New York",61570,"NY"
"204","0500000US50021","Rutland County","Vermont",60572,"VT"
"205","0500000US42015","Bradford County","Pennsylvania",59967,"PA"
"206","0500000US50023","Washington County","Vermont",59807,"VT"
"207","0500000US29113","Lincoln County","Missouri",59574,"MO"
"208","0500000US01113","Russell County","Alabama",59183,"AL"
"209","0500000US42103","Pike County","Pennsylvania",58535,"PA"
"210","0500000US36077","Otsego County","New York",58524,"NY"
"211","0500000US39087","Lawrence County","Ohio",58240,"OH"
"212","0500000US50027","Windsor County","Vermont",57753,"VT"
"213","0500000US01033","Colbert County","Alabama",57227,"AL"
"214","0500000US21209","Scott County","Kentucky",57155,"KY"
"215","0500000US48199","Hardin County","Texas",56231,"TX"
"216","0500000US45021","Cherokee County","South Carolina",56216,"SC"
"217","0500000US28109","Pearl River County","Mississippi",56145,"MS"
"218","0500000US28071","Lafayette County","Mississippi",55813,"MS"
"219","0500000US06109","Tuolumne County","California",55620,"CA"
"220","0500000US40051","Grady County","Oklahoma",54795,"OK"
"221","0500000US29169","Pulaski County","Missouri",53955,"MO"
"222","0500000US01031","Coffee County","Alabama",53465,"AL"
"223","0500000US47107","McMinn County","Tennessee",53276,"TN"
"224","0500000US21113","Jessamine County","Kentucky",52991,"KY"
"225","0500000US16065","Madison County","Idaho",52913,"ID"
"226","0500000US01071","Jackson County","Alabama",52579,"AL"
"227","0500000US22089","St. Charles Parish","Louisiana",52549,"LA"
"228","0500000US40147","Washington County","Oklahoma",52455,"OK"
"229","0500000US39005","Ashland County","Ohio",52447,"OH"
"230","0500000US28105","Oktibbeha County","Mississippi",51788,"MS"
"231","0500000US22099","St. Martin Parish","Louisiana",51767,"LA"
"232","1600000US1273163","University CDP (Hillsborough County)","Florida",50893,"FL"
"233","0500000US44001","Bristol County","Rhode Island",50793,"RI"
"234","0500000US18029","Dearborn County","Indiana",50679,"IN"
"235","0500000US23025","Somerset County","Maine",50477,"ME"
"236","0500000US48073","Cherokee County","Texas",50412,"TX"
"237","0500000US50011","Franklin County","Vermont",49946,"VT"
"238","0500000US40083","Logan County","Oklahoma",49555,"OK"
"239","0500000US36057","Montgomery County","New York",49532,"NY"
"240","0500000US22101","St. Mary Parish","Louisiana",49406,"LA"
"241","0500000US01045","Dale County","Alabama",49326,"AL"
"242","0500000US18065","Henry County","Indiana",48914,"IN"
"243","0500000US37065","Edgecombe County","North Carolina",48900,"NC"
"244","0500000US35009","Curry County","New Mexico",48430,"NM"
"245","0500000US22061","Lincoln Parish","Louisiana",48396,"LA"
"246","0500000US21019","Boyd County","Kentucky",48261,"KY"
"247","0500000US05035","Crittenden County","Arkansas",48163,"AR"
"248","0500000US40079","Le Flore County","Oklahoma",48129,"OK"
"249","0500000US21211","Shelby County","Kentucky",48065,"KY"
"250","0500000US53075","Whitman County","Washington",47973,"WA"
"251","0500000US36039","Greene County","New York",47931,"NY"
"252","0500000US42009","Bedford County","Pennsylvania",47577,"PA"
"253","0500000US36003","Allegany County","New York",46456,"NY"
"254","0500000US53065","Stevens County","Washington",46445,"WA"
"255","0500000US39091","Logan County","Ohio",46150,"OH"
"256","0500000US18099","Marshall County","Indiana",46095,"IN"
"257","0500000US40013","Bryan County","Oklahoma",46067,"OK"
"258","0500000US28045","Hancock County","Mississippi",46053,"MS"
"259","0500000US50025","Windham County","Vermont",45905,"VT"
"260","0500000US42099","Perry County","Pennsylvania",45842,"PA"
"261","0500000US40113","Osage County","Oklahoma",45818,"OK"
"262","0500000US05055","Greene County","Arkansas",45736,"AR"
"263","0500000US55033","Dunn County","Wisconsin",45440,"WI"
"264","0500000US21107","Hopkins County","Kentucky",45423,"KY"
"265","1600000US1273172","University CDP (Orange County)","Florida",45284,"FL"
"266","0500000US18145","Shelby County","Indiana",45055,"IN"
"267","0500000US01021","Chilton County","Alabama",45014,"AL"
"268","0500000US18093","Lawrence County","Indiana",45011,"IN"
"269","0500000US28151","Washington County","Mississippi",44922,"MS"
"270","0500000US28149","Warren County","Mississippi",44722,"MS"
"271","0500000US29161","Phelps County","Missouri",44638,"MO"
"272","0500000US37111","McDowell County","North Carolina",44578,"NC"
"273","0500000US42065","Jefferson County","Pennsylvania",44492,"PA"
"274","0500000US21009","Barren County","Kentucky",44485,"KY"
"275","0500000US53037","Kittitas County","Washington",44337,"WA"
"276","0500000US55031","Douglas County","Wisconsin",44295,"WI"
"277","0500000US30081","Ravalli County","Montana",44174,"MT"
"278","0500000US40071","Kay County","Oklahoma",43700,"OK"
"279","0500000US18037","Dubois County","Indiana",43637,"IN"
"280","0500000US45025","Chesterfield County","South Carolina",43273,"SC"
"281","0500000US18033","DeKalb County","Indiana",43265,"IN"
"282","0500000US13069","Coffee County","Georgia",43092,"GA"
"283","0500000US29159","Pettis County","Missouri",42980,"MO"
"284","0500000US53017","Douglas County","Washington",42938,"WA"
"285","0500000US29029","Camden County","Missouri",42745,"MO"
"286","0500000US05091","Miller County","Arkansas",42600,"AR"
"287","0500000US48143","Erath County","Texas",42545,"TX"
"288","0500000US39107","Mercer County","Ohio",42528,"OH"
"289","0500000US22095","St. John the Baptist Parish","Louisiana",42477,"LA"
"290","0500000US29023","Butler County","Missouri",42130,"MO"
"291","0500000US53047","Okanogan County","Washington",42104,"WA"
"292","0500000US39027","Clinton County","Ohio",42018,"OH"
"293","0500000US40087","McClain County","Oklahoma",41662,"OK"
"294","0500000US38105","Williams County","North Dakota",40950,"ND"
"295","0500000US05093","Mississippi County","Arkansas",40685,"AR"
"296","1600000US1523150","Kailua CDP (Honolulu County)","Hawaii",40514,"HI"
"297","0500000US18087","LaGrange County","Indiana",40446,"IN"
"298","0500000US42083","McKean County","Pennsylvania",40432,"PA"
"299","0500000US40041","Delaware County","Oklahoma",40397,"OK"
"300","0500000US36073","Orleans County","New York",40343,"NY"
"301","0500000US28113","Pike County","Mississippi",40324,"MS"
"302","1600000US2486475","Woodlawn CDP (Baltimore County)","Maryland",39986,"MD"
"303","0500000US29091","Howell County","Missouri",39750,"MO"
"304","0500000US18061","Harrison County","Indiana",39654,"IN"
"305","0500000US23027","Waldo County","Maine",39607,"ME"
"306","0500000US40135","Sequoyah County","Oklahoma",39281,"OK"
"307","0500000US29225","Webster County","Missouri",39085,"MO"
"308","0500000US05139","Union County","Arkansas",39054,"AR"
"309","0500000US40097","Mayes County","Oklahoma",39046,"OK"
"310","0500000US20037","Crawford County","Kansas",38972,"KS"
"311","0500000US42123","Warren County","Pennsylvania",38587,"PA"
"312","0500000US01047","Dallas County","Alabama",38462,"AL"
"313","0500000US39059","Guernsey County","Ohio",38438,"OH"
"314","0500000US46013","Brown County","South Dakota",38301,"SD"
"315","0500000US39039","Defiance County","Ohio",38286,"OH"
"316","0500000US29201","Scott County","Missouri",38059,"MO"
"317","0500000US29109","Lawrence County","Missouri",38001,"MO"
"318","0500000US18107","Montgomery County","Indiana",37936,"IN"
"319","0500000US18017","Cass County","Indiana",37870,"IN"
"320","0500000US17121","Marion County","Illinois",37729,"IL"
"321","0500000US45071","Newberry County","South Carolina",37719,"SC"
"322","0500000US01039","Covington County","Alabama",37570,"AL"
"323","0500000US22069","Natchitoches Parish","Louisiana",37515,"LA"
"324","0500000US05009","Boone County","Arkansas",37373,"AR"
"325","0500000US50001","Addison County","Vermont",37363,"VT"
"326","0500000US50003","Bennington County","Vermont",37347,"VT"
"327","0500000US21035","Calloway County","Kentucky",37103,"KY"
"328","0500000US21049","Clark County","Kentucky",36972,"KY"
"329","0500000US27085","McLeod County","Minnesota",36771,"MN"
"330","0500000US01053","Escambia County","Alabama",36757,"AL"
"331","0500000US20061","Geary County","Kansas",36739,"KS"
"332","0500000US18133","Putnam County","Indiana",36726,"IN"
"333","0500000US21235","Whitley County","Kentucky",36712,"KY"
"334","0500000US40111","Okmulgee County","Oklahoma",36706,"OK"
"335","0500000US18069","Huntington County","Indiana",36662,"IN"
"336","0500000US21083","Graves County","Kentucky",36649,"KY"
"337","0500000US18083","Knox County","Indiana",36282,"IN"
"338","0500000US29105","Laclede County","Missouri",36039,"MO"
"339","0500000US18103","Miami County","Indiana",35962,"IN"
"340","0500000US21089","Greenup County","Kentucky",35962,"KY"
"341","0500000US21071","Floyd County","Kentucky",35942,"KY"
"342","0500000US18001","Adams County","Indiana",35809,"IN"
"343","0500000US29219","Warren County","Missouri",35532,"MO"
"344","0500000US39127","Perry County","Ohio",35408,"OH"
"345","0500000US30093","Silver Bow County","Montana",35133,"MT"
"346","0500000US28085","Lincoln County","Mississippi",34907,"MS"
"347","0500000US01017","Chambers County","Alabama",34772,"AL"
"348","0500000US28003","Alcorn County","Mississippi",34740,"MS"
"349","0500000US20035","Cowley County","Kansas",34549,"KS"
"350","0500000US35055","Taos County","New Mexico",34489,"NM"
"351","0500000US18151","Steuben County","Indiana",34435,"IN"
"352","0500000US46011","Brookings County","South Dakota",34375,"SD"
"353","0500000US20057","Ford County","Kansas",34287,"KS"
"354","0500000US54077","Preston County","West Virginia",34216,"WV"
"355","0500000US18183","Whitley County","Indiana",34191,"IN"
"356","0500000US17021","Christian County","Illinois",34032,"IL"
"357","0500000US12027","DeSoto County","Florida",33976,"FL"
"358","0500000US28093","Marshall County","Mississippi",33752,"MS"
"359","0500000US38089","Stark County","North Dakota",33646,"ND"
"360","0500000US40081","Lincoln County","Oklahoma",33458,"OK"
"361","0500000US28107","Panola County","Mississippi",33208,"MS"
"362","0500000US18023","Clinton County","Indiana",33190,"IN"
"363","0500000US18077","Jefferson County","Indiana",33147,"IN"
"364","0500000US01079","Lawrence County","Alabama",33073,"AL"
"365","0500000US05059","Hot Spring County","Arkansas",33040,"AR"
"366","0500000US18051","Gibson County","Indiana",33011,"IN"
"367","0500000US01109","Pike County","Alabama",33009,"AL"
"368","0500000US53031","Jefferson County","Washington",32977,"WA"
"369","0500000US18073","Jasper County","Indiana",32918,"IN"
"370","0500000US22053","Jefferson Davis Parish","Louisiana",32250,"LA"
"371","0500000US01059","Franklin County","Alabama",32113,"AL"
"372","0500000US21157","Marshall County","Kentucky",31659,"KY"
"373","0500000US29167","Polk County","Missouri",31519,"MO"
"374","0500000US33007","Coos County","New Hampshire",31268,"NH"
"375","0500000US28115","Pontotoc County","Mississippi",31184,"MS"
"376","0500000US23029","Washington County","Maine",31095,"ME"
"377","1600000US0673696","Spring Valley CDP (San Diego County)","California",30998,"CA"
"378","0500000US28011","Bolivar County","Mississippi",30985,"MS"
"379","0500000US18169","Wabash County","Indiana",30976,"IN"
"380","0500000US21177","Muhlenberg County","Kentucky",30928,"KY"
"381","0500000US16051","Jefferson County","Idaho",30891,"ID"
"382","0500000US40089","McCurtain County","Oklahoma",30814,"OK"
"383","0500000US18055","Greene County","Indiana",30803,"IN"
"384","0500000US55121","Trempealeau County","Wisconsin",30760,"WI"
"385","0500000US55123","Vernon County","Wisconsin",30714,"WI"
"386","0500000US39065","Hardin County","Ohio",30696,"OH"
"387","0500000US21021","Boyle County","Kentucky",30614,"KY"
"388","0500000US54051","Marshall County","West Virginia",30591,"WV"
"389","0500000US40115","Ottawa County","Oklahoma",30285,"OK"
"390","0500000US50005","Caledonia County","Vermont",30233,"VT"
"391","0500000US20113","McPherson County","Kansas",30223,"KS"
"392","0500000US48015","Austin County","Texas",30167,"TX"
"393","0500000US17157","Randolph County","Illinois",30163,"IL"
"394","0500000US13195","Madison County","Georgia",30120,"GA"
"395","0500000US21163","Meade County","Kentucky",30003,"KY"
"396","0500000US46093","Meade County","South Dakota",29852,"SD"
"397","0500000US13261","Sumter County","Georgia",29616,"GA"
"398","0500000US28001","Adams County","Mississippi",29538,"MS"
"399","0500000US23007","Franklin County","Maine",29456,"ME"
"400","0500000US13087","Decatur County","Georgia",29367,"GA"
"401","0500000US01093","Marion County","Alabama",29341,"AL"
"402","0500000US50017","Orange County","Vermont",29277,"VT"
"403","0500000US28099","Neshoba County","Mississippi",29087,"MS"
"404","0500000US18137","Ripley County","Indiana",28995,"IN"
"405","0500000US16039","Elmore County","Idaho",28666,"ID"
"406","0500000US29127","Marion County","Missouri",28525,"MO"
"407","0500000US40039","Custer County","Oklahoma",28513,"OK"
"408","0500000US21193","Perry County","Kentucky",28473,"KY"
"409","0500000US28029","Copiah County","Mississippi",28368,"MS"
"410","0500000US28083","Leflore County","Mississippi",28339,"MS"
"411","0500000US46029","Codington County","South Dakota",28325,"SD"
"412","0500000US45033","Dillon County","South Carolina",28292,"SC"
"413","0500000US29069","Dunklin County","Missouri",28283,"MO"
"414","0500000US05015","Carroll County","Arkansas",28260,"AR"
"415","0500000US18175","Washington County","Indiana",28182,"IN"
"416","0500000US18179","Wells County","Indiana",28180,"IN"
"417","0500000US21173","Montgomery County","Kentucky",28114,"KY"
"418","0500000US28137","Tate County","Mississippi",28064,"MS"
"419","0500000US39073","Hocking County","Ohio",28050,"OH"
"420","0500000US28123","Scott County","Mississippi",27990,"MS"
"421","0500000US28145","Union County","Mississippi",27777,"MS"
"422","0500000US18079","Jennings County","Indiana",27613,"IN"
"423","0500000US21141","Logan County","Kentucky",27432,"KY"
"424","0500000US50019","Orleans County","Vermont",27393,"VT"
"425","0500000US17109","McDonough County","Illinois",27238,"IL"
"426","0500000US22121","West Baton Rouge Parish","Louisiana",27199,"LA"
"427","0500000US39131","Pike County","Ohio",27088,"OH"
"428","0500000US13279","Toombs County","Georgia",27030,"GA"
"429","0500000US54057","Mineral County","West Virginia",26938,"WV"
"430","0500000US21095","Harlan County","Kentucky",26831,"KY"
"431","0500000US22031","De Soto Parish","Louisiana",26812,"LA"
"432","0500000US45069","Marlboro County","South Carolina",26667,"SC"
"433","0500000US01061","Geneva County","Alabama",26659,"AL"
"434","0500000US21043","Carter County","Kentucky",26627,"KY"
"435","0500000US18031","Decatur County","Indiana",26472,"IN"
"436","0500000US18021","Clay County","Indiana",26466,"IN"
"437","0500000US27095","Mille Lacs County","Minnesota",26459,"MN"
"438","0500000US42131","Wyoming County","Pennsylvania",26069,"PA"
"439","0500000US28133","Sunflower County","Mississippi",25971,"MS"
"440","0500000US28127","Simpson County","Mississippi",25949,"MS"
"441","0500000US50015","Lamoille County","Vermont",25945,"VT"
"442","0500000US47109","McNairy County","Tennessee",25866,"TN"
"443","0500000US05071","Johnson County","Arkansas",25749,"AR"
"444","0500000US22067","Morehouse Parish","Louisiana",25629,"LA"
"445","0500000US54053","Mason County","West Virginia",25453,"WV"
"446","0500000US16075","Payette County","Idaho",25386,"ID"
"447","0500000US29001","Adair County","Missouri",25314,"MO"
"448","0500000US01005","Barbour County","Alabama",25223,"AL"
"449","0500000US18129","Posey County","Indiana",25222,"IN"
"450","0500000US28117","Prentiss County","Mississippi",25008,"MS"
"451","0500000US13055","Chattooga County","Georgia",24965,"GA"
"452","0500000US29007","Audrain County","Missouri",24962,"MO"
"453","0500000US29131","Miller County","Missouri",24722,"MO"
"454","0500000US29175","Randolph County","Missouri",24716,"MO"
"455","0500000US05023","Cleburne County","Arkansas",24711,"AR"
"456","0500000US18135","Randolph County","Indiana",24502,"IN"
"457","0500000US29215","Texas County","Missouri",24487,"MO"
"458","0500000US28091","Marion County","Mississippi",24441,"MS"
"459","0500000US18143","Scott County","Indiana",24384,"IN"
"460","0500000US28039","George County","Mississippi",24350,"MS"
"461","0500000US45001","Abbeville County","South Carolina",24295,"SC"
"462","0500000US21137","Lincoln County","Kentucky",24275,"KY"
"463","0500000US16053","Jerome County","Idaho",24237,"ID"
"464","0500000US21013","Bell County","Kentucky",24097,"KY"
"465","0500000US41027","Hood River County","Oregon",23977,"OR"
"466","0500000US28057","Itawamba County","Mississippi",23863,"MS"
"467","0500000US21005","Anderson County","Kentucky",23852,"KY"
"468","0500000US21183","Ohio County","Kentucky",23772,"KY"
"469","0500000US17165","Saline County","Illinois",23768,"IL"
"470","0500000US55049","Iowa County","Wisconsin",23709,"WI"
"471","0500000US54059","Mingo County","West Virginia",23568,"WV"
"472","0500000US01133","Winston County","Alabama",23540,"AL"
"473","0500000US29221","Washington County","Missouri",23514,"MO"
"474","0500000US18041","Fayette County","Indiana",23398,"IN"
"475","0500000US18149","Starke County","Indiana",23371,"IN"
"476","0500000US53049","Pacific County","Washington",23365,"WA"
"477","0500000US46135","Yankton County","South Dakota",23310,"SD"
"478","0500000US29119","McDonald County","Missouri",23303,"MO"
"479","0500000US29177","Ray County","Missouri",23158,"MO"
"480","0500000US54027","Hampshire County","West Virginia",23093,"WV"
"481","0500000US05123","St. Francis County","Arkansas",23090,"AR"
"482","0500000US01025","Clarke County","Alabama",23087,"AL"
"483","0500000US29055","Crawford County","Missouri",23056,"MO"
"484","0500000US05111","Poinsett County","Arkansas",22965,"AR"
"485","0500000US05027","Columbia County","Arkansas",22801,"AR"
"486","0500000US18047","Franklin County","Indiana",22785,"IN"
"487","0500000US13107","Emanuel County","Georgia",22768,"GA"
"488","0500000US53039","Klickitat County","Washington",22735,"WA"
"489","0500000US05103","Ouachita County","Arkansas",22650,"AR"
"490","0500000US21167","Mercer County","Kentucky",22641,"KY"
"491","0500000US54009","Brooke County","West Virginia",22559,"WV"
"492","0500000US40009","Beckham County","Oklahoma",22410,"OK"
"493","0500000US01007","Bibb County","Alabama",22293,"AL"
"494","0500000US53003","Asotin County","Washington",22285,"WA"
"495","0500000US39105","Meigs County","Ohio",22210,"OH"
"496","0500000US22085","Sabine Parish","Louisiana",22155,"LA"
"497","0500000US48293","Limestone County","Texas",22146,"TX"
"498","0500000US01111","Randolph County","Alabama",21967,"AL"
"499","0500000US28139","Tippah County","Mississippi",21815,"MS"
"500","0500000US54005","Boone County","West Virginia",21809,"WV"
"501","0500000US28043","Grenada County","Mississippi",21629,"MS"
"502","0500000US48281","Lampasas County","Texas",21627,"TX"
"503","0500000US21133","Letcher County","Kentucky",21548,"KY"
"504","0500000US48219","Hockley County","Texas",21537,"TX"
"505","0500000US05019","Clark County","Arkansas",21446,"AR"
"506","0500000US28027","Coahoma County","Mississippi",21390,"MS"
"507","0500000US27157","Wabasha County","Minnesota",21387,"MN"
"508","0500000US40139","Texas County","Oklahoma",21384,"OK"
"509","0500000US48341","Moore County","Texas",21358,"TX"
"510","0500000US18119","Owen County","Indiana",21321,"IN"
"511","0500000US28101","Newton County","Mississippi",21291,"MS"
"512","0500000US28079","Leake County","Mississippi",21275,"MS"
"513","0500000US29147","Nodaway County","Missouri",21241,"MO"
"514","0500000US27045","Fillmore County","Minnesota",21228,"MN"
"515","0500000US48179","Gray County","Texas",21227,"TX"
"516","0500000US29049","Clinton County","Missouri",21184,"MO"
"517","1600000US0639766","Lakeside CDP (San Diego County)","California",21152,"CA"
"518","0500000US55053","Jackson County","Wisconsin",21145,"WI"
"519","0500000US05083","Logan County","Arkansas",21131,"AR"
"520","0500000US22111","Union Parish","Louisiana",21107,"LA"
"521","1600000US5168880","Rose Hill CDP (Fairfax County)","Virginia",21045,"VA"
"522","0500000US27039","Dodge County","Minnesota",20867,"MN"
"523","1600000US5187410","Woodlawn CDP (Fairfax County)","Virginia",20859,"VA"
"524","0500000US18153","Sullivan County","Indiana",20817,"IN"
"525","0500000US19027","Carroll County","Iowa",20760,"IA"
"526","0500000US05029","Conway County","Arkansas",20715,"AR"
"527","0500000US45011","Barnwell County","South Carolina",20589,"SC"
"528","0500000US21003","Allen County","Kentucky",20588,"KY"
"529","0500000US18049","Fulton County","Indiana",20480,"IN"
"530","0500000US18075","Jay County","Indiana",20478,"IN"
"531","0500000US40153","Woodward County","Oklahoma",20470,"OK"
"532","0500000US54043","Lincoln County","West Virginia",20463,"WV"
"533","0500000US21027","Breckinridge County","Kentucky",20432,"KY"
"534","0500000US21051","Clay County","Kentucky",20345,"KY"
"535","0500000US18015","Carroll County","Indiana",20306,"IN"
"536","0500000US21017","Bourbon County","Kentucky",20252,"KY"
"537","0500000US47041","DeKalb County","Tennessee",20080,"TN"
"538","0500000US05057","Hempstead County","Arkansas",20065,"AR"
"539","0500000US27091","Martin County","Minnesota",20025,"MN"
"540","0500000US46035","Davison County","South Dakota",19956,"SD"
"541","0500000US13091","Dodge County","Georgia",19925,"GA"
"542","0500000US18117","Orange County","Indiana",19867,"IN"
"543","0500000US48123","DeWitt County","Texas",19824,"TX"
"544","0500000US18147","Spencer County","Indiana",19810,"IN"
"545","0500000US28153","Wayne County","Mississippi",19779,"MS"
"546","0500000US01099","Monroe County","Alabama",19772,"AL"
"547","0500000US17041","Douglas County","Illinois",19740,"IL"
"548","1600000US1523000","Kailua CDP (Hawaii County)","Hawaii",19713,"HI"
"549","0500000US13105","Elbert County","Georgia",19637,"GA"
"550","0500000US21213","Simpson County","Kentucky",19594,"KY"
"551","0500000US21155","Marion County","Kentucky",19581,"KY"
"552","1600000US1245465","Midway CDP (Santa Rosa County)","Florida",19567,"FL"
"553","0500000US22037","East Feliciana Parish","Louisiana",19539,"LA"
"554","0500000US01087","Macon County","Alabama",19532,"AL"
"555","0500000US40001","Adair County","Oklahoma",19495,"OK"
"556","1600000US5323160","Fairwood CDP (King County)","Washington",19396,"WA"
"557","0500000US20021","Cherokee County","Kansas",19362,"KS"
"558","0500000US21099","Hart County","Kentucky",19288,"KY"
"559","0500000US35041","Roosevelt County","New Mexico",19191,"NM"
"560","0500000US18123","Perry County","Indiana",19170,"IN"
"561","0500000US46005","Beadle County","South Dakota",19149,"SD"
"562","0500000US01107","Pickens County","Alabama",19123,"AL"
"563","0500000US16045","Gem County","Idaho",19123,"ID"
"564","0500000US54047","McDowell County","West Virginia",19111,"WV"
"565","0500000US05003","Ashley County","Arkansas",19062,"AR"
"566","0500000US01013","Butler County","Alabama",19051,"AL"
"567","0500000US06027","Inyo County","California",19016,"CA"
"568","0500000US29157","Perry County","Missouri",18956,"MO"
"569","0500000US40091","McIntosh County","Oklahoma",18941,"OK"
"570","0500000US21001","Adair County","Kentucky",18903,"KY"
"571","0500000US13231","Pike County","Georgia",18889,"GA"
"572","0500000US45081","Saluda County","South Carolina",18862,"SC"
"573","0500000US28141","Tishomingo County","Mississippi",18850,"MS"
"574","0500000US21097","Harrison County","Kentucky",18692,"KY"
"575","0500000US28025","Clay County","Mississippi",18636,"MS"
"576","0500000US05121","Randolph County","Arkansas",18571,"AR"
"577","0500000US29186","Ste. Genevieve County","Missouri",18479,"MO"
"578","0500000US28131","Stone County","Mississippi",18333,"MS"
"579","0500000US48035","Bosque County","Texas",18235,"TX"
"580","0500000US13019","Berrien County","Georgia",18160,"GA"
"581","0500000US29003","Andrew County","Missouri",18135,"MO"
"582","0500000US55113","Sawyer County","Wisconsin",18074,"WI"
"583","0500000US13011","Banks County","Georgia",18035,"GA"
"584","0500000US13025","Brantley County","Georgia",18021,"GA"
"585","0500000US05053","Grant County","Arkansas",17958,"AR"
"586","0500000US37015","Bertie County","North Carolina",17934,"NC"
"587","0500000US28007","Attala County","Mississippi",17889,"MS"
"588","0500000US53055","San Juan County","Washington",17788,"WA"
"589","0500000US28159","Winston County","Mississippi",17714,"MS"
"590","0500000US48051","Burleson County","Texas",17642,"TX"
"591","0500000US55103","Richland County","Wisconsin",17304,"WI"
"592","0500000US05135","Sharp County","Arkansas",17271,"AR"
"593","0500000US13075","Cook County","Georgia",17229,"GA"
"594","0500000US05001","Arkansas County","Arkansas",17149,"AR"
"595","0500000US01067","Henry County","Alabama",17146,"AL"
"596","0500000US21161","Mason County","Kentucky",17120,"KY"
"597","0500000US28017","Chickasaw County","Mississippi",17106,"MS"
"598","0500000US05047","Franklin County","Arkansas",17097,"AR"
"599","0500000US54065","Morgan County","West Virginia",17063,"WV"
"600","0500000US54041","Lewis County","West Virginia",17033,"WV"
"601","0500000US28051","Holmes County","Mississippi",17000,"MS"
"602","0500000US21079","Garrard County","Kentucky",16953,"KY"
"603","0500000US21147","McCreary County","Kentucky",16888,"KY"
"604","0500000US05037","Cross County","Arkansas",16833,"AR"
"605","0500000US05089","Marion County","Arkansas",16826,"AR"
"606","0500000US46127","Union County","South Dakota",16811,"SD"
"607","0500000US23021","Piscataquis County","Maine",16800,"ME"
"608","1600000US5111230","Bull Run CDP (Prince William County)","Virginia",16794,"VA"
"609","0500000US48395","Robertson County","Texas",16757,"TX"
"610","0500000US18139","Rush County","Indiana",16752,"IN"
"611","0500000US54091","Taylor County","West Virginia",16705,"WV"
"612","0500000US17147","Piatt County","Illinois",16673,"IL"
"613","0500000US41001","Baker County","Oregon",16668,"OR"
"614","0500000US05107","Phillips County","Arkansas",16568,"AR"
"615","0500000US16049","Idaho County","Idaho",16541,"ID"
"616","0500000US45061","Lee County","South Carolina",16531,"SC"
"617","0500000US55013","Burnett County","Wisconsin",16526,"WI"
"618","0500000US05087","Madison County","Arkansas",16521,"AR"
"619","0500000US18045","Fountain County","Indiana",16479,"IN"
"620","0500000US28061","Jasper County","Mississippi",16367,"MS"
"621","0500000US01057","Fayette County","Alabama",16321,"AL"
"622","0500000US21127","Lawrence County","Kentucky",16293,"KY"
"623","0500000US05075","Lawrence County","Arkansas",16216,"AR"
"624","0500000US13183","Long County","Georgia",16168,"GA"
"625","0500000US18121","Parke County","Indiana",16156,"IN"
"626","0500000US29013","Bates County","Missouri",16042,"MO"
"627","0500000US21203","Rockcastle County","Kentucky",16037,"KY"
"628","0500000US27065","Kanabec County","Minnesota",16032,"MN"
"629","0500000US55003","Ashland County","Wisconsin",16027,"WI"
"630","0500000US21045","Casey County","Kentucky",15941,"KY"
"631","0500000US20133","Neosho County","Kansas",15904,"KS"
