state,nces_original_name,gov_unit_original_name,name,ncesid,censusid,student,acfrs_original_name
NJ,Haddon Township School District,haddon twp sch dist,haddon,3406360,31500401500000,2087.00000,township of haddon school district
NJ,Hainesport Township School District,hainesport twp sch dist,hainesport,3406420,31500301100000,565.00000,NA
NJ,Haledon Public School District,haledon public sch dist,haledon,3406450,31501600200000,1044.00000,school district of the borough of haledon
NJ,Hamburg School District,hamburg borough school district,hamburg,3406480,31501900800000,253.00000,NA
NJ,Hammonton School District,hammonton town sch dist,hammonton,3406570,31500100600000,3561.00000,town of hammonton school district
NJ,Hampton Borough School District,hampton boro sch dist,hampton,3406600,31501001300000,87.00000,NA
NJ,Hanover Park Regional High School District,hanover park high school dist,hanover park regional,3406660,31501401100000,1489.00000,NA
NJ,Hanover Township School District,hanover twp sch dist,hanover,3406690,31501401200000,1362.00000,NA
NJ,Harding Township School District,harding twp sch dist,harding,3406720,31501401300000,277.00000,NA
NJ,Hardyston Township School District,hardyston twp sch dist,hardyston,3406780,31501901000000,666.00000,NA
NJ,HARMONY TOWNSHIP SCHOOL DISTRICT,harmony twp sch dist,harmony,3406810,31502101000000,238.00000,NA
NJ,Harrington Park School District,harrington park boro sch,harrington park,3406840,31500202100000,628.00000,NA
NJ,Harrison Public Schools,harrison city school district,harrison public,3406870,31200900430100,2318.00000,NA
NJ,Hasbrouck Heights School District,hasbrouck heights boro school dist,hasbrouck heights,3406930,31500202200000,1795.00000,hasbrouck heights board of education
NJ,Haworth Public School District,haworth boro sch dist,haworth,3406960,31500202300000,395.00000,NA
NJ,Hawthorne Public School District,hawthorne boro sch dist,hawthorne,3406990,31501600300000,2367.00000,borough of hawthorne school district
NJ,Henry Hudson Regional School District,henry hudson regional sch dist,henry hudson regional,3407050,31501350200000,342.00000,NA
NJ,High Bridge Borough School District,high bridge boro sch dist,high bridge,3407110,31501001400000,362.00000,NA
NJ,High Point Regional High School District,high pt regional dist,high point regional,3407140,31501970100000,885.00000,NA
NJ,Highland Park Boro School District,highland park boro school dist,highland park,3407170,31501200600000,1611.00000,highland park borough public school district
NJ,Highlands Borough School District,highlands boro sch dist,highlands,3407200,31501301500000,183.00000,NA
NJ,Hillsdale School District,hillsdale boro sch dist,hillsdale,3407260,31500202400000,1118.00000,NA
NJ,Ho-Ho-Kus School District,hohokus boro sch dist,ho ho kus,3407320,31500202500000,607.00000,NA
NJ,Holland Township School District,holland twp sch dist,holland,3407380,31501001500000,525.00000,NA
NJ,Hopatcong Borough School District,hopatcong school dist,hopatcong,3407440,31501970200000,1522.00000,hopatcong borough school district
NJ,Hope Township School District,hope twp sch dist,hope,3407470,31502101100000,125.00000,NA
NJ,Hopewell Township School District,hopewell twp sch dist,hopewell,3407500,31500600600000,497.00000,NA
NJ,Hopewell Valley Regional School District,hopewell valley reg sch dist,hopewell valley regional,3407530,31501100500000,3467.00000,hopewell valley regional school district
NJ,Hunterdon Central Regional High School District,hunterdon central high sch dist,hunterdon central regional,3407590,31501001600000,2756.00000,hunterdon central regional high school district
NJ,Island Heights School District,island heights boro sch dist,island heights,3407710,31501500800000,116.00000,NA
NJ,Jamesburg Public School District,jamesburg boro sch dist,jamesburg,3407770,31501200700000,715.00000,borough of jamesburg school district
NJ,Jersey City Public Schools,jersey city school system,jersey public,3407830,31000000030100,29113.00000,NA
NJ,Keansburg School District,keansburg boro sch dist,keansburg,3407860,31501301900000,1696.00000,keansburg public school district
NJ,Kearny,kearny town school dist,kearny,3407890,31500990700000,5394.00000,kearny board of education
NJ,Kenilworth School District,kenilworth boro sch dist,kenilworth,3407920,31502000600000,1455.00000,NA
NJ,Keyport School District,keyport boro sch dist,keyport,3407950,31501302000000,1044.00000,borough of keyport school district
NJ,Kingsway Regional School District,kingsway regional high school dist,kingsway regional,3407980,31500870200000,2868.00000,kingsway regional school district
NJ,Kingwood Township School District,kingwood twp sch dist,kingwood,3408010,31501001700000,359.00000,NA
NJ,Kinnelon School District,kinnelon boro sch dist,kinnelon,3408040,31501401500000,1728.00000,NA
NJ,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,kipp: cooper norcross a new jersey nonprofit corporation,kipp: cooper norcross a new jersey nonprofit corporation,3400777,31634007770000,1513.00000,NA
NJ,Kittatinny Regional School District,kittatinny regional sch dist,kittatinny regional,3408060,31501990200000,910.00000,NA
NJ,Knowlton Township School District,knowlton twp sch dist,knowlton,3408070,31502101300000,155.00000,NA
NJ,Lacey Township School District,lacey twp sch dist,lacey,3408100,31501501000000,3985.00000,NA
NJ,Lafayette Township School District,lafayette twp sch dist,lafayette,3408130,31501901100000,197.00000,NA
NJ,Lakehurst School District,lakehurst boro sch dist,lakehurst,3408160,31501501100000,389.00000,school district of lakehurst
NJ,Lakeland Regional High School District,lakeland high sch dist,lakeland regional,3408190,31501650100000,972.00000,NA
NJ,Laurel Springs School District,laurel spgs boro sch dist,laurel springs,3408280,31500401900000,187.00000,NA
NJ,Lavallette Borough School District,lavallette boro sch dist,lavallette,3408310,31501501300000,152.00000,NA
NJ,Lawnside School Distric,lawnside boro sch dist,lawnside school distric,3408340,31500402000000,313.00000,NA
NJ,Lebanon Borough School District,lebanon borough school district,lebanon,3408430,31501001900000,99.00000,NA
NJ,Lebanon Township School District,lebanon twp sch dist,lebanon,3408460,31501002000000,626.00000,NA
NJ,Lenape Valley Regional High School District,lenape valley regional high sch dist,lenape valley regional,3408500,31501990300000,656.00000,NA
NJ,Leonia Public School District,leonia boro sch dist,leonia,3408520,31500202600000,2045.00000,leonia board of education
NJ,Lincoln Park School District,lincoln park boro school dist,lincoln park,3408580,31501401600000,917.00000,NA
NJ,Linden Public School District,linden city school dist,linden,3408610,31502090100000,6354.00000,city of linden board of education
NJ,Lindenwold Public School District,lindenwold boro sch dist,lindenwold,3408640,31500402100000,3078.00000,borough of lindenwold school district
NJ,Linwood City School District,linwood city school district,linwood,3408670,31200101030100,822.00000,NA
NJ,Little Falls Township Public School District,little falls twp sch dist,little falls,3408730,31501600400000,894.00000,NA
NJ,Little Ferry Public School District,little ferry boro sch dist,little ferry,3408760,31500202700000,886.00000,little ferry board of education
NJ,Little Silver Boro School District,little silver borough sch dist,little silver,3408790,31501302100000,835.00000,NA
NJ,Lodi School District,lodi boro sch dist,lodi,3408850,31500202800000,3248.00000,lodi board of education
NJ,Logan Township School District,logan twp sch dist,logan,3408880,31500800900000,847.00000,NA
NJ,Long Beach Island Consolidated School District,long beach island sch dist,long beach island consolidated,3408910,31501501500000,224.00000,NA
NJ,LONG BRANCH PUBLIC SCHOOL District,long branch city sch dist,long branch,3408940,31501360200000,5853.00000,city of long branch school district
NJ,Long Hill Township School District,long hill twp school dist,long hill,3412660,31501403100000,894.00000,NA
NJ,Lopatcong Township School District,lopatcong twp sch dist,lopatcong,3409000,31502101500000,736.00000,NA
NJ,The Lower Alloways Creek School District,lower alloway creek twp school dist,the lower alloways creek,3409030,31501700400000,163.00000,NA
NJ,Lower Cape May Regional School District,lower cape may reg school dist,lower cape may regional,3409090,31500550100000,1321.00000,lower cape may regional school district
NJ,Madison Public School District,madison boro sch dist,madison,3409240,31501401700000,2636.00000,NA
NJ,Magnolia School District,magnolia boro sch dist,magnolia,3409300,31500402300000,408.00000,NA
NJ,Mainland Regional High School,mainland reg high school dist,mainland regional,3409360,31500150200000,1248.00000,mainland regional high school district
NJ,Manalapan-Englishtown Regional Schools School District,manalapan-englishtown reg sch dist,manalapan englishtown regional,3409390,31501302200000,4910.00000,manalapan-englishtown regional school district
NJ,Manasquan School District,manasquan boro sch dist,manasquan,3409420,31501302300000,1516.00000,NA
NJ,Mannington Township School District,mannington twp sch dist,mannington,3409480,31501700600000,194.00000,NA
NJ,Mansfield Township Elementary School District,mansfield twp sch dist,mansfield elementary,3409540,31502101600000,584.00000,NA
NJ,Mansfield Township School District,mansfield twp sch dist,mansfield,3409510,31500301300000,545.00000,NA
NJ,Manville School District,manville boro sch dist,manville,3409630,31501801100000,1601.00000,borough of manville school district
NJ,Margate City School District,margate city school district,margate,3409690,31200101230100,360.00000,NA
NJ,Mastery Schools of Camden Inc.,mastery schools of camden inc.,mastery of camden inc,3400772,31634007720000,2631.00000,NA
NJ,Matawan-Aberdeen Regional School District,matawan-aberdeen reg sch dist,matawan aberdeen regional,3409750,31501302500000,3882.00000,matawan-abredeen regional school district
NJ,Maurice River Township School District,maurice river twp sch dist,maurice river,3409780,31500600800000,422.00000,NA
NJ,Maywood School District,maywood boro sch dist,maywood,3409810,31500203100000,984.00000,NA
NJ,Medford Lakes School District,medford lakes borough sch dist,medford lakes,3409840,31500301600000,527.00000,NA
NJ,Mendham Borough School District,mendham boro sch dist,mendham,3409900,31501401800000,491.00000,NA
NJ,Mendham Township School District,mendham twp sch dist,mendham,3409930,31501401900000,729.00000,NA
NJ,Merchantville School District,merchantville boro sch dist,merchantville,3409960,31500402400000,443.00000,NA
NJ,Metuchen Public School District,metuchen boro sch dist,metuchen,3409990,31501200900000,2300.00000,metuchen board of education
NJ,Middlesex Borough School District,middlesex boro sch dist,middlesex,3410050,31501201000000,2090.00000,borough of middlesex school district
NJ,Midland Park School District,midland park sch dist,midland park,3410140,31500203200000,914.00000,NA
NJ,Milford Borough School District,milford boro sch dist,milford,3410170,31501002100000,61.00000,NA
NJ,Millstone Township School District,millstone twp sch dist,millstone,3410230,31501302700000,1093.00000,NA
NJ,Milltown School District,milltown boro sch dist,milltown,3410290,31501201100000,802.00000,NA
NJ,Millville School District,millville city school district,millville,3410320,31500620100000,5323.00000,city of millville board of education
NJ,Mine Hill Township School District,mine hill twp sch dist,mine hill,3410350,31501402000000,340.00000,NA
NJ,Monmouth Beach School District,monmouth beach boro sch dist,monmouth beach,3410380,31501302800000,232.00000,NA
NJ,Monmouth Regional High School,monmouth reg high school dist,monmouth regional,3410440,31501350100000,961.00000,NA
NJ,Montague Township School District,montague twp sch dist,montague,3410530,31501901200000,244.00000,NA
NJ,Montgomery Township School District,montgomery twp sch dist,montgomery,3410590,31501801300000,4701.00000,township of montgomery school district
NJ,Montvale Board of Education School District,montvale boro school dist,montvale board of education,3410620,31500203300000,997.00000,NA
NJ,Moonachie School District,moonachie boro sch dist,moonachie,3410680,31500203400000,347.00000,NA
NJ,Morris Hills Regional School District,morris hills regional dist,morris hills regional,3410740,31501402300000,2778.00000,morris hills regional school district
NJ,Morris Plains School District,morris plains sch dist,morris plains,3410770,31501402400000,600.00000,NA
NJ,Mount Arlington Public School District,mount arlington boro sch dist,mount arlington,3410860,31501402600000,369.00000,NA
NJ,Mount Laurel Township School District,mount laurel twp sch dist,mount laurel,3410950,31500301900000,4259.00000,township of mount laurel school district
NJ,Mount Olive Township School District,mount olive twp sch dist,mount olive,3410980,31501402700000,4692.00000,NA
NJ,Mountain Lakes Public School District,mountain lakes boro sch dist,mountain lakes,3411010,31501402800000,1379.00000,NA
NJ,Mountainside School District,mountainside boro school dist,mountainside,3411040,31502000700000,755.00000,NA
NJ,Mt. Ephraim School District,mt ephraim boro sch dist,mt ephraim,3410890,31500402500000,430.00000,NA
NJ,National Park Boro School District,national park boro school dist,national park,3411100,31500801200000,286.00000,NA
NJ,Neptune City School District,neptune city boro school dist,neptune,3411130,31501302900000,272.00000,NA
NJ,Netcong School District,netcong boro sch dist,netcong,3411190,31501402900000,292.00000,NA
NJ,New Milford Public School District,new milford boro sch dist,new milford,3411280,31500203500000,2008.00000,new milford board of education
NJ,New Providence School District,new providence boro sch dist,new providence,3411310,31502000800000,2439.00000,NA
NJ,Newark Public School District,newark city school system,newark,3411340,31000000030200,41629.00000,newark board of education
NJ,NEWTON PUBLIC SCHOOL DISTRICT,newton town sch dist,newton,3411400,31501901300000,1631.00000,town of newton school district
NJ,Northern Burlington County Regional School District,north burlington county regional high school district,northern burlington county regional,3411700,31500350200000,2193.00000,NA
NJ,North Caldwell School District,north caldwell boro sch dist,north caldwell,3411520,31500700900000,695.00000,NA
NJ,North Haledon School District,north haledon borough school district,north haledon,3411550,31501600500000,624.00000,NA
NJ,North Hunterdon-Voorhees Regional High School District,north hunterdon-voorhees reg sch dist,north hunterdon voorhees regional,3411610,31501002200000,2431.00000,NA
NJ,North Plainfield School District,north plainfield boro school dist,north plainfield,3411640,31501801400000,3456.00000,borough of north plainfield school district
NJ,North Warren Regional School District,north warren reg sch dist,north warren regional,3409550,31502180100000,763.00000,NA
NJ,North Wildwood School District,north wildwood city school dist,north wildwood,3411670,31500590300000,217.00000,NA
NJ,Northern Highlands Regional High School District,northern highlands reg high school dist,northern highlands regional,3411730,31500270100000,1432.00000,NA
NJ,Northern Valley Regional High School District,northern valley reg high school district,northern valley regional,3411760,31500203700000,2156.00000,northern valley regional high school district
NJ,Northfield City School District,northfield city school dist,northfield,3411790,31500190100000,973.00000,city of northfield board of education
NJ,Northvale Public School District,northvale boro sch dist,northvale,3411820,31500203800000,558.00000,NA
NJ,Norwood Public School District,norwood boro sch dist,norwood,3411850,31500203900000,620.00000,NA
NJ,Nutley Public School District,nutley town sch dist,nutley,3411880,31500701000000,4125.00000,nutley board of education
NJ,Oakland Public School District,oakland boro sch dist,oakland,3411910,31500204000000,1360.00000,NA
NJ,Oaklyn Public School District,oaklyn boro sch dist,oaklyn,3411940,31500402600000,282.00000,NA
NJ,Ocean Gate School District,ocean gate boro sch dist,ocean gate,3412030,31501501900000,132.00000,NA
NJ,Oceanport School District,oceanport boro sch dist,oceanport,3412120,31501303200000,600.00000,NA
NJ,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,office of education department of children and families,office of education department of children and families,3400085,31634000850000,393.00000,NA
NJ,OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION,office of education juvenile justice commission,office of education juvenile justice commission,3400089,31634000890000,157.00000,NA
NJ,OFFICE OF EDUCATIONAL SERVICES DEPARTMENT OF CORRECTIONS,office of educational services department of corrections,office of educational services department of corrections,3400088,31634000880000,132.00000,NA
NJ,Ogdensburg Borough School District,ogdensburg boro sch dist,ogdensburg,3412150,31501901400000,257.00000,NA
NJ,Old Tappan Public School District,old tappan boro sch dist,old tappan,3412180,31500204100000,672.00000,NA
NJ,Oldmans Township School District,oldmans twp sch dist,oldmans,3412210,31501700700000,284.00000,NA
NJ,Oradell Public School District,oradell boro sch dist,oradell,3412240,31500204200000,768.00000,NA
NJ,ORANGE BOARD OF EDUCATION School District,orange city township school district,orange board of education,3412270,31300761530100,5802.00000,NA
NJ,Oxford Township School District,oxford twp sch dist,oxford,3412300,31502101700000,267.00000,NA
NJ,Palisades Park School District,palisades park boro sch dist,palisades park,3412360,31500204300000,1846.00000,palisades park board of education
NJ,Palmyra Public School District,palymra boro sch dist,palmyra,3412390,31500302200000,940.00000,borough of palmyra school district
