state,nces_original_name,gov_unit_original_name,ncesid,censusid,acfrs_original_name
MI,Van Buren Public Schools,van buren pub sch dist,2634560,23508205200000, Van Buren Intermediate School District 
MO,VAN BUREN R-I,van buren sch dist r 1,2930750,26501802900000,NA
AR,VAN BUREN SCHOOL DISTRICT,van buren sch dist 42,0513410,04501700500000, Van Buren School District 42 
MI,Van Dyke Public Schools,van dyke pub sch dist,2634680,23505002800000, Van Dyke Public Schools 
NY,VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT,van hornesville-owen young cntrl sch dist,3622200,33502201400000,NA
TX,VAN ISD,van independent sch dist 906,4843920,44523401100000, Van Independent School District 
IA,Van Meter Comm School District,van meter community school district,1929010,16502502500000, Van Meter Community School District 
TX,VAN VLECK ISD,van vleck ind sch dist 906,4843950,44516100500000, Van Vleck Independent School District 
OH,Van Wert City,van wert city sch dist,3910023,36508100600000, Van Wert City School District 
MO,VAN-FAR R-I,van-far school district r 1,2930780,26500402400000,NA
NC,Vance County Schools,vance co sch,3704650,34109109130100, Vance County Board of Education 
ME,Vanceboro Public Schools,vanceboro town schools,2313080,20301504130100,NA
WA,Vancouver School District,vancouver school district 37,5309270,48500601300000, Vancouver School District No. 37 
IL,Vandalia CUSD 203,vandalia community unit school district 203,1740140,14502600600000, Vandalia Community Unit School District 203 
OH,Vandalia-Butler City,vandalia-butler city school dist,3904495,36505700200000, Vandalia-Butler City School District 
MI,Vanderbilt Area Schools,vanderbilt area sch dist,2634620,23506901300000, Vanderbilt Area Schools 
MI,Vandercook Lake Public Schools,vandercook lake sch dist,2634650,23503803900000, Vandercook Lake Public Schools 
OH,Vanlue Local,vanlue local sch dist,3904747,36503200900000,NA
OK,VANOSS,vanoss sch dist 9,4030960,37506202700000, Vanoss School District No. I-9 
OK,VARNUM,varnum school district 7,4030990,37506702300000, Varnum School District No. I-7 
WA,Vashon Island School District,vashon island school district 402,5309300,48501702400000, Vashon Island School District No 402 
ME,Vassalboro Public Schools,vassalboro town schools,2313110,20300602330100,NA
MI,Vassar Public Schools,vassar public schools,2634710,23507908500000, Vassar Public Schools 
MT,Vaughn Elem,vaughn public school dist 74,3005850,27500703900000,NA
NM,VAUGHN MUNICIPAL SCHOOLS,vaughn school district,3500001,32501000300000,NA
ME,Veazie Public Schools,veazie public schools,2313140,20301005830100,NA
TX,VEGA ISD,vega ind sch dist 902,4843980,44518000300000, Vega Independent School District 
OK,VELMA-ALMA,velma-alma school district #15,4031020,37506901800000, Velma-Alma School District I-15 
ND,VELVA 1,velva spec sch dist 1,3817040,35502504900000,NA
IL,Venice CUSD 3,venice community unit school district 3,1740200,14506001300000,NA
NJ,Ventnor City School District,ventnor city school district,3416680,31200101730100,NA
CA,Ventura County Office of Education,ventura co spl schs oper by co supt,0691047,05105605530100,NA
CA,Ventura Unified,ventura unif sch dist,0640980,05505603500000, Ventura Unified School District 
TX,VENUS ISD,venus ind sch dist 908,4844010,44512601500000, Venus Independent School District 
OK,VERDEN,verden sch dist 99,4031080,37502603200000, Verden School District I-99 
OK,VERDIGRIS,verdigris sch dist 8,4031110,37506602100000, Verdigris School District No. I-8 
TX,VERIBEST ISD,veribest independent sch district 908,4844040,44522601200000, Veribest Independent School District 
IL,Vermilion Assoc for Spec Educ,vermilion association of special education,1740220,14509220100000, Vermilion Association of Special Education 
OH,Vermilion Local,vermilion local sch dist,3904682,36502200800000, Vermilion Local School District 
LA,Vermilion Parish,vermilion parish school district,2201800,19505700100000,NA
IL,Vermilion ROE,vermilion roe,1700211,14617002110000,NA
KS,Vermillion,vermillion unified school district 380,2004560,17505903600000,NA
SD,Vermillion School District 13-1,vermillion school district 13-1,4674370,42501404700000, Vermillion School District No. 13-1 
MN,VERNDALE PUBLIC SCHOOL DISTRICT,verndale ind sch dist 818,2740920,24508000200000,NA
AZ,Vernon Elementary District (4162),vernon elementary school district 9,0400022,03500140200000,NA
TX,VERNON ISD,vernon cons ind sch dist 903,4844110,44524400600000, Vernon Independent School District 
LA,Vernon Parish,vernon parish school district,2201830,19505800100000,NA
CT,Vernon School District,vernon town schools,0904680,07300701230100,NA
VT,Vernon School District,vernon town sch dist,5008310,46501301700000,NA
NJ,Vernon Township School District,vernon twp sch dist,3416710,31501902000000, Vernon Township School District 
OR,Vernonia SD 47J,vernonia sch dist 47 j,4112930,38500502400000,NA
WI,Verona Area School District,verona area school district,5515330,50501314400000, Verona Area School District 
NJ,Verona Public School District,verona boro sch dist,3416740,31500701300000,NA
MO,VERONA R-VII,verona sch dist r 7,2930810,26505503800000,NA
MI,Verona Township S/D #1F,verona twp sch dist 1 fr,2634860,23503208000000,NA
OH,Versailles Exempted Village,versailles ex sch dist,3904563,36501901500000,NA
MI,Vestaburg Community Schools,vestaburg community schools,2634920,23505905700000, Vestaburg Community Schools 
NY,VESTAL CENTRAL SCHOOL DISTRICT,vestal central sch dist,3629610,33500402600000, Vestal Central School District 
AL,Vestavia Hills City,vestavia hills city school district,0103430,01503780400000, Vestavia Hills Board of Education 
OK,VIAN,vian sch dist 2,4031140,37506803600000, Vian School District I-2 
SD,Viborg-Hurley School District 60-6,viborg-hurley school district 60-6,4674520,42506303800000,NA
OK,VICI,vici sch dist 5,4031170,37502200800000, Vici School District I-5 
MI,Vicksburg Community Schools,vicksburg community schools,2634950,23503903100000, Vicksburg Community Schools 
MS,VICKSBURG WARREN SCHOOL DIST,vicksburg-warren co sch dist,2804470,25507550100000, Vicksburg-Warren School District 
NY,VICTOR CENTRAL SCHOOL DISTRICT,victor central sch dist,3629640,33503502200000, Victor Central School District 
CA,Victor Elementary,victor elem sch dist,0641040,05503605600000, Victor Elementary School District 
MT,Victor K-12 Schools,victor k-12 school district,3027270,27504140600000,NA
CA,Victor Valley Union High,victor valley jt union high school dist,0636972,05503605700000,NA
KS,Victoria,victoria unified school district 432,2012600,17502603200000,NA
TX,VICTORIA ISD,victoria ind sch dist 902,4844150,44523501200000, Victoria Independent School District 
MT,Vida Elem,vida elem dist 134,3027340,27502802300000,NA
GA,Vidalia City,vidalia ind sch dist,1305340,11513800200000,NA
TX,VIDOR ISD,vidor ind sch dist 907,4844160,44518100800000, Vidor Independent School District 
IL,Vienna HSD 133,vienna township high school district 13-3,1740290,14504402600000,NA
IL,Vienna SD 55,vienna school district 55,1740260,14504402500000,NA
IN,Vigo County School Corp,vigo county school corporation,1812090,15508450100000, Vigo County School Corporation 
IL,Villa Grove CUSD 302,villa grove community unit school district 302,1740320,14502100500000,NA
IA,Villisca Comm School District,villisca community school district,1929280,16506902700000, Villisca Community School District 
AR,VILONIA SCHOOL DISTRICT,vilonia sch dist,0513530,04502300700000,NA
IN,Vincennes Community School Corp,vincennes community school corporation,1812120,15504200900000, Vincennes Community School Corporation 
CA,Vineland Elementary,vineland elem sch dist,0641130,05501505600000, Vineland Elementary School District 
NJ,Vineland Public School District,vineland school district,3416800,31500640100000,NA
OK,VINITA,vinita sch dist 65,4031290,37501802500000, Vinita School District I-65 
OH,Vinton County Local,vinton co local sch dist,3905039,36508200100000, Vinton County Local School District 
IA,Vinton-Shellsburg Comm School District,vinton-shellsburg community school district,1929310,16500602500000, Vinton-Shellsburg Community School District 
AR,VIOLA SCHOOL DISTRICT,viola sch dist,0513560,04502500400000,NA
IL,Virginia CUSD 64,virginia community unit school district 64,1740410,14500900400000,NA
WI,Viroqua Area School District,viroqua area school district 1,5515360,50506310800000,NA
CA,Visalia Unified,visalia unified school dist,0641160,05505406700000, Visalia Unified School District 
CA,Vista del Mar Union,vista del mar elem sch dist,0641220,05504203400000, Vista Del Mar Union Elementary School District 
CA,Vista Unified,vista unified sch dist,0641190,05503705100000, Vista Unified School District 
CT,Voluntown School District,voluntown school district,0904710,07300601830100,NA
FL,VOLUSIA,volusia county school district,1201920,10506400100000, Volusia County District School Board 
NJ,Voorhees Township School District,voorhees twp sch dist,3416830,31500403400000, Voorhees Township School District 
NY,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,voorheesville central sch,3629670,33500101500000,NA
VA,VSDB-STAUNTON,vsdb-staunton,5100058,47651000580000,NA
TX,VYSEHRAD ISD,vysehrad ind sch dist 904,4844250,44514301700000, Vysehrad Independent School District 
IL,W Harvey-Dixmoor PSD 147,west harvey dix moor public school district 147,1718480,14501615000000,NA
WA,Wa He Lut Indian School,NA,5900185,NA,NA
IN,Wa-Nee Community Schools,wa nee community school district,1812240,15502001400000, Wa-Nee Community Schools 
IL,Wabash & Ohio Valley Sp Ed Dist,wabash and ohio valley special education district,1740480,14509740100000,NA
IN,Wabash City Schools,wabash city schools,1812150,15508500800000,NA
IL,Wabash CUSD 348,wabash community unit school district 348,1740470,14509300200000, Wabash Community Unit School District 348 
MN,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,wabasha-kellogg isd 811,2741060,24507904500000,NA
MN,WABASSO PUBLIC SCHOOL DISTRICT,wabasso sch dist 640,2741430,24506403800000,NA
KS,Wabaunsee,wabaunsee unified school district 329,2003240,17509950100000,NA
WI,Wabeno Area School District,wabeno joint school district 1,5515390,50502100400000,NA
MA,Wachusett,wachusett reg sch dist,2511880,22501400100000,NA
IA,Waco Comm School District,waco community school district,1929490,16504405600000, Waco Community School District 
TX,WACO ISD,waco ind sch dist 914,4844280,44515502000000,NA
KS,Waconda,waconda unified school district 272,2004470,17506200400000,NA
MN,WACONIA PUBLIC SCHOOL DISTRICT,waconia sch dist 110,2741460,24501003900000, Waconia Public Schools ISD 110 
MN,WADENA-DEER CREEK SCHOOL DISTRICT,wadena/deer creek public school dist 543,2700022,24508000300000,NA
OH,Wadsworth City,wadsworth city sch dist,3910029,36505201200000, Wadsworth City School District 
TX,WAELDER ISD,waelder ind sch dist 905,4844310,44508900400000, Waelder Independent School District 
SD,Wagner Community School District 11-4,wagner community school district 11-4,4675420,42501208600000, Wagner Community School District No. 11-4 
NM,WAGON MOUND PUBLIC SCHOOLS,wagon mound school district 12,3502730,32501800200000,NA
OK,WAGONER,wagoner sch dist 19,4031350,37507302800000, Wagoner Public School District I-19 
WA,Wahkiakum School District,wahkiakum school district 200,5309330,48503570100000,NA
WA,Wahluke School District,wahluke school district 73,5309360,48501350100000, Wahluke School District No. 73 
NE,WAHOO PUBLIC SCHOOLS,wahoo public sch dist 39,3178210,28507810600000, Wahoo Public School District No. 39 
ND,WAHPETON 37,wahpeton public school dist #37,3819020,35503903700000, Wahpeton Public School District No. 37 
NY,WAINSCOTT COMMON SCHOOL DISTRICT,wainscott common sch dist,3629760,33505203400000,NA
OK,WAINWRIGHT,wainright sch dist 9,4031380,37505105300000,NA
VT,Waits River Valley USD #36,waits river valley union sch dist 36,5008242,46500960100000,NA
WA,Waitsburg School District,waitsburg school district 401-100,5309390,48503601100000,NA
NC,Wake County Schools,wake county schools,3704720,34109209230100,NA
KS,Wakeeney,wakeeney unified school district 208,2012630,17509802300000,NA
MA,Wakefield,wakefield town sch,2511910,22300903730100,NA
NE,WAKEFIELD PUBLIC SCHOOLS,wakefield pub sch dist 560,3178240,28509060200000, Wakefield Community School District No. 560 
NH,Wakefield School District,wakefield town sch dist,3306780,30500201600000,NA
MI,Wakefield-Marenisco School District,wakefield-marenisco school district,2635010,23502700700000, Wakefield-Marenisco School District 
FL,WAKULLA,wakulla county school district,1201950,10506500100000, Wakulla County District School Board 
TX,WALCOTT ISD,walcott ind sch dist 902,4844370,44505900200000, Walcott Independent School District 
MI,Waldron Area Schools,waldron area schools,2635040,23503001700000, Waldron Area Schools 
AR,WALDRON SCHOOL DISTRICT,waldron sch dist,0513680,04506400200000,NA
NJ,Waldwick School District,waldwick boro sch dist,3416860,31500206400000,NA
MA,Wales,wales public sch,2511940,22300701730100,NA
AL,Walker County,walker county school district,0103450,01506400300000, Walker County Board of Education 
GA,Walker County,walker co sch dist,1305370,11514600200000,NA
MN,WALKER-HACKENSACK-AKELEY SCHL. DIST,walker-hackensack-akeley isd 113,2702910,24501120100000,NA
MI,Walkerville Public Schools,walkerville rural school dist,2635130,23506404100000,NA
TX,WALL ISD,wall ind sch dist 906,4844410,44522601300000, Wall Independent School District 
SD,Wall School District 51-5,wall school district 51-5,4675660,42505206600000,NA
NJ,Wall Township Public School District,wall twp sch dist,3416890,31501304700000, Wall Township Public School District 
