"","name","government_ID","id","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","geo_id","city_town","state.name","population","state.abb","original_name","CITY","COUNTY_AREA_NAME"
"4377","East Carbon","45200490100000",102252,"General Purpose",4875486,4107757,156651,0,0,0,163817,0,407416,0,39845,1364159,100096,0,1132289,-135365,2731909,0,0,0,2596544,FALSE,"1600000US4920890","East Carbon city","Utah",1556,"UT","CITY OF EAST CARBON","EAST CARBON","CARBON"
"4378","Quincy","23201200300000",80370,"General Purpose",8753610,8648000,62096,0,0,43514,0,0,0,0,0,1344436,75486,186763,1106987,210828,2502844,0,0,0,2713672,FALSE,"1600000US2666640","Quincy village","Michigan",1554,"MI","VILLAGE OF QUINCY","QUINCY","BRANCH"
"4379","Watertown","43209500200000",88029,"General Purpose",675841,0,76850,0,0,592238,0,0,6751,0,0,665472,57158,129530,713751,243075,1322837,0,0,0,1565912,FALSE,"1600000US4778320","Watertown city","Tennessee",1553,"TN","CITY OF WATERTOWN","LEBANON","WILSON"
"4380","Grayville","14209700500000",49258,"General Purpose",5401780,3696000,573905,922016,35885,0,173974,0,0,0,0,1376649,0,0,1442175,-270011,3088835,0,0,0,2818824,FALSE,"1600000US1731165","Grayville city","Illinois",1550,"IL","CITY OF GRAYVILLE","GRAYVILLE","WHITE"
"4381","Genola","45202500300000",88546,"General Purpose",395279,310000,44507,0,0,0,40772,0,0,0,0,423632,162605,0,760770,412233,934773,0,0,0,1347007,FALSE,"1600000US4928810","Genola town","Utah",1548,"UT","CITY OF GENOLA","GENOLA","UTAH"
"4382","Mitchell","28207900700000",103093,"General Purpose",3603631,3070000,416011,34750,0,82870,0,0,0,0,0,2461653,12254,0,1292831,-8302,3775040,0,0,0,3766738,FALSE,"1600000US3132410","Mitchell city","Nebraska",1548,"NE","CITY OF MITCHELL","MITCHELL","SCOTTS BLUFF"
"4383","Kimball","43205870100000",87892,"General Purpose",86971,0,51211,0,0,0,0,97684,0,0,35760,229132,59545,9640,2589943,307308,2580952,0,0,0,2888260,FALSE,"1600000US4739400","Kimball town","Tennessee",1545,"TN","TOWN OF KIMBALL","KIMBALL","MARION"
"4384","Moroni","45202000900000",102278,"General Purpose",2477174,1926087,74618,0,0,0,81469,0,0,0,0,948387,118151,414122,526483,427351,1579792,0,0,0,2007143,FALSE,"1600000US4952130","Moroni city","Utah",1544,"UT","CITY OF MORONI","MORONI","SANPETE"
"4385","Slater","16208501200000",114109,"General Purpose",0,1049574,0,91151,0,2390000,268559,0,0,0,29162,967811,267376,31327,1398640,-932665,3597819,0,0,0,2665154,FALSE,"1600000US1973515","Slater city","Iowa",1543,"IA","CITY OF SLATER","SLATER","STORY"
"4386","Pierson","10206400900000",69957,"General Purpose",295752,0,84401,0,0,0,211351,0,0,0,0,362868,0,0,774696,-122599,1260163,0,0,0,1137564,FALSE,"1600000US1256425","Pierson town","Florida",1542,"FL","TOWN OF PIERSON","PIERSON","VOLUSIA"
"4387","Miami","03200400200000",110874,"General Purpose",10815065,0,2143408,154429,0,5147038,3298891,0,6677,48396,64622,1029484,1241660,4232090,1533948,3171040,4866142,0,0,0,8037182,FALSE,"1600000US0446350","Miami town","Arizona",1541,"AZ","TOWN OF MIAMI","MIAMI","GILA"
"4388","Nashville","23200800400000",79945,"General Purpose",2606583,2505097,84907,0,0,0,66626,0,0,0,16579,711288,226662,21000,521493,65877,1414566,0,0,0,1480443,FALSE,"1600000US2656680","Nashville village","Michigan",1537,"MI","VILLAGE OF NASHVILLE","NASHVILLE","BARRY"
"4389","Helena","37200200800000",125474,"General Purpose",242959,0,11340,0,0,231619,0,0,0,0,0,380604,4642,274000,276665,268303,667608,0,0,0,935911,FALSE,"1600000US4033450","Helena town","Oklahoma",1537,"OK","TOWN OF HELENA","HELENA","ALFALFA"
"4390","Lake Hamilton","10205301200000",69475,"General Purpose",5668206,3706151,740810,0,0,1209332,0,0,0,0,11913,1042357,3048,43568,1381007,4178,2465802,0,0,0,2469980,FALSE,"1600000US1237975","Lake Hamilton town","Florida",1537,"FL","TOWN OF LAKE HAMILTON","LAKE HAMILTON","POLK"
"4391","Neligh","28200200400000",108684,"General Purpose",3961598,3070000,399118,0,0,213731,0,0,0,0,0,3064761,204506,26579,1702693,729275,4269264,0,0,0,4998539,FALSE,"1600000US3133775","Neligh city","Nebraska",1536,"NE","CITY OF NELIGH","NELIGH","ANTELOPE"
"4392","Zilwaukee","23207370100000",81287,"General Purpose",2364563,2297850,66713,0,0,0,0,0,0,0,0,901946,294728,0,694987,81330,1810331,0,0,0,1891661,FALSE,"1600000US2689320","Zilwaukee city","Michigan",1534,"MI","CITY OF ZILWAUKEE","SAGINAW","SAGINAW"
"4393","Orwell","36200400900000",98375,"General Purpose",0,1384100,0,0,478255,0,0,0,0,0,0,383428,377746,0,2043519,1158219,1646474,0,0,0,2804693,FALSE,"1600000US3958856","Orwell village","Ohio",1533,"OH","VILLAGE OF ORWELL","ORWELL","ASHTABULA"
"4394","Elk Rapids","23200500300000",78541,"General Purpose",11500673,9571447,742855,264404,0,0,800807,0,0,0,121160,3086326,616649,0,1721170,377306,5046839,0,0,0,5424145,FALSE,"1600000US2625320","Elk Rapids village","Michigan",1529,"MI","VILLAGE OF ELK RAPIDS","ELK RAPIDS","ANTRIM"
"4395","Callahan","10204500200000",68712,"General Purpose",1536496,700435,100149,0,49000,0,561814,0,0,0,16098,1086134,78182,0,954571,-296130,2415017,0,0,0,2118887,FALSE,"1600000US1209700","Callahan town","Florida",1526,"FL","TOWN OF CALLAHAN","CALLAHAN","NASSAU"
"4396","Birch Run (Saginaw County)","23207300100000",93429,"General Purpose",383516,0,184417,0,0,0,199099,0,0,0,0,1540451,375845,0,606350,564972,1957674,0,0,0,2522646,FALSE,"1600000US2608540","Birch Run village","Michigan",1525,"MI","VILLAGE OF BIRCH RUN","BIRCH RUN","SAGINAW"
"4397","Oakland","16207801000000",114034,"General Purpose",0,0,0,0,0,3530000,251921,0,0,0,148717,1218440,489505,0,3338121,-7785,5053851,0,0,0,5046066,FALSE,"1600000US1958080","Oakland city","Iowa",1524,"IA","CITY OF OAKLAND","OAKLAND","POTTAWATTAMIE"
"4398","Fulton","44200460100000",129456,"General Purpose",3615195,2110000,1252614,2245,0,77521,133791,0,29784,0,9240,614190,435617,1987333,1184781,1935478,2286443,0,0,0,4221921,FALSE,"1600000US4827888","Fulton town","Texas",1523,"TX","TOWN OF FULTON","FULTON","ARANSAS"
"4399","Benton","43207000100000",106572,"General Purpose",982976,763644,49035,0,0,170298,0,8742,0,0,0,1045833,318298,477121,907071,494847,2253475,0,0,0,2748323,FALSE,"1600000US4705040","Benton town","Tennessee",1523,"TN","TOWN OF BENTON","BENTON","POLK"
"4400","Wakefield","28202600900000",120798,"General Purpose",1342239,100000,303516,0,0,938723,0,0,0,0,0,4560170,85182,757585,1059586,237414,6225109,3827729,1152,-409466,6462523,FALSE,"1600000US3151070","Wakefield city","Nebraska",1522,"NE","CITY OF WAKEFIELD","WAKEFIELD","DIXON"
"4401","Woodland Hills","45202560400000",102304,"General Purpose",3463209,2514000,847976,0,0,0,101233,0,0,0,0,991336,750842,89197,1125412,1171911,1784876,0,0,0,2956787,FALSE,"1600000US4985050","Woodland Hills city","Utah",1521,"UT","TOWN OF WOODLAND HILLS","WOODLAND HILLS","UTAH"
"4402","East Canton","36207600600000",125266,"General Purpose",0,0,0,57068,235534,0,0,0,0,0,0,104003,336073,0,604052,168662,875466,0,0,0,1044128,FALSE,"1600000US3923324","East Canton village","Ohio",1521,"OH","VILLAGE OF EAST CANTON","EAST CANTON","STARK"
"4403","Herscher","14204600800000",92415,"General Purpose",11521,0,11521,0,0,0,0,58076,0,0,0,703422,1175,0,843127,71217,1476507,0,0,0,1547724,FALSE,"1600000US1734384","Herscher village","Illinois",1521,"IL","VILLAGE OF HERSCHER","HERSCHER","KANKAKEE"
"4404","Stanton","28208400200000",109640,"General Purpose",79786,1395000,79786,0,68769,0,0,0,0,0,0,731244,3813,26705,1068167,-15390,1845319,0,0,0,1829929,FALSE,"1600000US3146800","Stanton city","Nebraska",1520,"NE","CITY OF STANTON","STANTON","STANTON"
"4405","Rosepine","19205800400000",76726,"General Purpose",1754932,788000,327151,0,0,0,639781,0,0,0,0,2521025,1425,223574,438121,555303,2628842,0,0,0,3184145,FALSE,"1600000US2266200","Rosepine town","Louisiana",1519,"LA","TOWN OF ROSEPINE","ROSEPINE","VERNON"
"4406","Erie","14209800400000",96806,"General Purpose",1805693,0,0,0,0,1805693,227776,0,0,0,0,461952,0,358900,877586,312710,1385728,0,0,0,1698438,FALSE,"1600000US1724374","Erie village","Illinois",1518,"IL","VILLAGE OF ERIE","ERIE","WHITESIDE"
"4407","Olivet","23202300700000",80086,"General Purpose",1196064,793067,392684,0,0,0,0,0,0,0,10314,497332,226060,152645,455353,184896,1146494,0,0,0,1331390,FALSE,"1600000US2660580","Olivet city","Michigan",1517,"MI","CITY OF OLIVET","OLIVET","EATON"
"4408","Hartington","28201400400000",108649,"General Purpose",1073622,0,71667,0,0,1001955,0,0,0,0,0,935040,10000,54898,1642248,-197897,2840083,225690,23,0,2642186,FALSE,"1600000US3121275","Hartington city","Nebraska",1517,"NE","CITY OF HARTINGTON","HARTINGTON","CEDAR"
"4409","Virginia","14200900500000",74332,"General Purpose",12239448,0,7486581,0,459329,0,0,0,0,0,47268,1151634,24749,63014,1028219,-231208,2498824,0,0,0,2267616,FALSE,"1600000US1778201","Virginia city","Illinois",1514,"IL","CITY OF VIRGINIA","VIRGINIA","CASS"
"4410","Sorrento","19200350100000",95177,"General Purpose",166521,0,118275,0,0,0,11012,0,0,0,0,323920,23026,31519,1020772,-59396,1458633,0,0,0,1399237,FALSE,"1600000US2271225","Sorrento town","Louisiana",1514,"LA","TOWN OF SORRENTO","SORRENTO","ASCENSION"
"4411","Warsaw","14203401400000",74368,"General Purpose",753128,718300,34828,0,0,0,72848,0,0,0,0,461964,9731,43206,708396,-131899,1355196,0,0,0,1223297,FALSE,"1600000US1778942","Warsaw city","Illinois",1510,"IL","CITY OF WARSAW","WARSAW","HANCOCK"
"4412","Colma","05204100400000",67191,"General Purpose",29711369,0,882568,0,0,0,10094682,0,12704842,0,1359277,1512005,238989,256757,15725297,989190,16743859,0,0,0,17733049,FALSE,"1600000US0614736","Colma town","California",1507,"CA","TOWN OF COLMA","COLMA","SAN MATEO"
"4413","Bruceton","43200900200000",87795,"General Purpose",237997,2000,62966,0,90349,0,82682,0,0,0,0,778981,60328,0,887732,308653,1418388,0,0,0,1727041,FALSE,"1600000US4708960","Bruceton town","Tennessee",1507,"TN","TOWN OF BRUCETON","BRUCETON","CARROLL"
"4414","East Dubuque","14204300200000",71872,"General Purpose",0,0,0,14234,1028593,0,449457,0,0,0,95280,1058242,61598,1800553,2579512,-51429,5551334,0,0,0,5499905,FALSE,"1600000US1721683","East Dubuque city","Illinois",1505,"IL","CITY OF EAST DUBUQUE","EAST DUBUQUE","JO DAVIESS"
"4415","Cambria","14210000200000",96688,"General Purpose",615263,265000,126255,0,215282,8180,0,0,0,0,0,639400,190825,0,530196,133740,1226681,0,0,0,1360421,FALSE,"1600000US1710630","Cambria village","Illinois",1505,"IL","VILLAGE OF CAMBRIA","CAMBRIA","WILLIAMSON"
"4416","Lanark","14200800200000",72688,"General Purpose",91302,0,32965,0,58337,0,0,0,0,0,0,651828,57240,0,1046115,107423,1647760,0,0,0,1755183,FALSE,"1600000US1741859","Lanark city","Illinois",1504,"IL","CITY OF LANARK","LANARK","CARROLL"
"4417","Gordon","28208100200000",109158,"General Purpose",3214743,3030000,19618,154060,0,0,0,0,0,0,0,1005189,206334,45468,1204845,99523,2362313,0,0,0,2461836,FALSE,"1600000US3119350","Gordon city","Nebraska",1504,"NE","CITY OF GORDON","GORDON","SHERIDAN"
"4418","Springfield","28207700400000",109634,"General Purpose",393129,350000,43129,0,0,0,0,0,0,0,0,1029408,358907,0,9329945,1410960,9307299,0,0,0,10718260,FALSE,"1600000US3146520","Springfield city","Nebraska",1501,"NE","CITY OF SPRINGFIELD","SPRINGFIELD","SARPY"
"4419","Hodgkins","14201604200000",92425,"General Purpose",39097145,22423052,1385723,32992,0,0,9137954,0,6117324,0,0,2059776,69624,129066,14778037,2290920,14745583,0,0,0,17036503,FALSE,"1600000US1735385","Hodgkins village","Illinois",1500,"IL","VILLAGE OF HODGKINS","HODGKINS","COOK"
"4420","Minco","37202600300000",125624,"General Purpose",61627,0,61627,0,0,0,0,0,0,0,0,968795,53235,0,971657,401770,1591917,0,0,0,1993687,FALSE,"1600000US4048750","Minco city","Oklahoma",1500,"OK","CITY OF MINCO","MINCO","GRADY"
"4421","Venice","14206002100000",74294,"General Purpose",217057,0,149238,0,0,67819,0,2379654,0,0,0,52167,9740,0,2797129,571448,2287588,0,0,0,2859036,FALSE,"1600000US1777473","Venice city","Illinois",1498,"IL","CITY OF VENICE","VENICE","MADISON"
"4422","Shreve","36208501200000",98413,"General Purpose",0,0,0,0,348883,0,0,0,0,0,0,611131,239645,0,394247,290951,954072,0,0,0,1245023,FALSE,"1600000US3972396","Shreve village","Ohio",1497,"OH","VILLAGE OF SHREVE","SHREVE","WAYNE"
"4423","Caddo Mills","44211600200000",38688,"General Purpose",7025520,355000,1304662,0,0,0,10519,0,39339,0,24065,1802305,357674,1129771,1599723,2053464,2836009,1095028,7222,213581,4889473,FALSE,"1600000US4811716","Caddo Mills city","Texas",1495,"TX","CITY OF CADDO MILLS","CADDO MILLS","HUNT"
"4424","Castle Dale","45200800100000",88521,"General Purpose",322119,246000,33428,0,0,0,42691,0,0,0,0,423743,211575,90988,501896,250049,978153,0,0,0,1228202,FALSE,"1600000US4910660","Castle Dale city","Utah",1492,"UT","CITY OF CASTLE DALE","CASTLE DALE","EMERY"
"4425","Luther","37205501000000",125835,"General Purpose",120453,0,29328,0,0,91126,0,0,0,0,0,629449,95393,0,588002,106348,1206495,0,0,0,1312844,FALSE,"1600000US4044500","Luther town","Oklahoma",1492,"OK","TOWN OF LUTHER","LUTHER","OKLAHOMA"
"4426","Stevenson","48203000200000",89358,"General Purpose",0,0,0,0,767137,0,254303,125177,0,0,0,1876552,948242,0,3013899,432553,5406140,0,0,0,5838693,FALSE,"1600000US5367875","Stevenson city","Washington",1491,"WA","CITY OF STEVENSON","STEVENSON","SKAMANIA"
"4427","Pine Prairie","19202050200000",90606,"General Purpose",1216893,0,36983,0,0,554218,591942,0,0,0,0,752070,138740,0,474549,-12646,1378005,0,0,0,1365359,FALSE,"1600000US2260495","Pine Prairie village","Louisiana",1490,"LA","VILLAGE OF PINE PRAIRIE","PINE PRAIRIE","EVANGELINE"
"4428","Wagner","42201200600000",98515,"General Purpose",0,0,0,0,0,0,0,1332,0,0,0,1069046,729974,24197,2873647,-109289,4806152,0,0,0,4696864,FALSE,"1600000US4668020","Wagner city","South Dakota",1490,"SD","CITY OF WAGNER","WAGNER","CHARLES MIX"
"4429","South Carthage","43208070100000",88001,"General Purpose",71228,45714,25514,0,0,0,0,73272,0,0,0,302699,80314,0,669297,93187,959123,0,0,0,1052310,FALSE,"1600000US4769680","South Carthage town","Tennessee",1490,"TN","TOWN OF SOUTH CARTHAGE","CARTHAGE","SMITH"
"4430","Cannon Beach","38200400200000",85200,"General Purpose",8522712,3286261,811294,0,0,0,4081721,0,148406,0,195030,5254634,204372,41902,6022651,278961,11244598,0,0,0,11523559,FALSE,"1600000US4110850","Cannon Beach city","Oregon",1489,"OR","CITY OF CANNON BEACH","CANNON BEACH","CLATSOP"
"4431","Woodmont","07200590100000",68429,"General Purpose",28777,0,28777,0,0,0,0,0,0,0,0,7740,0,250374,227029,12639,472504,0,0,0,485143,FALSE,"1600000US0988050","Woodmont borough","Connecticut",1486,"CT","BOROUGH OF WOODMONT","MILFORD","NEW HAVEN"
"4432","Coalville","45202200100000",88529,"General Purpose",9798740,9451683,150601,40823,0,0,106596,0,0,0,15720,1271777,168877,1388600,682875,1172123,2340006,0,0,0,3512129,FALSE,"1600000US4914840","Coalville city","Utah",1486,"UT","CITY OF COALVILLE","COALVILLE","SUMMIT"
"4433","Van Meter","16202501200000",113584,"General Purpose",0,750000,0,0,0,185000,193729,0,0,0,8900,932824,249594,0,1185621,653195,1714844,0,0,0,2368039,FALSE,"1600000US1980445","Van Meter city","Iowa",1484,"IA","CITY OF VAN METER","VAN METER","DALLAS"
"4434","Zeigler","14202801400000",74588,"General Purpose",124548,0,34174,0,90374,0,0,0,0,0,0,476751,718770,0,602105,119227,1678399,245829,780,0,1797626,FALSE,"1600000US1784155","Zeigler city","Illinois",1484,"IL","CITY OF ZEIGLER","ZEIGLER","FRANKLIN"
"4435","Bement","14207400200000",96641,"General Purpose",197432,0,47744,0,0,149688,0,0,0,0,0,563409,86172,0,608535,59156,1198960,260575,1143,0,1258116,FALSE,"1600000US1705144","Bement village","Illinois",1484,"IL","VILLAGE OF BEMENT","BEMENT","PIATT"
"4436","Englewood","43205400200000",129331,"General Purpose",1152972,393912,100852,14551,536614,107042,0,0,0,0,0,1446990,67038,106522,603648,-513009,2737207,0,0,0,2224198,FALSE,"1600000US4724040","Englewood town","Tennessee",1483,"TN","TOWN OF ENGLEWOOD","ENGLEWOOD","MCMINN"
"4437","Ovid","23201900600000",80166,"General Purpose",408324,0,317554,16747,0,0,0,0,0,0,25384,505651,749696,0,791592,-156244,2203183,0,0,0,2046939,FALSE,"1600000US2661860","Ovid city","Michigan",1481,"MI","CITY OF OVID","OVID","CLINTON"
"4438","Lincolnton","11209000100000",58744,"General Purpose",6446860,5881619,157136,0,0,209290,198815,0,0,0,0,1379263,24334,815620,830522,502638,2547101,0,0,0,3049739,FALSE,"1600000US1346552","Lincolnton city","Georgia",1480,"GA","CITY OF LINCOLNTON","LINCOLNTON","LINCOLN"
"4439","Mount Carroll","14200800400000",92695,"General Purpose",5491375,0,2743758,0,0,2638843,78912,0,0,0,29862,963618,1401,5395109,1143037,5530136,1973029,0,0,0,7503165,FALSE,"1600000US1750881","Mount Carroll city","Illinois",1479,"IL","CITY OF MOUNT CARROLL","MOUNT CARROLL","CARROLL"
"4440","White Cloud","23206200400000",81187,"General Purpose",1052596,350000,80635,0,144846,0,445652,0,0,0,31463,536982,306236,12661,488426,-207523,1551828,0,0,0,1344305,FALSE,"1600000US2686680","White Cloud city","Michigan",1479,"MI","CITY OF WHITE CLOUD","WHITE CLOUD","NEWAYGO"
"4441","Bremen","36202300300000",98216,"General Purpose",0,0,0,0,403888,0,0,0,0,0,0,11271,111906,0,449800,155830,417147,0,0,0,572977,FALSE,"1600000US3908392","Bremen village","Ohio",1479,"OH","VILLAGE OF BREMEN","BREMEN","FAIRFIELD"
"4442","North Pekin","14209001200000",92751,"General Purpose",1183478,0,34610,66616,1082252,0,0,0,0,0,0,1061863,80611,0,1062962,-86037,2291473,0,0,0,2205436,FALSE,"1600000US1754092","North Pekin village","Illinois",1478,"IL","VILLAGE OF NORTH PEKIN","NORTH PEKIN","TAZEWELL"
"4443","New Haven","49202700500000",197704,"General Purpose",7651905,7352955,108287,0,0,47519,27930,0,115214,0,0,896478,0,34089,12,144299,786280,0,0,0,930579,FALSE,"1600000US5458564","New Haven town","West Virginia",1476,"WV","TOWN OF NEW HAVEN","NEW HAVEN","MASON"
"4444","Inglis","10203800400000",69369,"General Purpose",942613,0,398886,0,0,163591,357767,0,0,0,22369,759337,497920,411796,846213,292232,2223034,0,0,0,2515266,FALSE,"1600000US1233800","Inglis town","Florida",1476,"FL","TOWN OF INGLIS","INGLIS","LEVY"
"4445","Cherokee","37200200600000",125472,"General Purpose",3626597,0,324157,0,0,3040413,106495,0,0,0,0,1069128,134071,579182,1178590,786182,2174789,0,0,0,2960971,FALSE,"1600000US4013750","Cherokee city","Oklahoma",1476,"OK","CITY OF CHEROKEE","CHEROKEE","ALFALFA"
"4446","Ferron","45200800500000",88540,"General Purpose",723306,545000,63816,0,0,64903,41742,0,0,0,7845,769701,115323,0,380901,81519,1184406,0,0,0,1265925,FALSE,"1600000US4925180","Ferron city","Utah",1474,"UT","CITY OF FERRON","FERRON","EMERY"
"4447","Orfordville","50205400900000",96327,"General Purpose",5530303,4197331,137785,0,1089182,75239,0,99897,0,0,30766,1126199,121807,0,1264798,113957,2398847,0,0,0,2512804,FALSE,"1600000US5560250","Orfordville village","Wisconsin",1473,"WI","VILLAGE OF ORFORDVILLE","ORFORDVILLE","ROCK"
"4448","Irwindale","05201950500000",67400,"General Purpose",35810400,572896,9837935,0,0,0,11899412,0,11983486,0,1516671,4232786,5555246,1362431,15074616,-5970071,32195150,0,0,0,26225079,FALSE,"1600000US0636826","Irwindale city","California",1472,"CA","CITY OF IRWINDALE","IRWINDALE","LOS ANGELES"
"4449","Dassel","24204700400000",117231,"General Purpose",8140344,7168999,294826,169575,0,135226,371718,476072,0,0,0,2616233,82655,0,1489997,592913,3595972,0,0,0,4188885,FALSE,"1600000US2714878","Dassel city","Minnesota",1472,"MN","CITY OF DASSEL","DASSEL","MEEKER"
"4450","Graysville","43207200200000",106886,"General Purpose",972667,854043,35028,72210,0,0,0,0,0,0,2843,464643,70823,278683,635642,401164,1048627,0,0,0,1449791,FALSE,"1600000US4730760","Graysville town","Tennessee",1471,"TN","TOWN OF GRAYSVILLE","GRAYSVILLE","RHEA"
"4451","Anna","36207500100000",98191,"General Purpose",1827585,0,0,0,1827585,0,0,0,0,0,0,935757,600268,0,1205210,572961,2168274,0,0,0,2741235,FALSE,"1600000US3902092","Anna village","Ohio",1470,"OH","VILLAGE OF ANNA","ANNA","SHELBY"
"4452","Tennille","11215000500000",92047,"General Purpose",2600428,2360836,224912,0,0,14680,0,191057,0,0,21515,1059343,107209,138923,805899,-185722,2297096,0,0,0,2111374,FALSE,"1600000US1375888","Tennille city","Georgia",1469,"GA","CITY OF TENNILLE","TENNILLE","WASHINGTON"
"4453","Shepherd","23203700200000",97727,"General Purpose",396408,0,199264,125875,0,0,47026,0,0,0,24243,381044,209817,0,628192,95466,1123587,0,0,0,1219053,FALSE,"1600000US2672960","Shepherd village","Michigan",1469,"MI","VILLAGE OF SHEPHERD","SHEPHERD","ISABELLA"
"4454","Schoolcraft","23203900700000",190007,"General Purpose",523815,400000,71734,3921,0,0,0,0,0,0,48160,306134,277272,0,1013265,167927,1428744,0,0,0,1596671,FALSE,"1600000US2671860","Schoolcraft village","Michigan",1466,"MI","VILLAGE OF SCHOOLCRAFT","SCHOOLCRAFT","KALAMAZOO"
"4455","Coloma","23201100600000",78250,"General Purpose",3695379,3455000,19659,0,0,0,166881,0,0,0,53839,909321,308954,0,775130,-155374,2148779,0,0,0,1993405,FALSE,"1600000US2617320","Coloma city","Michigan",1465,"MI","CITY OF COLOMA","COLOMA","BERRIEN"
"4456","Benld","14205900100000",71313,"General Purpose",105613,0,45764,0,0,59849,0,0,0,0,0,526615,72002,0,613336,48439,1163514,0,0,0,1211953,FALSE,"1600000US1705209","Benld city","Illinois",1464,"IL","CITY OF BENLD","BENLD","MACOUPIN"
"4457","Dobson","34208600100000",123442,"General Purpose",4419843,752000,220323,0,273803,2026566,521605,0,202449,0,115403,1847822,72455,105813,1610225,5676,3630639,0,0,0,3636315,FALSE,"1600000US3717340","Dobson town","North Carolina",1462,"NC","TOWN OF DOBSON","DOBSON","SURRY"
"4458","Spencer","43208800100000",88004,"General Purpose",2918172,2214891,177469,0,23068,400000,73543,0,0,0,29201,1507553,103792,2000,409909,-588329,2611583,0,0,0,2023254,FALSE,"1600000US4770240","Spencer town","Tennessee",1462,"TN","TOWN OF SPENCER","SPENCER","VAN BUREN"
"4459","Garrison","35202800500000",149781,"General Purpose",1913349,1890000,0,0,0,0,0,0,0,0,23349,1093554,1481192,0,1065655,-656886,4297288,0,0,0,3640402,FALSE,"1600000US3829460","Garrison city","North Dakota",1462,"ND","CITY OF GARRISON","GARRISON","MCLEAN"
"4460","Del Norte","06205300100000",104976,"General Purpose",4932140,50000,31703,0,0,4787001,0,0,0,0,63436,1019196,98992,3560564,1192879,4196042,1675589,0,0,0,5871631,FALSE,"1600000US0819795","Del Norte town","Colorado",1458,"CO","TOWN OF DEL NORTE","DEL NORTE","RIO GRANDE"
"4461","Standish","23200600300000",80802,"General Purpose",3618709,2769000,45345,0,0,58657,710353,0,0,0,35354,1283745,443657,0,987023,-66273,2780698,0,0,0,2714425,FALSE,"1600000US2676120","Standish city","Michigan",1458,"MI","CITY OF STANDISH","STANDISH","ARENAC"
"4462","Hebron","28208501000000",109191,"General Purpose",1787604,280000,935422,17267,499928,0,0,0,0,0,0,2595144,2660,341797,1123701,47630,4015672,0,0,0,4063302,FALSE,"1600000US3121905","Hebron city","Nebraska",1458,"NE","CITY OF HEBRON","HEBRON","THAYER"
"4463","Gridley","14205701000000",92374,"General Purpose",343736,315000,28736,0,0,0,0,0,0,0,0,514293,0,0,726517,175892,1064918,0,0,0,1240810,FALSE,"1600000US1731732","Gridley village","Illinois",1456,"IL","VILLAGE OF GRIDLEY","GRIDLEY","MCLEAN"
"4464","Manning","16201401000000",113482,"General Purpose",0,1267699,0,0,0,689000,321671,0,0,0,47172,1124310,468648,206284,1151453,-117563,3068258,0,0,0,2950695,FALSE,"1600000US1948945","Manning city","Iowa",1455,"IA","CITY OF MANNING","MANNING","CARROLL"
"4465","Kalida","36206900900000",98306,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,84289,456139,0,761647,428948,873127,0,0,0,1302075,FALSE,"1600000US3939536","Kalida village","Ohio",1455,"OH","VILLAGE OF KALIDA","KALIDA","PUTNAM"
"4466","Leland Grove","14208401200000",72708,"General Purpose",0,0,0,0,0,0,337879,0,0,0,0,70538,0,0,853133,-19835,943506,0,0,0,923671,FALSE,"1600000US1742769","Leland Grove city","Illinois",1454,"IL","CITY OF LELAND GROVE","SPRINGFIELD","SANGAMON"
"4467","Roxana","14206001800000",96827,"General Purpose",7061229,0,36229,0,0,7025000,1271824,0,0,0,0,2418939,69242,4052,5465483,2448855,5508861,0,0,0,7957716,FALSE,"1600000US1766131","Roxana village","Illinois",1454,"IL","VILLAGE OF ROXANA","ROXANA","MADISON"
"4468","Uintah","45202900900000",102298,"General Purpose",193210,0,59515,0,0,83223,50472,0,0,0,0,624514,126894,0,484016,214210,1021214,0,0,0,1235424,FALSE,"1600000US4977890","Uintah town","Utah",1454,"UT","TOWN OF UINTAH","UINTAH","WEBER"
"4469","Bridgeport","28206200200000",108888,"General Purpose",4537485,4266614,270871,0,0,0,0,0,0,0,0,3037877,218166,0,1172392,432311,3996124,1883229,16166,0,4428435,FALSE,"1600000US3106295","Bridgeport city","Nebraska",1454,"NE","CITY OF BRIDGEPORT","BRIDGEPORT","MORRILL"
"4470","Fort Benton","27200800200000",45099,"General Purpose",7184257,6167731,126733,0,0,113163,615336,0,220848,0,52238,1274883,157038,0,1027960,9682,2450199,0,0,0,2459881,FALSE,"1600000US3028000","Fort Benton city","Montana",1449,"MT","CITY OF FORT BENTON","FORT BENTON","CHOUTEAU"
"4471","Sutton","28201800900000",108751,"General Purpose",3564713,1895000,194713,0,0,0,0,0,0,0,0,2455519,25473,0,1540643,476059,3545576,0,0,0,4021635,FALSE,"1600000US3147955","Sutton city","Nebraska",1447,"NE","CITY OF SUTTON","SUTTON","CLAY"
