ncesid,nces_original_name,county_nces,city_nces,state,student
2003430,Argonia Public Schools,Sumner County,Argonia,KS,169.00000
1800180,Argos Community Schools,Marshall County,Argos,IN,606.00000
3603210,ARGYLE CENTRAL SCHOOL DISTRICT,Washington County,ARGYLE,NY,497.00000
4808670,ARGYLE ISD,Denton County,ARGYLE,TX,3483.00000
5500450,Argyle School District,Lafayette County,Argyle,WI,288.00000
0802220,Arickaree School District No. R-2,Washington County,ANTON,CO,114.00000
0400120,Arizona Department of Corrections (8336),Maricopa County,PHOENIX,AZ,180.00000
0409734,Arizona Department of Juvenile Corrections (8326),Maricopa County,PHOENIX,AZ,210.00000
0400463,Arizona State Schools for the Deaf and the Blind (6393),Pima County,TUCSON,AZ,1019.00000
0500035,ARK. SCHOOL FOR THE BLIND,Pulaski County,LITTLE ROCK,AR,99.00000
0500036,ARK. SCHOOL FOR THE DEAF,Pulaski County,LITTLE ROCK,AR,116.00000
0502430,ARKADELPHIA SCHOOL DISTRICT,Clark County,ARKADELPHIA,AR,1815.00000
2003450,Arkansas City,Cowley County,Arkansas City,KS,2900.00000
0500390,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,Pulaski County,LITTLE ROCK,AR,150.00000
4003210,ARKOMA,Le Flore County,Arkoma,OK,383.00000
3603240,ARKPORT CENTRAL SCHOOL DISTRICT,Steuben County,ARKPORT,NY,481.00000
3002220,Arlee Elem,Lake County,Arlee,MT,302.00000
3002250,Arlee H S,Lake County,Arlee,MT,110.00000
2501980,Arlington,Middlesex County,Arlington,MA,6047.00000
4700152,Arlington,Shelby County,Arlington,TN,4847.00000
3603270,ARLINGTON CENTRAL SCHOOL DISTRICT,Dutchess County,LAGRANGEVILLE,NY,8123.00000
5100270,ARLINGTON CO PBLC SCHS,Arlington County,Arlington,VA,28151.00000
0400840,Arlington Elementary District (4274),Maricopa County,ARLINGTON,AZ,260.00000
1704140,Arlington Heights SD 25,Cook County,Arlington Heights,IL,5527.00000
4808700,ARLINGTON ISD,Tarrant County,ARLINGTON,TX,59532.00000
3904742,Arlington Local,Hancock County,Arlington,OH,575.00000
3103130,ARLINGTON PUBLIC SCHOOLS,Washington County,ARLINGTON,NE,708.00000
5001830,Arlington School District,Bennington County,Arlington,VT,411.00000
5300240,Arlington School District,Snohomish County,ARLINGTON,WA,5936.00000
4603720,Arlington School District 38-1,Kingsbury County,Arlington,SD,275.00000
2603240,Armada Area Schools,Macomb County,ARMADA,MI,1792.00000
0603180,Armona Union Elementary,Kings County,Armona,CA,1110.00000
0502550,ARMOREL SCHOOL DISTRICT,Mississippi County,ARMOREL,AR,423.00000
4603780,Armour School District 21-1,Douglas County,Armour,SD,177.00000
4202590,Armstrong SD,Armstrong County,Kittanning,PA,4965.00000
1704230,Armstrong Twp HSD 225,Vermilion County,Armstrong,IL,139.00000
1704200,Armstrong-Ellis Cons SD 61,Vermilion County,Armstrong,IL,75.00000
4003240,ARNETT,Ellis County,Arnett,OK,171.00000
3100073,ARNOLD PUBLIC SCHOOLS,Custer County,ARNOLD,NE,179.00000
4101500,Arock SD 81,Malheur County,Vale,OR,17.00000
0691136,Aromas - San Juan Unified,San Benito County,San Juan Bautista,CA,1028.00000
4808730,ARP ISD,Smith County,ARP,TX,889.00000
0802260,Arriba-Flagler Consolidated School District No. 20,Kit Carson County,FLAGLER,CO,152.00000
3002300,Arrowhead Elem,Park County,Pray,MT,51.00000
5506180,Arrowhead UHS School District,Waukesha County,Hartland,WI,2112.00000
3500120,ARTESIA PUBLIC SCHOOLS,Eddy County,ARTESIA,NM,3835.00000
3103210,ARTHUR COUNTY SCHOOLS,Arthur County,ARTHUR,NE,123.00000
1704260,Arthur CUSD 305,Douglas County,Arthur,IL,1147.00000
2300050,Arthur R. Gould Sch--LCYDC,Cumberland County,South Portland,ME,24.00000
0603270,Arvin Union,Kern County,Arvin,CA,3086.00000
2603270,Arvon Township School District,Baraga County,SKANEE,MI,13.00000
3400930,Asbury Park School District,Monmouth County,Asbury Park,NJ,1951.00000
2200090,Ascension Parish,Ascension Parish,Donaldsonville,LA,23066.00000
0400870,Ash Creek Elementary District (4187),Cochise County,PEARCE,AZ,20.00000
0400910,Ash Fork Joint Unified District (4471),Yavapai County,ASH FORK,AZ,261.00000
2903270,ASH GROVE R-IV,Greene County,ASH GROVE,MO,713.00000
2502040,Ashburnham-Westminster,Worcester County,Ashburnham,MA,2354.00000
2703300,ASHBY PUBLIC SCHOOL DISTRICT,Grant County,ASHBY,MN,304.00000
0502580,ASHDOWN SCHOOL DISTRICT,Little River County,ASHDOWN,AR,1406.00000
3700210,Ashe County Schools,Ashe County,Jefferson,NC,3005.00000
3700240,Asheboro City Schools,Randolph County,Asheboro,NC,4558.00000
4003300,ASHER,Pottawatomie County,Asher,OK,281.00000
3700270,Asheville City Schools,Buncombe County,Asheville,NC,4443.00000
0900090,Ashford School District,Windham County,Ashford,CT,390.00000
2502100,Ashland,Middlesex County,Ashland,MA,2849.00000
2003510,Ashland,Clark County,Ashland,KS,213.00000
3904350,Ashland City,Ashland County,Ashland,OH,3191.00000
3000008,Ashland Elem,Rosebud County,Ashland,MT,65.00000
2100150,Ashland Independent,Boyd County,Ashland,KY,3411.00000
3301560,Ashland School District,Belknap County,Meredith,NH,169.00000
5500510,Ashland School District,Ashland County,Ashland,WI,2095.00000
4101560,Ashland SD 5,Jackson County,Ashland,OR,2842.00000
3100034,ASHLAND-GREENWOOD PUBLIC SCHS,Saunders County,ASHLAND,NE,1005.00000
3802170,ASHLEY 9,McIntosh County,Ashley,ND,140.00000
1704340,Ashley CCSD 15,Washington County,Ashley,IL,137.00000
2603480,Ashley Community Schools,Gratiot County,Ashley,MI,250.00000
3904351,Ashtabula Area City,Ashtabula County,Ashtabula,OH,3365.00000
1704380,Ashton-Franklin Center CUSD 275,Lee County,Ashton,IL,501.00000
5500540,Ashwaubenon School District,Brown County,Green Bay,WI,3274.00000
4101590,Ashwood SD 8,Jefferson County,Ashwood,OR,7.00000
5300280,Asotin-Anatone School District,Asotin County,ASOTIN,WA,626.00000
0802280,Aspen School District No. 1 in the county of Pitkin and Sta,Pitkin County,ASPEN,CO,1653.00000
4800006,ASPERMONT ISD,Stonewall County,ASPERMONT,TX,220.00000
2502110,Assabet Valley Regional Vocational Technical,Middlesex County,Marlborough,MA,1141.00000
2200120,Assumption Parish,Assumption Parish,Napoleonville,LA,3283.00000
1704440,Astoria CUSD 1,Fulton County,Astoria,IL,314.00000
4101620,Astoria SD 1,Clatsop County,Astoria,OR,1894.00000
0603300,Atascadero Unified,San Luis Obispo County,Atascadero,CA,4638.00000
2005700,Atchison Co Comm Schools,Atchison County,Effingham,KS,522.00000
2003540,Atchison Public Schools,Atchison County,Atchison,KS,1726.00000
4101660,Athena-Weston SD 29RJ,Umatilla County,Athena,OR,584.00000
4700120,Athens,McMinn County,Athens,TN,1786.00000
2603510,Athens Area Schools,Calhoun County,EAST LEROY,MI,528.00000
4202670,Athens Area SD,Bradford County,Athens,PA,2086.00000
0100120,Athens City,Limestone County,Athens,AL,4505.00000
3904352,Athens City,Athens County,Chauncey,OH,2526.00000
1704470,Athens CUSD 213,Menard County,Athens,IL,1082.00000
4808870,ATHENS ISD,Henderson County,ATHENS,TX,3136.00000
2314817,Athens Public Schools,Somerset County,Athens,ME,133.00000
5500570,Athens School District,Marathon County,Athens,WI,407.00000
2603540,Atherton Community Schools,Genesee County,BURTON,MI,832.00000
2502160,Athol-Royalston,Worcester County,Athol,MA,1520.00000
0502610,ATKINS SCHOOL DISTRICT,Pope County,ATKINS,AR,986.00000
1300090,Atkinson County,Atkinson County,Pearson,GA,1707.00000
2903480,ATLANTA C-3,Macon County,ATLANTA,MO,210.00000
2603570,Atlanta Community Schools,Montmorency County,ATLANTA,MI,252.00000
4808880,ATLANTA ISD,Cass County,ATLANTA,TX,1828.00000
1300120,Atlanta Public Schools,Fulton County,Atlanta,GA,52416.00000
3400960,Atlantic City School District,Atlantic County,Atlantic City,NJ,6921.00000
1903930,Atlantic Comm School District,Cass County,Atlantic,IA,1485.00000
3401020,Atlantic Highlands School District,Monmouth County,Atlantic Highlands,NJ,302.00000
4003360,ATOKA,Atoka County,Atoka,OK,943.00000
5900147,ATSA' BIYA' A'ZH COMMUNITY SCHOOL,San Juan County,Shiprock,NM,287.00000
2800510,ATTALA CO SCHOOL DIST,Attala County,Kosciusko,MS,1046.00000
0100180,Attalla City,Etowah County,Attalla,AL,1490.00000
2003570,Attica,Harper County,Attica,KS,167.00000
3603420,ATTICA CENTRAL SCHOOL DISTRICT,Wyoming County,ATTICA,NY,1213.00000
1800210,Attica Consolidated School Corp,Fountain County,Attica,IN,629.00000
2502190,Attleboro,Bristol County,Attleboro,MA,5982.00000
0603420,Atwater Elementary,Merced County,Atwater,CA,4978.00000
1704560,Atwood Heights SD 125,Cook County,Alsip,IL,610.00000
2603600,Au Gres-Sims School District,Arenac County,Au Gres,MI,392.00000
4808910,AUBREY ISD,Denton County,AUBREY,TX,2593.00000
2502220,Auburn,Worcester County,Auburn,MA,2636.00000
0100210,Auburn City,Lee County,Auburn,AL,8930.00000
3603480,AUBURN CITY SCHOOL DISTRICT,Cayuga County,AUBURN,NY,4196.00000
1704620,Auburn CUSD 10,Sangamon County,Auburn,IL,1259.00000
2302610,Auburn Public Schools,Androscoggin County,Auburn,ME,3532.00000
3103330,AUBURN PUBLIC SCHOOLS,Nemaha County,AUBURN,NE,1034.00000
3301590,Auburn School District,Merrimack County,Hooksett,NH,654.00000
5300300,Auburn School District,King County,AUBURN,WA,17950.00000
0603480,Auburn Union Elementary,Placer County,Auburn,CA,1886.00000
2003200,Auburn Washburn,Shawnee County,Topeka,KS,6349.00000
5500600,Auburndale School District,Wood County,Auburndale,WI,816.00000
3002490,Auchard Creek Elem,Lewis and Clark County,Wolf Creek,MT,11.00000
1903960,Audubon Comm School District,Audubon County,Audubon,IA,552.00000
3401050,AUDUBON PUBLIC SCHOOL DISTRICT,Camden County,Audubon,NJ,1491.00000
2003630,Augusta,Butler County,Augusta,KS,2114.00000
5100300,AUGUSTA CO PBLC SCHS,Augusta County,Verona,VA,10339.00000
3002430,Augusta Elem,Lewis and Clark County,Augusta,MT,71.00000
3002450,Augusta H S,Lewis and Clark County,Augusta,MT,20.00000
2100180,Augusta Independent,Bracken County,Augusta,KY,299.00000
2302640,Augusta Public Schools,Kennebec County,Augusta,ME,2269.00000
0502670,AUGUSTA SCHOOL DISTRICT,Woodruff County,AUGUSTA,AR,358.00000
5500630,Augusta School District,Eau Claire County,Augusta,WI,627.00000
3904917,Aurora City,Portage County,Aurora,OH,3027.00000
1704680,Aurora East USD 131,Kane County,Aurora,IL,13571.00000
0802340,Aurora Joint District No. 28 of the counties of Adams and A,Arapahoe County,AURORA,CO,40088.00000
3103360,AURORA PUBLIC SCHOOLS,Hamilton County,AURORA,NE,1283.00000
2904020,AURORA R-VIII,Lawrence County,AURORA,MO,1799.00000
1704710,Aurora West USD 129,Kane County,Aurora,IL,11841.00000
3616170,AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,Clinton County,CLINTONVILLE,NY,1163.00000
2700426,Austin Albert Lea Area Special Educ,Mower County,ALBERT LEA,MN,35.00000
4202700,Austin Area SD,Potter County,Austin,PA,196.00000
4808940,AUSTIN ISD,Travis County,AUSTIN,TX,80911.00000
2703450,AUSTIN PUBLIC SCHOOL DISTRICT,Mower County,AUSTIN,MN,5296.00000
3904829,Austintown Local Schools,Mahoning County,Youngstown,OH,4292.00000
4809000,AUSTWELL-TIVOLI ISD,Refugio County,TIVOLI,TX,138.00000
0100240,Autauga County,Autauga County,Prattville,AL,9120.00000
2603660,AuTrain-Onota Public Schools,Alger County,Deerton,MI,32.00000
2904050,AVA R-I,Douglas County,AVA,MO,1376.00000
4809030,AVALON ISD,Ellis County,AVALON,TX,359.00000
3401110,Avalon School District,Cape May County,AVALON,NJ,86.00000
4003450,AVANT,Osage County,Avant,OK,84.00000
4202760,Avella Area SD,Washington County,Avella,PA,497.00000
2904080,AVENUE CITY R-IX,Andrew County,COSBY,MO,184.00000
3600016,AVERILL PARK CENTRAL SCHOOL DISTRICT,Rensselaer County,AVERILL PARK,NY,2704.00000
3700300,Avery County Schools,Avery County,Newland,NC,1958.00000
4809060,AVERY ISD,Red River County,AVERY,TX,324.00000
1600150,AVERY SCHOOL DISTRICT,Shoshone County,Avery,ID,24.00000
2904110,AVILLA R-XIII,Jasper County,AVILLA,MO,138.00000
4809090,AVINGER ISD,Cass County,AVINGER,TX,144.00000
1704740,Aviston SD 21,Clinton County,Aviston,IL,387.00000
3603630,AVOCA CENTRAL SCHOOL DISTRICT,Steuben County,AVOCA,NY,443.00000
1704800,Avoca SD 37,Cook County,Wilmette,IL,740.00000
2502250,Avon,Norfolk County,Avon,MA,725.00000
3401140,Avon Boro School District,Monmouth County,AVON,NJ,127.00000
3603660,AVON CENTRAL SCHOOL DISTRICT,Livingston County,AVON,NY,1023.00000
1800270,Avon Community School Corp,Hendricks County,Avon,IN,9871.00000
3002550,Avon Elem,Powell County,Avon,MT,25.00000
4202790,Avon Grove SD,Chester County,West Grove,PA,5084.00000
3904812,Avon Lake City,Lorain County,Avon Lake,OH,3788.00000
3904811,Avon Local,Lorain County,Avon,OH,4443.00000
0900120,Avon School District,Hartford County,Avon,CT,3162.00000
4604270,Avon School District 04-1,Bon Homme County,Avon,SD,239.00000
0400960,Avondale Elementary District (4272),Maricopa County,AVONDALE,AZ,5790.00000
2603690,Avondale School District,Oakland County,AUBURN HILLS,MI,3844.00000
4202820,Avonworth SD,Allegheny County,Pittsburgh,PA,1863.00000
2200150,Avoyelles Parish,Avoyelles Parish,Marksville,LA,5054.00000
3103420,AXTELL COMMUNITY SCHOOLS,Kearney County,AXTELL,NE,299.00000
4809150,AXTELL ISD,McLennan County,AXTELL,TX,791.00000
2500542,Ayer Shirley School District,Middlesex County,Ayer,MA,1682.00000
3002570,Ayers Elem,Fergus County,Grass Range,MT,6.00000
3904670,Ayersville Local,Defiance County,Defiance,OH,765.00000
4809200,AZLE ISD,Tarrant County,AZLE,TX,6815.00000
3500150,AZTEC MUNICIPAL SCHOOLS,San Juan County,AZTEC,NM,2873.00000
0603600,Azusa Unified,Los Angeles County,Azusa,CA,7729.00000
1701433,B H R A Cooperative HS,Vermilion County,Bismarck,IL,334.00000
0403950,Baboquivari Unified School District #40 (4412),Pima County,SELLS,AZ,1027.00000
3603720,BABYLON UNION FREE SCHOOL DISTRICT,Suffolk County,BABYLON,NY,1581.00000
5900087,Baca/Dlo'ay Azhi Community School,McKinley County,Prewitt,NM,292.00000
1300150,Bacon County,Bacon County,Alma,GA,2110.00000
2600017,Bad Axe Public Schools,Huron County,BAD AXE,MI,892.00000
2703540,BADGER PUBLIC SCHOOL DISTRICT,Roseau County,BADGER,MN,233.00000
0401000,Bagdad Unified District (4468),Yavapai County,BAGDAD,AZ,491.00000
2703570,BAGLEY PUBLIC SCHOOL DISTRICT,Clearwater County,BAGLEY,MN,998.00000
2302730,Baileyville Public Schools,Washington County,Baileyville,ME,337.00000
5300330,Bainbridge Island School District,Kitsap County,BAINBRIDGE ISLAND,WA,3835.00000
3603810,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,Chenango County,BAINBRIDGE,NY,811.00000
3002640,Bainville K-12 Schools,Roosevelt County,Bainville,MT,171.00000
4809280,BAIRD ISD,Callahan County,BAIRD,TX,279.00000
1200060,BAKER,Baker County,MACCLENNY,FL,5047.00000
1300180,Baker County,Baker County,Newton,GA,268.00000
3002730,Baker K-12 Schools,Fallon County,Baker,MT,457.00000
4101710,Baker SD 5J,Baker County,Baker City,OR,4089.00000
0603610,Baker Valley Unified,San Bernardino County,Baker,CA,130.00000
0603630,Bakersfield City,Kern County,Bakersfield,CA,30793.00000
2904140,BAKERSFIELD R-IV,Ozark County,BAKERSFIELD,MO,376.00000
3802240,BAKKER 10,Emmons County,Hague,ND,9.00000
4202910,Bald Eagle Area SD,Centre County,Wingate,PA,1528.00000
0502700,BALD KNOB SCHOOL DISTRICT,White County,BALD KNOB,AR,1212.00000
2003720,Baldwin City,Douglas County,Baldwin City,KS,1390.00000
2603810,Baldwin Community Schools,Lake County,BALDWIN,MI,501.00000
0100270,Baldwin County,Baldwin County,Bay Minette,AL,30602.00000
1300210,Baldwin County,Baldwin County,Milledgeville,GA,5027.00000
0603690,Baldwin Park Unified,Los Angeles County,Baldwin Park,CA,12110.00000
3603840,BALDWIN UNION FREE SCHOOL DISTRICT,Nassau County,BALDWIN,NY,4593.00000
4202970,Baldwin-Whitehall SD,Allegheny County,Pittsburgh,PA,4556.00000
5500720,Baldwin-Woodville Area School District,St. Croix County,Baldwin,WI,1714.00000
3603870,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,Onondaga County,BALDWINSVILLE,NY,5465.00000
2800540,BALDWYN SCHOOL DISTRICT,Lee County,BALDWYN,MS,761.00000
4003510,BALKO,Beaver County,Balko,OK,149.00000
1704920,Ball Chatham CUSD 5,Sangamon County,Chatham,IL,4760.00000
1904200,Ballard Comm School District,Story County,Huxley,IA,1846.00000
2100210,Ballard County,Ballard County,Barlow,KY,1189.00000
0603720,Ballard Elementary,Santa Barbara County,Solvang,CA,143.00000
2904170,BALLARD R-II,Bates County,BUTLER,MO,113.00000
0603750,Ballico-Cressey Elementary,Merced County,Ballico,CA,383.00000
4809300,BALLINGER ISD,Runnels County,BALLINGER,TX,906.00000
3603930,BALLSTON SPA CENTRAL SCHOOL DISTRICT,Saratoga County,BALLSTON SPA,NY,4087.00000
4809330,BALMORHEA ISD,Reeves County,BALMORHEA,TX,159.00000
0401050,Balsz Elementary District (4268),Maricopa County,PHOENIX,AZ,2289.00000
4604680,Baltic School District 49-1,Minnehaha County,Baltic,SD,537.00000
2400090,Baltimore City Public Schools,Baltimore city,Baltimore,MD,79187.00000
2400120,Baltimore County Public Schools,Baltimore County,Towson,MD,115038.00000
4500930,Bamberg 01,Bamberg County,Bamberg,SC,1262.00000
4500960,Bamberg 02,Bamberg County,Denmark,SC,664.00000
3103440,BANCROFT-ROSALIE COMM SCHOOLS,Cuming County,BANCROFT,NE,309.00000
4809360,BANDERA ISD,Bandera County,BANDERA,TX,2291.00000
4101800,Bandon SD 54,Coos County,Bandon,OR,676.00000
4203000,Bangor Area SD,Northampton County,Bangor,PA,2969.00000
2302820,Bangor Public Schools,Penobscot County,Bangor,ME,3685.00000
2603870,Bangor Public Schools (Van Buren),Van Buren County,BANGOR,MI,1104.00000
5500780,Bangor School District,La Crosse County,Bangor,WI,601.00000
2603960,Bangor Township S/D #8,Van Buren County,BANGOR,MI,24.00000
2603900,Bangor Township Schools,Bay County,BAY CITY,MI,2566.00000
0603780,Bangor Union Elementary,Butte County,Bangor,CA,103.00000
4809390,BANGS ISD,Brown County,BANGS,TX,853.00000
1300240,Banks County,Banks County,Homer,GA,2750.00000
4101830,Banks SD 13,Washington County,Banks,OR,1147.00000
4003540,BANNER,Canadian County,El Reno,OK,298.00000
3100067,BANNER COUNTY PUBLIC SCHOOLS,Banner County,HARRISBURG,NE,130.00000
0603840,Banning Unified,Riverside County,Banning,CA,4583.00000
1704950,Bannockburn SD 106,Lake County,Bannockburn,IL,145.00000
4809410,BANQUETE ISD,Nueces County,BANQUETE,TX,893.00000
0603870,Banta Elementary,San Joaquin County,Tracy,CA,316.00000
2302850,Bar Harbor Public Schools,Hancock County,Mount Desert,ME,337.00000
5500810,Baraboo School District,Sauk County,Baraboo,WI,2916.00000
2603990,Baraga Area Schools,Baraga County,BARAGA,MI,332.00000
2009450,Barber County North,Barber County,Medicine Lodge,KS,521.00000
4809450,BARBERS HILL ISD,Chambers County,MONT BELVIEU,TX,6258.00000
3904353,Barberton City,Summit County,Barberton,OH,3871.00000
0100300,Barbour County,Barbour County,Clayton,AL,703.00000
5400030,BARBOUR COUNTY BOARD OF EDUCATION,Barbour County,PHILIPPI,WV,2266.00000
2100240,Barbourville Independent,Knox County,Barbourville,KY,692.00000
2100270,Bardstown Independent,Nelson County,Bardstown,KY,2782.00000
2604020,Bark River-Harris School District,Menominee County,Harris,MI,716.00000
3603960,BARKER CENTRAL SCHOOL DISTRICT,Niagara County,BARKER,NY,768.00000
0900150,Barkhamsted School District,Litchfield County,Barkhamsted,CT,218.00000
3416470,Barnegat Township School District,Ocean County,Barnegat,NJ,3510.00000
2000012,Barnes,Washington County,Barnes,KS,446.00000
3800060,BARNES COUNTY NORTH 7,Barnes County,Wimbledon,ND,268.00000
3904520,Barnesville Exempted Village,Belmont County,Barnesville,OH,1404.00000
2703660,BARNESVILLE PUBLIC SCHOOL DIST.,Clay County,BARNESVILLE,MN,885.00000
5500840,Barneveld School District,Iowa County,Barneveld,WI,452.00000
4003570,BARNSDALL,Osage County,Barnsdall,OK,392.00000
2502310,Barnstable,Barnstable County,Hyannis,MA,5041.00000
3301620,Barnstead School District,Belknap County,Barnstead,NH,479.00000
2703690,BARNUM PUBLIC SCHOOL DISTRICT,Carlton County,BARNUM,MN,727.00000
4501020,Barnwell 19,Barnwell County,Blackville,SC,598.00000
4501050,Barnwell 29,Barnwell County,Williston,SC,831.00000
